,V1
0,0.22613065326633167
1,1.0
2,1.0
3,0.22613065326633167
4,0.22613065326633167
5,0.22613065326633167
6,0.22613065326633167
7,0.22613065326633167
8,0.22613065326633167
9,0.22613065326633167
10,0.22613065326633167
11,0.22613065326633167
12,0.22613065326633167
13,0.22613065326633167
14,1.0
15,1.0
16,1.0
17,0.22613065326633167
18,0.22613065326633167
19,1.0
20,0.22613065326633167
21,1.0
22,0.22613065326633167
23,0.22613065326633167
24,1.0
25,1.0
26,0.22613065326633167
27,0.22613065326633167
28,1.0
29,0.22613065326633167
30,0.22613065326633167
31,0.22613065326633167
32,1.0
33,0.22613065326633167
34,0.22613065326633167
35,0.22613065326633167
36,0.22613065326633167
37,0.22613065326633167
38,0.22613065326633167
39,0.22613065326633167
40,0.22613065326633167
41,0.22613065326633167
42,0.22613065326633167
43,0.22613065326633167
44,0.22613065326633167
45,0.22613065326633167
46,1.0
47,0.22613065326633167
48,0.22613065326633167
49,0.22613065326633167
50,0.22613065326633167
51,0.22613065326633167
52,0.22613065326633167
53,0.22613065326633167
54,0.22613065326633167
55,1.0
56,1.0
57,0.22613065326633167
58,0.22613065326633167
59,0.22613065326633167
60,0.22613065326633167
61,1.0
62,0.22613065326633167
63,0.22613065326633167
64,0.22613065326633167
65,0.22613065326633167
66,0.22613065326633167
67,0.22613065326633167
68,0.22613065326633167
69,0.22613065326633167
70,0.22613065326633167
71,0.22613065326633167
72,0.22613065326633167
73,0.22613065326633167
74,0.22613065326633167
75,0.22613065326633167
76,0.22613065326633167
77,0.22613065326633167
78,0.22613065326633167
79,0.22613065326633167
80,1.0
81,1.0
82,1.0
83,0.22613065326633167
84,1.0
85,0.22613065326633167
86,1.0
87,0.22613065326633167
88,0.22613065326633167
89,0.22613065326633167
90,0.22613065326633167
91,1.0
92,0.22613065326633167
93,0.22613065326633167
94,1.0
95,0.22613065326633167
96,0.22613065326633167
97,0.22613065326633167
98,0.22613065326633167
99,0.22613065326633167
100,1.0
101,1.0
102,0.22613065326633167
103,0.22613065326633167
104,0.22613065326633167
105,0.22613065326633167
106,0.22613065326633167
107,0.22613065326633167
108,0.22613065326633167
109,0.22613065326633167
110,0.22613065326633167
111,0.22613065326633167
112,0.22613065326633167
113,0.22613065326633167
114,0.22613065326633167
115,1.0
116,0.22613065326633167
117,1.0
118,0.22613065326633167
119,0.22613065326633167
120,1.0
121,0.22613065326633167
122,1.0
123,0.22613065326633167
124,0.22613065326633167
125,0.22613065326633167
126,1.0
127,0.22613065326633167
128,0.22613065326633167
129,0.22613065326633167
130,0.22613065326633167
131,1.0
132,1.0
133,1.0
134,0.22613065326633167
135,0.22613065326633167
136,1.0
137,0.22613065326633167
138,0.22613065326633167
139,0.22613065326633167
140,1.0
141,1.0
142,0.22613065326633167
143,0.22613065326633167
144,0.22613065326633167
145,0.22613065326633167
146,0.22613065326633167
147,0.22613065326633167
148,0.22613065326633167
149,0.22613065326633167
150,0.22613065326633167
151,1.0
152,0.22613065326633167
153,0.22613065326633167
154,1.0
155,0.22613065326633167
156,0.22613065326633167
157,0.22613065326633167
158,0.22613065326633167
159,0.22613065326633167
160,0.22613065326633167
161,0.22613065326633167
162,0.22613065326633167
163,0.22613065326633167
164,0.22613065326633167
165,0.22613065326633167
166,1.0
167,0.22613065326633167
168,0.22613065326633167
169,0.22613065326633167
