,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
1728,1729,1729,white,age.gp3,Tr,NoTrade,Group,16,0,6,6,4,3,12,1,5,11,2,14,12,4
700,701,701,white,age.gp4,Tr,NoTrade,Group,7,2,1,0,4,1,5,1,3,4,0,7,4,3
2905,2906,2906,other,age.gp1,NoTr,NoTrade,NoGroup,5,0,3,0,2,0,5,0,2,3,0,5,4,1
1503,1504,1504,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
2490,2491,2491,other,age.gp1,NoTr,NoTrade,NoGroup,6,2,1,1,2,0,6,0,1,5,1,5,4,2
2906,2907,2907,other,age.gp1,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,2,0,0,2,1,1
1494,1495,1495,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,0,3,0,3,3,0
2437,2438,2438,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,1,0
861,862,862,other,age.gp2,Tr,NoTrade,Group,7,1,4,1,1,0,6,1,2,5,0,7,6,1
2899,2900,2900,other,age.gp1,NoTr,NoTrade,NoGroup,2,1,1,0,0,0,2,0,1,1,1,1,2,0
2292,2293,2293,other,age.gp2,Tr,NoTrade,Group,11,1,6,2,2,1,10,0,4,7,0,11,7,4
1377,1378,1378,black,age.gp2,NoTr,NoTrade,NoGroup,6,2,2,0,2,3,3,0,0,6,1,5,5,1
1197,1198,1198,white,age.gp4,Tr,NoTrade,NoGroup,11,0,3,3,5,1,10,0,6,5,0,11,9,2
1269,1270,1270,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,1,3,0,0,4,0,2,2,1,3,3,1
1932,1933,1933,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,5,0,1,0,6,0,5,1,0,6,4,2
2152,2153,2153,other,age.gp2,NoTr,NoTrade,NoGroup,3,2,1,0,0,0,2,1,2,1,0,3,1,2
1114,1115,1115,other,age.gp1,NoTr,NoTrade,NoGroup,5,3,1,1,0,0,4,1,2,3,1,4,3,2
1512,1513,1513,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,2,2,3,3,0,1,5,1,5,4,2
2194,2195,2195,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,1,1,0,1,1,0,2,1,1
2926,2927,2927,white,age.gp4,NoTr,NoTrade,Group,12,1,3,4,4,1,10,1,6,6,0,12,7,5
1107,1108,1108,other,age.gp1,NoTr,NoTrade,NoGroup,6,2,2,1,1,0,6,0,3,3,1,5,4,2
2004,2005,2005,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,2,0,0,0,2,0,2,0,0,2,2,0
769,770,770,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
1220,1221,1221,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,3,0,3,1,5,1,5,2,0,7,5,2
1264,1265,1265,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,3,1,0,2,2,0,2,2,0,4,2,2
1928,1929,1929,other,age.gp2,NoTr,NoTrade,NoGroup,8,1,4,2,1,0,8,0,4,4,1,7,7,1
2812,2813,2813,other,age.gp2,NoTr,NoTrade,NoGroup,2,0,2,0,0,0,2,0,1,1,0,2,1,1
2760,2761,2761,white,age.gp3,NoTr,NoTrade,NoGroup,5,0,4,0,1,0,4,1,3,2,0,5,4,1
2801,2802,2802,white,age.gp2,NoTr,NoTrade,NoGroup,6,0,5,1,0,0,6,0,3,3,1,5,4,2
712,713,713,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,1,0
1298,1299,1299,white,age.gp4,NoTr,NoTrade,Group,13,0,1,5,7,1,11,1,6,7,0,13,10,3
1566,1567,1567,white,age.gp4,Tr,NoTrade,Group,6,0,1,1,4,1,5,0,2,4,0,6,3,3
1653,1654,1654,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,1,0,2,1,2,0,1,2,0,3,2,1
2147,2148,2148,other,age.gp2,NoTr,NoTrade,NoGroup,3,0,1,0,2,1,2,0,1,2,0,3,2,1
2678,2679,2679,black,age.gp3,NoTr,NoTrade,NoGroup,8,0,1,1,6,5,3,0,1,7,0,8,3,5
1511,1512,1512,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,1,1,0,1,1,0,2,1,1
719,720,720,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,1,0
723,724,724,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,1,2,1,3,1,2,3,1,4,4,1
1171,1172,1172,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,1,4,1,5,0,1,5,0,6,5,1
2089,2090,2090,black,age.gp3,NoTr,NoTrade,NoGroup,12,1,2,4,5,7,5,0,2,10,0,12,4,8
726,727,727,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
729,730,730,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,1,0
1350,1351,1351,black,age.gp4,NoTr,NoTrade,Group,9,0,2,0,7,5,3,1,0,9,0,9,3,6
731,732,732,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,1,0,0,0,1,0,1,0,1
733,734,734,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1947,1948,1948,white,age.gp4,NoTr,NoTrade,Group,16,1,5,2,8,2,14,0,7,9,0,16,10,6
1374,1375,1375,black,age.gp4,NoTr,NoTrade,Group,3,1,0,0,2,1,2,0,1,2,1,2,2,1
736,737,737,black,age.gp4,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,1,0,1,0,1,0
737,738,738,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,0,1
1355,1356,1356,black,age.gp4,NoTr,NoTrade,Group,8,0,1,1,6,6,2,0,1,7,0,8,3,5
1836,1837,1837,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
741,742,742,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
2020,2021,2021,black,age.gp4,NoTr,NoTrade,NoGroup,3,2,0,0,1,2,1,0,2,1,0,3,0,3
1693,1694,1694,white,age.gp4,NoTr,Trade,NoGroup,6,0,4,1,1,0,6,0,5,1,0,6,4,2
2261,2262,2262,white,age.gp4,Tr,NoTrade,Group,10,0,1,2,7,2,8,0,2,8,0,10,9,1
2317,2318,2318,white,age.gp2,NoTr,NoTrade,NoGroup,14,1,6,6,1,1,11,2,6,8,0,14,11,3
2241,2242,2242,white,age.gp4,Tr,NoTrade,Group,12,0,4,4,4,1,11,0,6,6,0,12,10,2
2286,2287,2287,other,age.gp2,Tr,NoTrade,Group,10,1,6,0,3,1,9,0,5,5,0,10,7,3
1756,1757,1757,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
2149,2150,2150,other,age.gp2,NoTr,NoTrade,NoGroup,7,1,1,4,1,1,6,0,2,5,1,6,6,1
2537,2538,2538,other,age.gp1,NoTr,NoTrade,NoGroup,8,3,2,2,1,0,7,1,4,4,1,7,4,4
2836,2837,2837,black,age.gp2,NoTr,NoTrade,NoGroup,9,0,3,3,3,2,6,1,5,4,0,9,7,2
747,748,748,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,1,0
1211,1212,1212,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,1,4,0,5,1,3,3,0,6,4,2
1245,1246,1246,white,age.gp1,NoTr,NoTrade,NoGroup,7,3,1,0,3,1,5,1,2,5,2,5,4,3
749,750,750,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
1462,1463,1463,white,age.gp1,NoTr,NoTrade,NoGroup,8,3,2,2,1,0,7,1,2,6,0,8,4,4
751,752,752,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,1,1,3,2,4,0,0,6,0,6,3,3
992,993,993,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1476,1477,1477,black,age.gp1,NoTr,NoTrade,NoGroup,5,2,1,1,1,1,4,0,1,4,0,5,1,4
752,753,753,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,0,4,0,1,3,0,4,2,2
1995,1996,1996,white,age.gp4,Tr,NoTrade,NoGroup,7,0,1,3,3,0,6,1,2,5,0,7,2,5
2091,2092,2092,black,age.gp3,NoTr,NoTrade,NoGroup,9,0,2,4,3,3,6,0,3,6,0,9,3,6
756,757,757,white,age.gp4,NoTr,NoTrade,NoGroup,9,1,5,1,2,0,7,2,4,5,0,9,6,3
757,758,758,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,1,0
2059,2060,2060,white,age.gp3,Tr,NoTrade,Group,22,1,9,7,5,2,18,2,4,18,1,21,17,5
2451,2452,2452,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,3,2,1,4,0,0,5,0,5,1,4
2721,2722,2722,white,age.gp4,NoTr,NoTrade,Group,4,0,1,1,2,0,4,0,1,3,0,4,3,1
759,760,760,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
760,761,761,white,age.gp4,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,0,1,0,1,0,1,1,0
762,763,763,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
763,764,764,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,1,0
765,766,766,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
766,767,767,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,1,2,0,0,3,0,3,1,2
1809,1810,1810,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
2932,2933,2933,white,age.gp4,NoTr,NoTrade,Group,11,1,5,2,3,1,9,1,7,4,0,11,8,3
772,773,773,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
773,774,774,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,2,3,0,6,1,3,4,0,7,3,4
1608,1609,1609,white,age.gp3,Tr,NoTrade,NoGroup,9,0,3,4,2,0,9,0,1,8,3,6,6,3
2477,2478,2478,other,age.gp1,NoTr,NoTrade,NoGroup,7,2,2,2,1,0,7,0,3,4,1,6,5,2
774,775,775,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,1,0,1,0
776,777,777,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1079,1080,1080,white,age.gp4,NoTr,NoTrade,Group,10,0,2,2,6,0,10,0,4,6,1,9,7,3
778,779,779,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,0,2,0,2,0,2
2619,2620,2620,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,2,0,4,0,6,1,3,4,0,7,5,2
2967,2968,2968,white,age.gp2,NoTr,NoTrade,NoGroup,9,0,5,3,1,1,7,1,4,5,0,9,7,2
782,783,783,white,age.gp2,NoTr,NoTrade,NoGroup,9,1,2,4,2,0,9,0,2,7,0,9,6,3
1232,1233,1233,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,2,0,3,2,4,0,3,3,1,5,4,2
1242,1243,1243,white,age.gp2,Tr,NoTrade,NoGroup,10,0,4,3,3,0,9,1,4,6,0,10,5,5
2023,2024,2024,black,age.gp4,NoTr,NoTrade,NoGroup,4,1,1,0,2,2,2,0,1,3,1,3,1,3
2548,2549,2549,other,age.gp1,NoTr,NoTrade,NoGroup,4,2,0,1,1,1,3,0,2,2,1,3,2,2
1595,1596,1596,black,age.gp1,Tr,Trade,NoGroup,9,5,1,1,2,5,4,0,2,7,0,9,4,5
2008,2009,2009,black,age.gp4,NoTr,NoTrade,NoGroup,1,1,0,0,0,1,0,0,1,0,0,1,0,1
2485,2486,2486,other,age.gp1,NoTr,NoTrade,NoGroup,4,2,1,1,0,1,3,0,3,1,0,4,2,2
792,793,793,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,0,4,0,2,2,0,4,3,1
807,808,808,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,1,3,0,4,0,2,2,0,4,2,2
796,797,797,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,1,0,0,1,1,0
798,799,799,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,1,0
799,800,800,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,0,3,1,3,0,3,1,1,3,4,0
1772,1773,1773,white,age.gp4,Tr,NoTrade,Group,14,0,1,3,10,0,13,1,6,8,0,14,12,2
800,801,801,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,0,5,1,6,0,4,3,0,7,5,2
1992,1993,1993,white,age.gp4,Tr,NoTrade,NoGroup,7,1,0,2,4,1,5,1,2,5,0,7,5,2
802,803,803,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,1,0
804,805,805,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,0,1
810,811,811,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,1,0,0,1,1,0
811,812,812,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
815,816,816,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
818,819,819,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
819,820,820,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,0,3,1,2,2,0,4,3,1
1913,1914,1914,other,age.gp2,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1651,1652,1652,other,age.gp2,NoTr,NoTrade,NoGroup,5,0,0,5,0,0,5,0,1,4,0,5,4,1
999,1000,1000,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,2,1,0,5,0,1,4,1,4,3,2
2625,2626,2626,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,1,3,0,4,0,0,4,0,4,2,2
2200,2201,2201,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,1,1,4,0,7,0,1,6,0,7,4,3
2618,2619,2619,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,0,1
828,829,829,white,age.gp3,NoTr,NoTrade,NoGroup,7,0,1,3,3,0,7,0,4,3,1,6,3,4
2201,2202,2202,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,2,1,1,4,0,1,4,0,5,4,1
1241,1242,1242,white,age.gp2,Tr,NoTrade,NoGroup,5,0,3,1,1,0,5,0,1,4,0,5,3,2
938,939,939,white,age.gp3,NoTr,NoTrade,NoGroup,7,0,1,6,0,0,7,0,1,6,0,7,5,2
976,977,977,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,2,0,0,2,0,0,2,0,2,1,1
1604,1605,1605,white,age.gp3,Tr,NoTrade,NoGroup,13,0,5,5,3,2,9,2,3,10,1,12,9,4
2306,2307,2307,white,age.gp2,NoTr,NoTrade,NoGroup,6,0,2,2,2,2,3,1,2,4,0,6,3,3
1270,1271,1271,black,age.gp3,NoTr,NoTrade,NoGroup,6,3,2,0,1,3,3,0,1,5,0,6,3,3
1663,1664,1664,other,age.gp2,NoTr,NoTrade,NoGroup,8,0,3,3,2,0,8,0,4,4,0,8,4,4
2486,2487,2487,other,age.gp1,NoTr,NoTrade,NoGroup,2,0,1,1,0,0,2,0,1,1,0,2,2,0
2818,2819,2819,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,3,3,0,0,6,0,2,4,1,5,5,1
1791,1792,1792,white,age.gp4,Tr,NoTrade,Group,11,4,2,3,2,0,10,1,3,8,0,11,8,3
1787,1788,1788,white,age.gp4,Tr,NoTrade,Group,12,0,4,1,7,1,9,2,5,7,1,11,9,3
2757,2758,2758,white,age.gp3,NoTr,NoTrade,NoGroup,14,1,8,2,3,1,12,1,9,5,0,14,11,3
868,869,869,other,age.gp2,Tr,NoTrade,Group,4,0,3,1,0,1,3,0,1,3,1,3,4,0
2826,2827,2827,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,3,3,0,2,4,0,4,2,0,6,4,2
1111,1112,1112,other,age.gp1,NoTr,NoTrade,NoGroup,4,2,2,0,0,0,4,0,2,2,0,4,1,3
2862,2863,2863,white,age.gp1,Tr,NoTrade,NoGroup,14,8,2,2,2,1,11,2,4,10,1,13,10,4
853,854,854,other,age.gp2,Tr,NoTrade,Group,7,1,2,3,1,0,7,0,3,4,1,6,7,0
2351,2352,2352,white,age.gp3,Tr,NoTrade,NoGroup,5,1,4,0,0,1,2,2,3,2,0,5,4,1
2759,2760,2760,white,age.gp3,NoTr,NoTrade,NoGroup,4,0,3,0,1,0,3,1,2,2,0,4,2,2
860,861,861,other,age.gp2,Tr,NoTrade,Group,7,0,1,3,3,2,5,0,1,6,0,7,3,4
1041,1042,1042,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,0,1,1,0,0,1,1,0
863,864,864,other,age.gp2,Tr,NoTrade,Group,9,1,3,4,1,1,8,0,3,6,1,8,6,3
1784,1785,1785,white,age.gp4,Tr,NoTrade,Group,12,1,4,4,3,1,10,1,4,8,1,11,9,3
1977,1978,1978,white,age.gp4,Tr,NoTrade,NoGroup,9,0,2,2,5,0,8,1,6,3,0,9,6,3
2559,2560,2560,white,age.gp4,NoTr,NoTrade,Group,11,0,3,3,5,0,10,1,7,4,0,11,9,2
1140,1141,1141,white,age.gp1,NoTr,NoTrade,NoGroup,8,3,2,2,1,0,7,1,4,4,2,6,5,3
2930,2931,2931,white,age.gp4,NoTr,NoTrade,Group,6,0,2,0,4,0,5,1,3,3,0,6,6,0
2543,2544,2544,other,age.gp1,NoTr,NoTrade,NoGroup,8,2,1,2,3,1,6,1,3,5,0,8,5,3
2793,2794,2794,white,age.gp2,Tr,NoTrade,NoGroup,9,1,2,2,4,0,7,2,4,5,0,9,9,0
1227,1228,1228,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,1,0,0,1,1,0,2,1,1,1,1
1627,1628,1628,white,age.gp1,NoTr,NoTrade,NoGroup,4,1,0,1,2,0,4,0,2,2,1,3,3,1
1545,1546,1546,white,age.gp2,NoTr,NoTrade,NoGroup,8,1,3,2,2,0,7,1,4,4,2,6,6,2
1662,1663,1663,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,0,3,1,0,4,0,1,3,1,3,3,1
1168,1169,1169,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,2,2,1,1,4,0,3,2,1,4,3,2
2615,2616,2616,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,1,3,0,2,2,1,3,3,1
1070,1071,1071,white,age.gp4,NoTr,NoTrade,Group,14,0,5,3,6,1,12,1,7,7,1,13,12,2
2825,2826,2826,other,age.gp2,NoTr,NoTrade,NoGroup,4,2,1,1,0,0,4,0,3,1,2,2,2,2
979,980,980,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,3,2,0,5,0,3,2,1,4,4,1
1302,1303,1303,white,age.gp4,NoTr,NoTrade,Group,9,2,2,1,4,1,7,1,3,6,1,8,7,2
1148,1149,1149,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,2,0,0,2,0,1,1,1,1,2,0
1952,1953,1953,white,age.gp4,NoTr,NoTrade,Group,7,0,3,2,2,2,5,0,4,3,2,5,6,1
2082,2083,2083,black,age.gp3,NoTr,NoTrade,NoGroup,7,0,2,3,2,3,4,0,2,5,2,5,4,3
2278,2279,2279,other,age.gp2,Tr,NoTrade,Group,9,3,2,1,3,0,9,0,4,5,1,8,7,2
2918,2919,2919,white,age.gp1,NoTr,NoTrade,NoGroup,8,6,0,1,1,0,3,5,3,5,1,7,3,5
1964,1965,1965,white,age.gp4,NoTr,NoTrade,Group,7,2,0,2,3,0,6,1,4,3,1,6,4,3
895,896,896,other,age.gp1,Tr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,0,1,0,1,1,0
898,899,899,other,age.gp1,Tr,NoTrade,NoGroup,5,4,0,1,0,0,5,0,2,3,1,4,3,2
900,901,901,other,age.gp1,Tr,NoTrade,NoGroup,3,1,0,0,2,0,3,0,1,2,1,2,3,0
905,906,906,other,age.gp1,Tr,NoTrade,NoGroup,3,1,0,2,0,0,3,0,2,1,0,3,2,1
1141,1142,1142,white,age.gp1,NoTr,NoTrade,NoGroup,7,3,2,1,1,0,5,2,2,5,0,7,2,5
907,908,908,other,age.gp1,Tr,NoTrade,NoGroup,5,2,0,2,1,1,4,0,1,4,1,4,3,2
913,914,914,other,age.gp1,Tr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,1,0,0,1,1,0
914,915,915,other,age.gp1,Tr,NoTrade,NoGroup,4,3,0,1,0,0,4,0,1,3,0,4,1,3
1016,1017,1017,white,age.gp1,NoTr,NoTrade,NoGroup,8,7,1,0,0,1,6,1,4,4,3,5,6,2
2500,2501,2501,other,age.gp1,NoTr,NoTrade,NoGroup,5,4,0,1,0,0,5,0,0,5,1,4,1,4
1480,1481,1481,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,0,1
924,925,925,white,age.gp2,NoTr,NoTrade,NoGroup,9,1,4,3,1,0,6,3,3,6,0,9,4,5
1699,1700,1700,white,age.gp4,NoTr,Trade,NoGroup,4,0,2,1,1,0,3,1,2,2,0,4,3,1
931,932,932,white,age.gp3,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,0,2,0,2,1,1
932,933,933,white,age.gp3,NoTr,NoTrade,NoGroup,7,0,4,2,1,2,5,0,3,4,1,6,7,0
2210,2211,2211,black,age.gp2,NoTr,Trade,Group,11,0,5,5,1,5,6,0,5,6,1,10,7,4
2761,2762,2762,white,age.gp3,NoTr,NoTrade,NoGroup,8,1,4,2,1,0,7,1,4,4,0,8,6,2
2026,2027,2027,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,0,1,0,1,0,1
1145,1146,1146,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,1,0,0,1,1,0
1200,1201,1201,white,age.gp4,Tr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,1,0,0,1,1,0
2747,2748,2748,white,age.gp3,NoTr,NoTrade,NoGroup,5,0,1,2,2,0,5,0,3,2,0,5,5,0
1793,1794,1794,white,age.gp4,Tr,NoTrade,Group,11,2,2,2,5,1,7,3,5,6,1,10,9,2
2914,2915,2915,other,age.gp1,NoTr,NoTrade,NoGroup,4,1,1,1,1,1,3,0,2,2,0,4,3,1
1985,1986,1986,white,age.gp4,Tr,NoTrade,NoGroup,6,0,2,3,1,1,4,1,3,3,0,6,4,2
2706,2707,2707,white,age.gp4,NoTr,NoTrade,Group,16,1,3,5,7,2,14,0,6,10,1,15,8,8
2363,2364,2364,white,age.gp3,Tr,NoTrade,NoGroup,6,1,1,2,2,1,5,0,2,4,1,5,4,2
1336,1337,1337,white,age.gp3,NoTr,NoTrade,NoGroup,6,2,3,1,0,2,3,1,5,1,1,5,6,0
1746,1747,1747,black,age.gp4,NoTr,NoTrade,NoGroup,6,1,0,2,3,2,3,1,2,4,0,6,4,2
2356,2357,2357,white,age.gp3,Tr,NoTrade,NoGroup,3,1,0,2,0,0,3,0,3,0,0,3,2,1
1150,1151,1151,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,1,0,0,1,1,0
1448,1449,1449,white,age.gp1,NoTr,NoTrade,NoGroup,9,6,2,1,0,1,7,1,2,7,1,8,3,6
2034,2035,2035,white,age.gp4,Tr,NoTrade,Group,14,2,3,3,6,2,12,0,5,9,0,14,9,5
960,961,961,black,age.gp2,Tr,NoTrade,NoGroup,6,0,3,2,1,4,2,0,2,4,1,5,4,2
2098,2099,2099,black,age.gp3,NoTr,NoTrade,NoGroup,9,0,6,2,1,6,3,0,4,5,0,9,5,4
1388,1389,1389,black,age.gp3,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,1,0
2229,2230,2230,black,age.gp4,NoTr,Trade,Group,5,0,1,0,4,4,1,0,0,5,2,3,5,0
2492,2493,2493,other,age.gp1,NoTr,NoTrade,NoGroup,2,1,1,0,0,1,1,0,1,1,0,2,1,1
1656,1657,1657,other,age.gp2,NoTr,NoTrade,NoGroup,4,1,2,0,1,1,3,0,1,3,0,4,3,1
1212,1213,1213,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,2,0,1,0,3,0,2,1,0,3,2,1
1385,1386,1386,black,age.gp3,NoTr,NoTrade,NoGroup,4,0,3,1,0,2,1,1,1,3,0,4,3,1
2050,2051,2051,white,age.gp4,Tr,NoTrade,Group,5,2,2,0,1,0,5,0,3,2,0,5,3,2
1068,1069,1069,white,age.gp4,NoTr,NoTrade,Group,7,1,1,2,3,1,6,0,3,4,0,7,4,3
1955,1956,1956,white,age.gp4,NoTr,NoTrade,Group,8,0,3,1,4,0,8,0,7,1,0,8,8,0
2483,2484,2484,other,age.gp1,NoTr,NoTrade,NoGroup,3,2,1,0,0,1,2,0,2,1,0,3,2,1
1541,1542,1542,white,age.gp2,NoTr,NoTrade,NoGroup,8,0,4,2,2,0,7,1,4,4,0,8,7,1
977,978,978,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
974,975,975,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
975,976,976,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,1,0,6,0,7,0,5,2,0,7,6,1
1979,1980,1980,white,age.gp4,Tr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,1,1,0,2,1,1
982,983,983,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
983,984,984,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
985,986,986,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,0,1
1920,1921,1921,other,age.gp2,NoTr,NoTrade,NoGroup,7,1,2,3,1,0,7,0,2,5,0,7,5,2
2197,2198,2198,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,1,1,0,3,0,1,2,0,3,2,1
988,989,989,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,0,1,0,1,0,0,1,0,1
995,996,996,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,0,2,0,2,1,1
990,991,991,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
996,997,997,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
