,t,nS,nE,nI1,nI1p,nI2,nI2p,nL1,nL1p,nL2,nL2p,nT1,nT2,nT3,node
0,0.0,2960,1,0,0,0,0,0,0,0,0,0,0,0,711
1,2.0821147167964034,2960,0,0,1,0,0,0,0,0,0,0,0,0,711
2,2.6562752011811597,2959,1,0,1,0,0,0,0,0,0,0,0,0,2320
3,2.6809670055419934,2958,2,0,1,0,0,0,0,0,0,0,0,0,102
4,3.426202758491618,2958,2,0,0,0,0,0,0,0,0,1,0,0,711
5,3.803200537935586,2959,2,0,0,0,0,0,0,0,0,0,0,0,711
6,4.615750329266673,2959,1,1,0,0,0,0,0,0,0,0,0,0,102
7,4.938517628733693,2959,0,1,1,0,0,0,0,0,0,0,0,0,2320
8,5.113655946318324,2959,0,1,0,0,0,0,0,0,0,1,0,0,2320
9,5.267388710943542,2960,0,1,0,0,0,0,0,0,0,0,0,0,2320
10,7.531037367542583,2959,1,1,0,0,0,0,0,0,0,0,0,0,1488
11,8.130876440809345,2959,0,1,1,0,0,0,0,0,0,0,0,0,1488
12,8.451901035147253,2959,0,1,0,0,1,0,0,0,0,0,0,0,1488
13,8.539831878916825,2958,1,1,0,0,1,0,0,0,0,0,0,0,530
14,8.964531231160102,2958,1,1,0,0,0,0,0,0,0,1,0,0,1488
15,9.291551230852392,2957,2,1,0,0,0,0,0,0,0,1,0,0,611
16,9.315326053872976,2958,2,1,0,0,0,0,0,0,0,0,0,0,1488
17,9.642472037659887,2957,3,1,0,0,0,0,0,0,0,0,0,0,807
18,9.644390645122787,2957,3,0,0,1,0,0,0,0,0,0,0,0,102
19,9.686928353352837,2957,2,0,1,1,0,0,0,0,0,0,0,0,611
20,9.762161057885756,2957,1,0,2,1,0,0,0,0,0,0,0,0,530
21,9.84172051611617,2956,2,0,2,1,0,0,0,0,0,0,0,0,2730
22,10.051068448343061,2955,3,0,2,1,0,0,0,0,0,0,0,0,51
23,10.097583326436274,2955,3,0,1,1,1,0,0,0,0,0,0,0,611
24,10.142737284182846,2954,4,0,1,1,1,0,0,0,0,0,0,0,1218
25,10.180646761529895,2954,3,1,1,1,1,0,0,0,0,0,0,0,2730
26,10.22386640986459,2954,3,1,0,1,2,0,0,0,0,0,0,0,530
27,10.26433234992368,2953,4,1,0,1,2,0,0,0,0,0,0,0,1608
28,10.41273312833326,2952,5,1,0,1,2,0,0,0,0,0,0,0,193
29,10.442599497085878,2952,4,2,0,1,2,0,0,0,0,0,0,0,807
30,10.491512916161113,2952,3,3,0,1,2,0,0,0,0,0,0,0,193
31,10.500292782216174,2951,4,3,0,1,2,0,0,0,0,0,0,0,808
32,10.526472452089532,2951,3,4,0,1,2,0,0,0,0,0,0,0,1608
33,10.569041725606034,2950,4,4,0,1,2,0,0,0,0,0,0,0,1313
34,10.580733186305173,2950,3,4,1,1,2,0,0,0,0,0,0,0,808
35,10.61306403857072,2950,2,4,2,1,2,0,0,0,0,0,0,0,51
36,10.635183060190812,2950,1,5,2,1,2,0,0,0,0,0,0,0,1313
37,10.671152865929603,2950,1,5,2,1,1,0,0,0,0,1,0,0,611
38,10.674599226219277,2950,1,5,1,1,1,0,0,0,0,2,0,0,808
39,10.695446754055022,2950,1,5,1,1,0,0,0,0,0,3,0,0,530
40,10.71371646021714,2951,1,5,1,1,0,0,0,0,0,2,0,0,530
41,10.835950699388674,2950,2,5,1,1,0,0,0,0,0,2,0,0,1475
42,10.874390056766243,2951,2,5,1,1,0,0,0,0,0,1,0,0,808
43,10.976571385307452,2950,3,5,1,1,0,0,0,0,0,1,0,0,1376
44,11.034460110454544,2949,4,5,1,1,0,0,0,0,0,1,0,0,157
45,11.061118372458402,2949,3,6,1,1,0,0,0,0,0,1,0,0,1218
46,11.090420357800877,2949,3,5,1,1,0,0,0,0,0,2,0,0,1608
47,11.100829511117768,2950,3,5,1,1,0,0,0,0,0,1,0,0,611
48,11.189646669236362,2951,3,5,1,1,0,0,0,0,0,0,0,0,1608
49,11.260741209590282,2950,4,5,1,1,0,0,0,0,0,0,0,0,248
50,11.341208544945072,2950,3,6,1,1,0,0,0,0,0,0,0,0,1475
51,11.37684744507294,2949,4,6,1,1,0,0,0,0,0,0,0,0,1724
