,node,n,treat,type_tr,type_no_tr
111,1752,2,No_PrEP,large,large
112,671,4,PrEP,large,large
113,1223,2,No_PrEP,large,large
114,710,9,PrEP,large,large
115,209,7,PrEP,large,large
116,2578,2,No_PrEP,large,large
117,1949,3,No_PrEP,large,large
118,1146,3,No_PrEP,large,large
119,2042,2,No_PrEP,large,large
120,678,2,No_PrEP,large,large
121,1944,4,No_PrEP,large,large
122,230,3,No_PrEP,large,large
123,122,6,PrEP,large,large
124,1616,4,PrEP,large,large
125,2,6,PrEP,large,large
126,1534,2,No_PrEP,large,large
127,659,3,PrEP,large,large
128,1668,2,No_PrEP,large,large
129,285,4,No_PrEP,large,large
130,1056,3,No_PrEP,large,large
131,815,1,No_PrEP,large,large
132,1896,1,No_PrEP,large,large
133,156,5,PrEP,large,large
134,435,2,No_PrEP,large,large
135,685,5,No_PrEP,large,large
136,618,8,PrEP,large,large
137,134,9,PrEP,large,large
138,430,3,No_PrEP,large,large
139,1644,5,No_PrEP,large,large
140,1853,4,No_PrEP,large,large
141,714,4,No_PrEP,large,large
142,728,3,No_PrEP,large,large
143,1377,1,No_PrEP,large,large
144,1076,3,No_PrEP,large,large
145,1773,5,No_PrEP,large,large
146,973,3,No_PrEP,large,large
147,2408,2,No_PrEP,large,large
148,2550,1,No_PrEP,large,large
149,1454,1,No_PrEP,large,large
150,846,3,No_PrEP,large,large
151,1179,8,PrEP,large,large
152,2092,1,No_PrEP,large,large
153,2072,3,No_PrEP,large,large
154,1671,2,No_PrEP,large,large
155,112,3,PrEP,small,large
156,1988,1,PrEP,large,large
157,806,1,No_PrEP,large,large
158,237,1,No_PrEP,large,large
159,915,4,PrEP,large,large
160,2487,3,No_PrEP,large,large
161,2305,1,No_PrEP,large,large
162,2552,2,No_PrEP,large,large
163,2256,3,PrEP,large,large
164,767,2,No_PrEP,large,large
165,114,4,No_PrEP,large,large
166,667,9,PrEP,large,large
167,2587,2,No_PrEP,large,large
168,576,3,PrEP,large,large
169,2027,4,PrEP,large,large
170,1224,9,PrEP,large,large
171,1169,4,PrEP,large,large
172,729,2,PrEP,large,large
173,1030,5,PrEP,large,large
174,1256,2,No_PrEP,large,large
175,2297,3,PrEP,small,large
176,2159,2,No_PrEP,large,large
177,673,4,No_PrEP,large,large
178,254,6,PrEP,large,large
179,330,4,No_PrEP,large,large
180,1233,8,PrEP,large,large
181,1713,2,PrEP,large,large
182,384,3,No_PrEP,large,large
183,906,6,No_PrEP,large,large
184,989,2,PrEP,large,large
185,2128,4,PrEP,large,large
186,1170,1,No_PrEP,large,large
187,556,4,No_PrEP,large,large
188,953,1,No_PrEP,large,large
189,2222,2,PrEP,large,large
190,1547,6,PrEP,large,large
191,460,3,No_PrEP,large,large
192,457,8,PrEP,large,large
193,904,1,No_PrEP,large,large
194,927,7,PrEP,large,large
195,1850,2,No_PrEP,large,large
196,778,9,PrEP,large,large
197,2120,1,No_PrEP,large,large
198,2590,2,PrEP,large,large
199,1137,4,PrEP,large,large
200,1329,6,PrEP,large,large
201,1953,6,PrEP,large,large
202,466,2,No_PrEP,large,large
203,1495,3,PrEP,large,large
204,769,1,No_PrEP,large,large
205,2770,2,No_PrEP,large,large
206,1005,3,No_PrEP,large,large
207,34,1,PrEP,large,large
208,920,1,No_PrEP,large,large
209,2246,1,No_PrEP,large,large
210,2432,1,No_PrEP,large,large
211,1094,1,No_PrEP,large,large
212,1187,4,No_PrEP,large,large
213,1142,5,No_PrEP,large,large
214,2539,2,No_PrEP,large,large
215,429,2,PrEP,large,large
216,2164,2,No_PrEP,large,large
217,2131,1,No_PrEP,large,large
218,1609,5,No_PrEP,large,large
219,2716,1,No_PrEP,large,large
220,23,1,No_PrEP,large,large
221,1583,4,PrEP,large,large
222,1817,2,No_PrEP,large,large
223,1026,4,No_PrEP,large,large
224,2704,1,No_PrEP,large,large
225,1652,2,No_PrEP,large,large
226,40,3,PrEP,large,large
227,1697,7,No_PrEP,large,large
228,699,1,No_PrEP,large,large
229,1264,2,No_PrEP,large,large
230,1552,2,PrEP,large,large
231,2014,3,No_PrEP,large,large
232,74,3,No_PrEP,large,large
233,432,3,No_PrEP,large,large
234,733,2,PrEP,large,large
235,1247,3,No_PrEP,large,large
236,862,5,PrEP,large,large
237,581,2,No_PrEP,large,large
238,2310,2,PrEP,large,large
239,2543,1,No_PrEP,large,large
240,2281,2,No_PrEP,large,large
241,1780,2,No_PrEP,large,large
242,125,6,PrEP,large,large
243,1916,5,No_PrEP,large,large
244,2557,1,No_PrEP,small,small
245,1048,2,No_PrEP,large,large
246,1349,3,No_PrEP,large,large
247,2004,3,PrEP,large,large
248,1455,2,No_PrEP,large,large
249,2618,1,PrEP,small,large
250,2860,1,No_PrEP,large,large
251,777,2,PrEP,large,large
252,930,3,No_PrEP,large,large
253,2562,1,No_PrEP,small,small
254,1122,3,No_PrEP,large,large
255,1906,2,No_PrEP,large,large
256,1401,4,No_PrEP,large,large
257,2223,5,No_PrEP,large,large
258,2178,3,PrEP,large,large
259,755,3,PrEP,large,large
260,1681,3,No_PrEP,large,large
261,1880,2,PrEP,large,large
262,827,7,PrEP,large,large
263,83,2,No_PrEP,large,large
264,22,7,No_PrEP,large,large
265,84,1,No_PrEP,large,large
266,2584,2,No_PrEP,large,large
267,1696,5,No_PrEP,large,large
268,2952,1,No_PrEP,small,small
269,886,1,No_PrEP,large,large
270,1098,5,PrEP,large,large
271,448,3,No_PrEP,large,large
272,2478,2,No_PrEP,large,large
273,2086,1,No_PrEP,small,small
274,538,4,No_PrEP,large,large
275,727,8,No_PrEP,large,large
276,1123,5,PrEP,large,large
277,875,1,No_PrEP,large,large
278,49,3,PrEP,large,large
279,357,2,No_PrEP,large,large
280,839,3,No_PrEP,large,large
281,2290,5,No_PrEP,large,large
282,599,4,No_PrEP,large,large
283,1071,1,No_PrEP,large,large
284,76,6,PrEP,large,large
285,1620,4,No_PrEP,large,large
286,486,1,No_PrEP,large,large
287,1293,7,PrEP,large,large
288,309,4,PrEP,large,large
289,240,7,PrEP,large,large
290,1203,2,No_PrEP,large,large
291,405,2,PrEP,large,large
292,1393,3,No_PrEP,large,large
293,2133,1,No_PrEP,large,large
294,210,8,PrEP,large,large
295,500,6,PrEP,large,large
296,1052,4,No_PrEP,large,large
297,2394,2,PrEP,large,large
298,1443,4,No_PrEP,large,large
299,1951,3,No_PrEP,large,large
300,897,4,PrEP,large,large
301,895,2,No_PrEP,large,large
302,763,3,No_PrEP,large,large
303,501,11,PrEP,large,large
304,1954,3,No_PrEP,large,large
305,977,2,No_PrEP,large,large
306,661,4,PrEP,large,large
307,1556,2,No_PrEP,large,large
308,1743,10,PrEP,large,large
309,392,6,No_PrEP,large,large
310,1029,2,No_PrEP,large,large
311,1602,1,PrEP,large,large
312,1216,4,No_PrEP,large,large
313,100,11,PrEP,large,large
314,1093,4,PrEP,large,large
315,830,2,No_PrEP,large,large
316,589,2,No_PrEP,large,large
317,1209,3,PrEP,large,large
318,2493,2,No_PrEP,large,large
319,471,1,No_PrEP,large,large
320,2566,2,No_PrEP,large,large
321,1732,4,PrEP,large,large
322,297,5,PrEP,large,large
323,642,4,PrEP,large,large
324,1082,2,No_PrEP,large,large
325,986,3,No_PrEP,large,large
326,2324,5,PrEP,large,large
327,375,1,PrEP,large,large
328,1721,4,No_PrEP,large,large
329,95,2,PrEP,large,large
330,896,4,PrEP,large,large
331,2229,3,No_PrEP,large,large
332,363,1,No_PrEP,large,large
333,1657,1,No_PrEP,large,large
334,1861,6,No_PrEP,large,large
335,570,2,No_PrEP,large,large
336,1188,5,PrEP,large,large
337,2790,1,No_PrEP,large,large
338,552,7,PrEP,large,large
339,1672,2,No_PrEP,large,large
340,901,5,PrEP,large,large
341,1074,4,PrEP,large,large
342,1728,3,No_PrEP,large,large
343,1592,6,No_PrEP,large,large
344,314,2,PrEP,large,large
345,358,3,No_PrEP,large,large
346,1081,1,No_PrEP,large,large
347,2792,1,No_PrEP,large,large
348,2461,2,No_PrEP,large,large
349,512,6,No_PrEP,large,large
350,470,6,PrEP,large,large
351,1017,4,No_PrEP,large,large
352,479,1,No_PrEP,large,large
353,250,1,No_PrEP,large,large
354,724,1,No_PrEP,large,large
355,2088,1,No_PrEP,large,large
356,1172,3,No_PrEP,large,large
357,1894,5,PrEP,large,large
358,1425,4,No_PrEP,large,large
359,1018,3,PrEP,small,large
360,1948,5,PrEP,large,large
361,861,2,No_PrEP,large,large
362,407,2,No_PrEP,large,large
363,86,5,No_PrEP,large,large
364,2386,3,No_PrEP,large,large
365,216,4,No_PrEP,large,large
366,2491,2,No_PrEP,large,large
367,2362,2,PrEP,large,large
368,1182,3,PrEP,large,large
369,2183,1,No_PrEP,large,large
370,61,6,No_PrEP,large,large
371,1691,6,No_PrEP,large,large
372,1476,1,No_PrEP,large,large
373,2188,5,PrEP,large,large
374,1844,2,PrEP,large,large
375,782,6,No_PrEP,large,large
376,1484,3,PrEP,large,large
377,1573,1,No_PrEP,large,large
378,1462,1,No_PrEP,large,large
379,1798,3,No_PrEP,large,large
380,464,1,No_PrEP,large,large
381,1270,5,PrEP,large,large
382,1132,3,No_PrEP,large,large
383,776,5,PrEP,large,large
384,976,4,No_PrEP,large,large
385,722,5,PrEP,large,large
386,1296,10,PrEP,large,large
387,564,1,No_PrEP,large,large
388,1614,5,PrEP,large,large
389,475,11,PrEP,large,large
390,71,1,No_PrEP,large,large
391,1829,2,No_PrEP,large,large
392,2069,1,No_PrEP,large,large
393,1460,2,No_PrEP,large,large
394,2684,1,No_PrEP,large,large
395,945,2,PrEP,large,large
396,379,8,PrEP,large,large
397,419,2,No_PrEP,large,large
398,668,5,No_PrEP,large,large
399,149,3,No_PrEP,large,large
400,2054,1,No_PrEP,large,large
401,97,4,PrEP,large,large
402,1207,2,PrEP,large,large
403,37,2,PrEP,large,large
404,1291,1,No_PrEP,large,large
405,92,6,No_PrEP,large,large
406,426,4,PrEP,large,large
407,1539,3,PrEP,large,large
408,2235,2,No_PrEP,large,large
409,2561,1,No_PrEP,small,large
410,2282,1,No_PrEP,small,small
411,497,7,PrEP,large,large
412,868,1,No_PrEP,large,large
413,1014,7,No_PrEP,large,large
414,1726,6,No_PrEP,large,large
415,1781,1,No_PrEP,large,large
416,871,2,No_PrEP,large,large
417,2112,2,No_PrEP,large,large
418,1831,3,No_PrEP,large,large
419,442,5,PrEP,large,large
420,773,3,No_PrEP,large,large
421,2474,3,No_PrEP,large,large
422,955,3,No_PrEP,large,large
423,1152,5,PrEP,large,large
424,2211,1,No_PrEP,large,large
425,1563,1,PrEP,large,large
426,1109,2,No_PrEP,large,large
427,395,1,No_PrEP,large,large
428,942,6,PrEP,large,large
429,878,4,No_PrEP,large,large
430,2335,8,No_PrEP,large,large
431,1251,2,No_PrEP,large,large
432,354,5,PrEP,large,large
433,2259,3,PrEP,large,large
434,170,6,PrEP,large,large
435,968,2,No_PrEP,large,large
436,1907,6,No_PrEP,large,large
437,1624,3,No_PrEP,large,large
438,2187,4,PrEP,large,large
439,1527,3,No_PrEP,large,large
440,121,3,No_PrEP,large,large
441,401,2,No_PrEP,large,large
442,587,3,No_PrEP,large,large
443,140,2,No_PrEP,large,large
444,1704,5,PrEP,large,large
445,1751,4,PrEP,large,large
446,660,5,PrEP,large,large
447,1860,2,No_PrEP,large,large
448,684,6,PrEP,large,large
449,910,3,No_PrEP,large,large
450,1601,2,PrEP,large,large
451,2067,1,No_PrEP,large,large
452,374,4,No_PrEP,large,large
453,613,4,PrEP,large,large
454,2363,2,No_PrEP,large,large
455,2105,4,PrEP,large,large
456,1924,1,No_PrEP,large,large
457,1509,4,No_PrEP,large,large
458,1157,3,PrEP,large,large
459,473,2,No_PrEP,large,large
460,1757,5,PrEP,large,large
461,1589,9,PrEP,large,large
462,213,1,No_PrEP,large,large
463,739,4,PrEP,large,large
464,779,2,No_PrEP,large,large
465,421,5,No_PrEP,large,large
466,1816,4,PrEP,large,large
467,1211,1,No_PrEP,large,large
468,113,4,No_PrEP,large,large
469,958,8,PrEP,large,large
470,507,3,No_PrEP,large,large
471,1003,2,No_PrEP,large,large
472,506,1,No_PrEP,large,large
473,1253,1,No_PrEP,large,large
474,1386,3,No_PrEP,large,large
475,1842,6,PrEP,large,large
476,59,2,No_PrEP,large,large
477,1873,1,No_PrEP,large,large
478,1257,4,No_PrEP,large,large
479,610,3,PrEP,large,large
480,2111,3,No_PrEP,large,large
481,999,2,No_PrEP,large,large
482,1396,4,PrEP,large,large
483,534,3,No_PrEP,large,large
484,1512,7,PrEP,large,large
485,386,4,No_PrEP,large,large
486,1016,1,No_PrEP,large,large
487,1846,3,No_PrEP,large,large
488,1604,4,PrEP,large,large
489,332,3,PrEP,large,large
490,499,2,No_PrEP,large,large
491,67,3,No_PrEP,large,large
492,669,6,PrEP,large,large
493,1348,9,PrEP,large,large
494,504,2,PrEP,large,large
495,1138,1,PrEP,large,large
496,511,1,No_PrEP,large,large
497,1272,1,No_PrEP,large,large
498,1235,5,No_PrEP,large,large
499,226,2,No_PrEP,large,large
500,2567,2,No_PrEP,large,large
501,2091,3,No_PrEP,large,large
502,277,4,No_PrEP,large,large
503,1710,4,PrEP,large,large
504,373,4,No_PrEP,large,large
505,155,3,No_PrEP,large,large
506,2364,2,No_PrEP,large,large
507,2499,3,No_PrEP,large,large
508,971,4,PrEP,large,large
509,370,2,No_PrEP,large,large
510,1633,4,PrEP,large,large
511,184,3,No_PrEP,large,large
512,262,2,No_PrEP,large,large
513,750,4,PrEP,large,large
514,55,1,No_PrEP,large,large
515,2139,2,PrEP,large,large
516,1649,3,PrEP,large,large
517,1371,2,No_PrEP,large,large
518,711,6,PrEP,large,large
519,1294,1,No_PrEP,large,large
520,159,1,No_PrEP,large,large
521,1249,2,PrEP,large,large
522,823,3,No_PrEP,large,large
523,622,4,No_PrEP,large,large
524,91,2,No_PrEP,large,large
525,438,2,No_PrEP,large,large
526,1526,3,No_PrEP,large,large
527,1190,8,PrEP,large,large
528,361,3,No_PrEP,large,large
529,1072,3,PrEP,large,large
530,69,4,No_PrEP,large,large
531,1498,5,No_PrEP,large,large
532,748,6,PrEP,large,large
533,2403,1,No_PrEP,large,large
534,2530,4,PrEP,large,large
535,322,6,No_PrEP,large,large
536,408,3,No_PrEP,large,large
537,2537,3,No_PrEP,large,large
538,1200,3,PrEP,large,large
539,1336,2,No_PrEP,large,large
540,1695,1,PrEP,large,large
541,459,5,PrEP,large,large
542,282,2,No_PrEP,large,large
543,1280,4,No_PrEP,large,large
544,1397,3,PrEP,large,large
545,1748,2,No_PrEP,large,large
546,561,3,No_PrEP,large,large
547,1862,4,PrEP,large,large
548,12,1,No_PrEP,large,large
549,279,1,PrEP,large,large
550,954,7,PrEP,large,large
551,1212,3,No_PrEP,large,large
552,1274,4,PrEP,large,large
553,1747,1,No_PrEP,large,large
554,1318,2,PrEP,large,large
555,368,6,PrEP,large,large
556,286,2,PrEP,large,large
557,775,4,PrEP,large,large
558,1046,4,PrEP,large,large
559,353,8,PrEP,large,large
560,858,1,No_PrEP,large,large
561,1279,2,No_PrEP,large,large
562,1739,4,No_PrEP,large,large
563,873,4,No_PrEP,large,large
564,1405,3,No_PrEP,large,large
565,96,1,No_PrEP,large,large
566,304,3,No_PrEP,large,large
567,865,6,PrEP,large,large
568,1238,3,No_PrEP,large,large
569,2123,5,No_PrEP,large,large
570,1729,9,PrEP,large,large
571,1250,3,No_PrEP,large,large
572,514,3,PrEP,large,large
573,1832,4,PrEP,large,large
574,176,6,PrEP,large,large
575,224,2,No_PrEP,large,large
576,630,2,No_PrEP,large,large
577,2365,1,No_PrEP,large,large
578,455,2,No_PrEP,large,large
579,2634,3,No_PrEP,large,large
580,751,3,PrEP,large,large
581,1278,1,No_PrEP,large,large
582,1905,1,No_PrEP,large,large
583,1917,2,No_PrEP,large,large
584,1654,3,No_PrEP,large,large
585,1214,4,No_PrEP,large,large
586,1506,5,PrEP,large,large
587,218,4,No_PrEP,large,large
588,2625,1,No_PrEP,large,large
589,1086,6,No_PrEP,large,large
590,1283,1,No_PrEP,small,small
591,1025,2,No_PrEP,large,large
592,352,3,No_PrEP,large,large
593,765,3,No_PrEP,large,large
594,2542,3,No_PrEP,large,large
595,399,2,PrEP,large,large
596,234,1,No_PrEP,large,large
597,342,7,No_PrEP,large,large
598,1687,2,No_PrEP,large,large
599,2279,2,PrEP,large,large
600,433,2,No_PrEP,large,large
601,919,2,No_PrEP,large,large
602,1559,5,PrEP,small,large
603,257,7,PrEP,large,large
604,2385,2,PrEP,large,large
605,654,5,PrEP,large,large
606,1353,4,PrEP,large,large
607,2694,3,No_PrEP,large,large
608,1115,2,PrEP,large,large
609,436,3,PrEP,large,large
610,1883,3,No_PrEP,large,large
611,907,2,No_PrEP,large,large
612,2269,2,No_PrEP,large,large
613,369,7,PrEP,large,large
614,2685,2,No_PrEP,large,large
615,284,3,No_PrEP,large,large
616,252,2,No_PrEP,large,large
617,1766,2,No_PrEP,large,large
618,1742,1,No_PrEP,large,large
619,766,2,No_PrEP,large,large
620,513,2,No_PrEP,large,large
621,10,2,No_PrEP,large,large
622,962,3,No_PrEP,large,large
623,41,4,PrEP,large,large
624,1451,6,PrEP,large,large
625,2137,2,No_PrEP,large,large
626,43,11,PrEP,large,large
627,103,8,PrEP,large,large
628,1084,3,No_PrEP,large,large
629,525,2,No_PrEP,large,large
630,346,3,PrEP,large,large
631,1761,2,No_PrEP,large,large
632,726,1,No_PrEP,large,large
633,2041,3,No_PrEP,large,large
634,1100,3,PrEP,large,large
635,1244,2,No_PrEP,large,large
636,664,2,No_PrEP,large,large
637,194,4,PrEP,large,large
638,2589,1,No_PrEP,small,small
639,692,1,No_PrEP,large,large
640,1041,4,PrEP,large,large
641,351,1,No_PrEP,large,large
642,1114,3,No_PrEP,large,large
643,837,2,No_PrEP,large,large
644,1106,2,No_PrEP,large,large
645,2734,1,No_PrEP,large,large
646,99,3,PrEP,large,large
647,1665,2,PrEP,large,large
648,1790,1,No_PrEP,large,large
649,2127,3,No_PrEP,large,large
650,2814,2,No_PrEP,large,large
651,1591,2,No_PrEP,large,large
652,9,4,PrEP,large,large
653,916,3,No_PrEP,large,large
654,2029,3,PrEP,large,large
655,742,3,PrEP,large,large
656,1926,2,No_PrEP,large,large
657,1762,1,No_PrEP,large,large
658,582,5,No_PrEP,large,large
659,1581,7,PrEP,large,large
660,929,3,No_PrEP,large,large
661,341,2,PrEP,large,large
662,2736,2,No_PrEP,large,large
663,812,5,No_PrEP,large,large
664,1517,2,No_PrEP,large,large
665,2400,3,No_PrEP,large,large
666,444,2,No_PrEP,large,large
667,2060,2,No_PrEP,large,large
668,85,5,PrEP,large,large
669,1156,3,PrEP,large,large
670,2082,1,PrEP,large,large
671,2354,2,No_PrEP,large,large
672,77,3,PrEP,large,large
673,634,3,No_PrEP,large,large
674,2233,1,No_PrEP,large,large
675,1124,3,No_PrEP,large,large
676,119,2,No_PrEP,large,large
677,1629,2,PrEP,large,large
678,535,4,PrEP,large,large
679,258,2,No_PrEP,large,large
680,414,3,No_PrEP,large,large
681,62,1,No_PrEP,large,large
682,390,1,No_PrEP,large,large
683,1910,1,No_PrEP,large,large
684,2565,1,No_PrEP,large,large
685,672,4,PrEP,large,large
686,1177,3,PrEP,large,large
687,1282,1,No_PrEP,large,large
688,1085,3,No_PrEP,large,large
689,476,3,No_PrEP,large,large
690,627,3,No_PrEP,large,large
691,1158,6,PrEP,large,large
692,1469,1,No_PrEP,large,large
693,93,3,No_PrEP,large,large
694,367,5,No_PrEP,large,large
695,2212,1,No_PrEP,large,large
696,323,4,No_PrEP,large,large
697,1077,3,No_PrEP,large,large
698,1079,1,No_PrEP,large,large
699,1840,3,No_PrEP,large,large
700,1165,4,PrEP,large,large
701,1189,4,PrEP,large,large
702,1060,6,No_PrEP,large,large
703,2727,1,No_PrEP,small,small
704,2802,1,No_PrEP,large,large
705,187,1,No_PrEP,large,large
706,902,1,No_PrEP,large,large
707,1603,2,No_PrEP,large,large
708,2693,1,No_PrEP,small,small
709,1760,3,PrEP,small,large
710,207,5,No_PrEP,large,large
711,359,1,No_PrEP,large,large
712,2299,2,PrEP,small,small
713,456,6,No_PrEP,large,large
714,148,1,No_PrEP,large,large
715,615,2,No_PrEP,large,large
716,467,1,No_PrEP,large,large
717,984,1,No_PrEP,large,large
718,983,2,No_PrEP,large,large
719,1166,4,PrEP,large,large
720,403,5,PrEP,large,large
721,402,5,PrEP,large,large
722,1055,5,PrEP,large,large
723,50,4,PrEP,large,large
724,27,3,No_PrEP,large,large
725,8,8,PrEP,large,large
726,418,4,PrEP,large,large
727,75,2,No_PrEP,large,large
728,867,2,No_PrEP,large,large
729,1400,3,PrEP,large,large
730,1104,2,No_PrEP,large,large
731,2947,1,No_PrEP,small,small
732,559,3,PrEP,large,large
733,1646,4,No_PrEP,large,large
734,1975,3,PrEP,large,large
735,681,3,No_PrEP,large,large
736,1227,3,No_PrEP,large,large
737,2430,1,PrEP,large,large
738,1118,1,No_PrEP,large,large
739,388,2,No_PrEP,large,large
740,956,4,No_PrEP,large,large
741,1073,2,No_PrEP,large,large
742,863,3,PrEP,large,large
743,2006,4,No_PrEP,large,large
744,1271,4,No_PrEP,large,large
745,2045,1,No_PrEP,large,large
746,1843,2,No_PrEP,large,large
747,1096,4,PrEP,large,large
748,1268,1,No_PrEP,large,large
749,749,3,No_PrEP,large,large
750,2690,1,No_PrEP,small,small
751,1909,5,PrEP,large,large
752,200,3,PrEP,large,large
753,1424,3,No_PrEP,large,large
754,523,3,No_PrEP,large,large
755,1259,2,PrEP,large,large
756,1764,2,No_PrEP,large,large
757,1865,1,PrEP,large,large
758,1231,4,PrEP,large,large
759,2764,1,No_PrEP,large,large
760,1967,2,No_PrEP,large,large
761,2662,3,No_PrEP,large,large
762,115,5,No_PrEP,large,large
763,822,2,No_PrEP,large,large
764,1786,3,No_PrEP,large,large
765,1068,3,No_PrEP,large,large
766,1221,4,No_PrEP,large,large
767,503,2,PrEP,large,large
768,1404,3,No_PrEP,large,large
769,1955,3,No_PrEP,large,large
770,2500,3,No_PrEP,large,large
771,1438,1,No_PrEP,large,large
772,891,6,No_PrEP,large,large
773,488,1,No_PrEP,large,large
774,303,1,No_PrEP,large,large
775,1607,1,No_PrEP,large,large
776,1023,8,PrEP,large,large
777,1434,4,PrEP,large,large
778,1569,1,PrEP,large,large
779,631,2,No_PrEP,large,large
780,1663,5,PrEP,large,large
781,371,3,No_PrEP,large,large
782,686,2,No_PrEP,large,large
783,716,3,PrEP,large,large
784,2452,1,No_PrEP,large,large
785,1772,2,No_PrEP,large,large
786,1242,2,No_PrEP,large,large
787,985,2,PrEP,large,large
788,2093,1,No_PrEP,large,large
789,181,4,PrEP,large,large
790,1482,2,No_PrEP,large,large
791,772,1,No_PrEP,large,large
792,623,4,No_PrEP,large,large
793,266,1,No_PrEP,large,large
794,819,3,No_PrEP,large,large
795,1803,2,No_PrEP,large,large
796,172,2,No_PrEP,large,large
797,1615,4,No_PrEP,large,large
798,1304,4,No_PrEP,large,large
799,94,2,No_PrEP,large,large
800,1738,2,No_PrEP,large,large
801,911,6,PrEP,large,large
802,180,2,No_PrEP,large,large
803,1548,3,PrEP,large,large
804,1440,4,No_PrEP,large,large
805,635,4,No_PrEP,large,large
806,2633,1,No_PrEP,small,small
807,1689,1,No_PrEP,large,large
808,1416,2,No_PrEP,large,large
809,1369,6,PrEP,large,large
810,1966,3,No_PrEP,large,large
811,565,4,PrEP,large,large
812,1345,1,No_PrEP,large,large
813,17,4,No_PrEP,large,large
814,1007,2,No_PrEP,large,large
815,1414,4,No_PrEP,large,large
816,183,2,No_PrEP,large,large
817,1415,4,PrEP,small,large
818,1196,3,PrEP,large,large
819,1198,4,PrEP,large,large
820,147,3,PrEP,large,large
821,1802,1,No_PrEP,large,large
822,410,1,PrEP,large,large
823,283,2,No_PrEP,large,large
824,197,1,No_PrEP,large,large
825,855,2,No_PrEP,large,large
826,1806,3,PrEP,large,large
827,70,2,No_PrEP,large,large
