,node,n,treat,type_tr,type_no_tr
828,1720,3,PrEP,large,large
829,2900,1,No_PrEP,small,small
830,1063,4,No_PrEP,large,large
831,747,2,PrEP,large,large
832,1826,2,No_PrEP,large,large
833,2564,1,No_PrEP,large,large
834,2158,1,No_PrEP,large,large
835,1528,1,PrEP,large,large
836,1977,1,No_PrEP,large,large
837,607,3,PrEP,large,large
838,1745,5,PrEP,large,large
839,1398,5,PrEP,large,large
840,650,1,No_PrEP,large,large
841,188,2,PrEP,large,large
842,201,1,No_PrEP,large,large
843,1034,3,No_PrEP,large,large
844,2228,2,PrEP,large,large
845,1413,4,No_PrEP,large,large
846,1430,4,No_PrEP,large,large
847,1970,2,No_PrEP,large,large
848,637,7,PrEP,large,large
849,1161,5,PrEP,large,large
850,1297,2,PrEP,large,large
851,887,1,No_PrEP,large,large
852,926,2,No_PrEP,large,large
853,1814,1,No_PrEP,large,large
854,1525,5,PrEP,large,large
855,655,1,No_PrEP,large,large
856,804,3,No_PrEP,large,large
857,1564,3,No_PrEP,large,large
858,816,1,No_PrEP,small,small
859,2038,1,No_PrEP,large,large
860,1991,2,PrEP,large,large
861,688,6,No_PrEP,large,large
862,1919,1,No_PrEP,large,large
863,2094,1,PrEP,small,large
864,736,2,No_PrEP,large,large
865,1976,1,PrEP,large,large
866,1202,1,No_PrEP,large,large
867,1793,1,PrEP,large,large
868,53,3,No_PrEP,large,large
869,220,3,No_PrEP,large,large
870,825,1,No_PrEP,large,large
871,1749,4,No_PrEP,large,large
872,2102,2,No_PrEP,large,large
873,2065,2,No_PrEP,large,large
874,2049,3,No_PrEP,large,large
875,738,5,No_PrEP,large,large
876,2215,2,No_PrEP,large,large
877,1538,7,PrEP,large,large
878,2130,2,No_PrEP,large,large
879,2350,4,No_PrEP,large,large
880,469,2,PrEP,large,large
881,2580,1,PrEP,large,large
882,2818,1,No_PrEP,large,large
883,1193,3,PrEP,large,large
884,275,4,No_PrEP,large,large
885,2484,2,PrEP,large,large
886,68,2,No_PrEP,large,large
887,1558,2,No_PrEP,large,large
888,46,2,PrEP,large,large
889,306,3,No_PrEP,large,large
890,496,2,No_PrEP,large,large
891,173,3,No_PrEP,large,large
892,2604,6,PrEP,large,large
893,1316,2,No_PrEP,large,large
894,2681,1,No_PrEP,large,large
895,516,2,PrEP,large,large
896,1347,1,No_PrEP,large,large
897,241,2,No_PrEP,large,large
898,1605,1,No_PrEP,large,large
899,1040,4,PrEP,large,large
900,770,3,No_PrEP,large,large
901,1524,1,PrEP,large,large
902,2309,2,PrEP,small,large
903,493,4,PrEP,large,large
904,2068,1,No_PrEP,large,large
905,1683,3,No_PrEP,large,large
906,1054,6,PrEP,large,large
907,2737,1,No_PrEP,small,small
908,917,1,No_PrEP,large,large
909,1295,2,No_PrEP,large,large
910,2070,2,No_PrEP,large,large
911,185,2,No_PrEP,large,large
912,1711,5,PrEP,large,large
913,7,2,No_PrEP,large,large
914,2524,1,PrEP,small,small
915,1075,3,No_PrEP,large,large
916,1305,2,No_PrEP,large,large
917,378,9,PrEP,large,large
918,215,4,No_PrEP,large,large
919,2270,3,No_PrEP,large,large
920,1995,1,No_PrEP,large,large
921,2010,3,No_PrEP,large,large
922,1717,1,No_PrEP,large,large
923,1678,1,No_PrEP,large,large
924,2024,3,No_PrEP,large,large
925,1879,2,PrEP,large,large
926,2081,1,No_PrEP,large,large
927,1808,1,No_PrEP,large,large
928,1485,4,PrEP,large,large
929,2834,1,PrEP,small,small
930,1163,7,PrEP,large,large
931,1173,4,No_PrEP,large,large
932,1067,1,No_PrEP,large,large
933,1542,4,No_PrEP,large,large
934,1521,1,No_PrEP,large,large
935,894,8,PrEP,large,large
936,1656,1,No_PrEP,large,large
937,1809,2,No_PrEP,large,large
938,1913,1,PrEP,large,large
939,120,1,No_PrEP,large,large
940,676,9,PrEP,large,large
941,1346,1,No_PrEP,large,large
942,585,3,No_PrEP,large,large
943,1450,2,No_PrEP,small,small
944,758,3,No_PrEP,large,large
945,2866,1,No_PrEP,small,small
946,1625,1,PrEP,large,large
947,1859,1,No_PrEP,large,large
948,2409,1,No_PrEP,large,large
949,2261,1,PrEP,small,large
950,1095,1,No_PrEP,large,large
951,575,3,No_PrEP,large,large
952,558,2,PrEP,large,large
953,145,1,No_PrEP,large,large
954,1847,6,No_PrEP,large,large
955,11,2,No_PrEP,large,large
956,182,6,PrEP,large,large
957,2043,1,No_PrEP,large,large
958,1131,2,No_PrEP,large,large
959,793,3,No_PrEP,large,large
960,2220,1,No_PrEP,large,large
961,1805,1,No_PrEP,large,large
962,2020,2,No_PrEP,large,large
963,244,2,No_PrEP,large,large
964,2005,4,No_PrEP,large,large
965,2277,1,PrEP,large,large
966,648,6,PrEP,large,large
967,127,3,PrEP,large,large
968,1197,2,No_PrEP,large,large
969,549,7,PrEP,large,large
970,2433,1,No_PrEP,large,large
971,1117,3,PrEP,large,large
972,2237,3,PrEP,large,large
973,665,3,No_PrEP,large,large
974,1183,3,PrEP,large,large
975,317,3,No_PrEP,large,large
976,335,3,No_PrEP,large,large
977,1236,3,PrEP,large,large
978,553,3,PrEP,large,large
979,1676,1,No_PrEP,large,large
980,1276,3,No_PrEP,large,large
981,2034,1,PrEP,large,large
982,707,3,No_PrEP,large,large
983,175,2,No_PrEP,large,large
984,1266,3,No_PrEP,large,large
985,1675,3,PrEP,large,large
986,1788,3,No_PrEP,large,large
987,2154,3,No_PrEP,large,large
988,236,5,PrEP,large,large
989,142,4,PrEP,large,large
990,45,3,PrEP,large,large
991,1174,2,No_PrEP,large,large
992,1568,4,No_PrEP,large,large
993,365,3,No_PrEP,large,large
994,833,2,No_PrEP,large,large
995,1507,2,No_PrEP,large,large
996,792,2,PrEP,large,large
997,870,4,PrEP,large,large
998,223,3,No_PrEP,large,large
999,1823,4,No_PrEP,large,large
1000,850,3,No_PrEP,large,large
1001,2688,2,PrEP,small,large
1002,247,2,PrEP,large,large
1003,1922,4,PrEP,large,large
1004,1228,2,No_PrEP,large,large
1005,441,3,PrEP,large,large
1006,1080,2,No_PrEP,large,large
1007,1513,2,No_PrEP,large,large
1008,800,2,PrEP,large,large
1009,1465,3,No_PrEP,large,large
1010,1983,2,PrEP,small,large
1011,540,4,PrEP,large,large
1012,1342,3,PrEP,large,large
1013,1275,3,PrEP,large,large
1014,1192,11,PrEP,large,large
1015,1594,1,No_PrEP,large,large
1016,152,4,No_PrEP,large,large
1017,1113,2,No_PrEP,large,large
1018,1178,4,PrEP,large,large
1019,679,1,No_PrEP,large,large
1020,396,3,No_PrEP,large,large
1021,280,6,No_PrEP,large,large
1022,2856,1,No_PrEP,small,small
1023,295,2,PrEP,large,large
1024,1022,1,No_PrEP,large,large
1025,1013,1,PrEP,large,large
1026,1523,1,No_PrEP,large,large
1027,1375,2,No_PrEP,large,large
1028,1439,3,PrEP,large,large
1029,312,4,No_PrEP,large,large
1030,1666,1,No_PrEP,large,large
1031,1939,2,No_PrEP,large,large
1032,2155,3,PrEP,large,large
1033,1051,5,PrEP,large,large
1034,1946,1,No_PrEP,large,large
1035,1300,2,No_PrEP,large,large
1036,1186,3,No_PrEP,large,large
1037,2209,2,No_PrEP,large,large
1038,859,3,No_PrEP,large,large
1039,2203,2,No_PrEP,large,large
1040,1031,1,No_PrEP,large,large
1041,413,3,No_PrEP,large,large
1042,741,3,No_PrEP,large,large
1043,1957,2,No_PrEP,large,large
1044,2323,2,No_PrEP,large,large
1045,204,1,No_PrEP,large,large
1046,1311,3,No_PrEP,large,large
1047,1680,1,No_PrEP,large,large
1048,744,5,PrEP,large,large
1049,1458,2,No_PrEP,large,large
1050,2343,2,No_PrEP,large,large
1051,2873,1,No_PrEP,small,small
1052,1789,2,PrEP,large,large
1053,641,3,No_PrEP,large,large
1054,406,1,No_PrEP,large,large
1055,1151,4,PrEP,large,large
1056,2144,2,No_PrEP,large,large
1057,2021,3,No_PrEP,large,large
1058,203,5,PrEP,large,large
1059,1326,1,No_PrEP,large,large
1060,1825,2,No_PrEP,large,large
1061,597,3,PrEP,large,large
1062,167,2,PrEP,large,large
1063,702,2,No_PrEP,large,large
1064,2001,2,PrEP,large,large
1065,1674,2,No_PrEP,large,large
1066,478,5,No_PrEP,large,large
1067,796,4,PrEP,large,large
1068,852,1,No_PrEP,large,large
1069,592,3,No_PrEP,large,large
1070,2582,1,PrEP,small,large
1071,1792,2,No_PrEP,large,large
1072,656,3,PrEP,large,large
1073,267,1,No_PrEP,large,large
1074,1667,3,PrEP,large,large
1075,2057,1,No_PrEP,large,large
1076,606,6,PrEP,large,large
1077,1866,1,No_PrEP,large,large
1078,2815,1,No_PrEP,large,large
1079,1435,2,No_PrEP,large,large
1080,947,1,No_PrEP,large,large
1081,1333,4,PrEP,large,large
1082,217,3,No_PrEP,large,large
1083,892,1,No_PrEP,large,large
1084,38,2,No_PrEP,large,large
1085,689,1,PrEP,large,large
1086,1741,4,No_PrEP,large,large
1087,221,2,No_PrEP,large,large
1088,2013,2,No_PrEP,large,large
1089,191,3,No_PrEP,large,large
1090,1985,1,No_PrEP,large,large
1091,109,2,PrEP,large,large
1092,900,2,No_PrEP,large,large
1093,2850,1,No_PrEP,large,large
1094,1127,7,PrEP,large,large
1095,1012,5,PrEP,large,large
1096,1580,2,No_PrEP,large,large
1097,1701,6,PrEP,large,large
1098,355,1,No_PrEP,large,large
1099,1811,2,No_PrEP,large,large
1100,2670,3,PrEP,large,large
1101,1505,2,No_PrEP,large,large
1102,928,3,No_PrEP,large,large
1103,1518,1,PrEP,large,large
1104,320,3,No_PrEP,large,large
1105,1402,2,No_PrEP,large,large
1106,2172,1,No_PrEP,large,large
1107,1010,1,No_PrEP,large,large
1108,292,2,No_PrEP,large,large
1109,2097,1,PrEP,large,large
1110,2507,2,No_PrEP,small,small
1111,1340,5,PrEP,large,large
1112,1148,2,No_PrEP,large,large
1113,2473,3,PrEP,large,large
1114,195,2,No_PrEP,large,large
1115,1864,3,PrEP,large,large
1116,1719,2,No_PrEP,large,large
1117,151,2,No_PrEP,large,large
1118,1835,1,No_PrEP,large,large
1119,1090,4,PrEP,large,large
1120,2806,1,PrEP,small,small
1121,1959,2,No_PrEP,large,large
1122,179,2,No_PrEP,large,large
1123,2532,1,No_PrEP,large,large
1124,1617,3,No_PrEP,large,large
1125,730,1,No_PrEP,large,large
1126,2462,1,No_PrEP,small,small
1127,1120,1,No_PrEP,large,large
1128,1935,1,No_PrEP,small,small
1129,864,2,PrEP,large,large
1130,1963,1,No_PrEP,small,small
1131,288,4,PrEP,large,large
1132,2389,2,No_PrEP,large,large
1133,271,2,No_PrEP,large,large
1134,2303,2,PrEP,large,large
1135,2119,2,PrEP,large,large
1136,231,3,No_PrEP,large,large
1137,1392,2,PrEP,large,large
1138,1658,1,No_PrEP,large,large
1139,2426,2,No_PrEP,large,large
1140,1769,2,PrEP,small,small
1141,1338,1,No_PrEP,large,large
1142,1473,3,PrEP,large,large
1143,795,4,PrEP,large,large
1144,289,2,No_PrEP,large,large
1145,136,2,No_PrEP,large,large
1146,1588,1,No_PrEP,large,large
1147,2325,4,No_PrEP,large,large
1148,598,5,PrEP,large,large
1149,978,2,No_PrEP,large,large
1150,2498,4,No_PrEP,large,large
1151,1972,2,No_PrEP,large,large
1152,980,2,No_PrEP,large,large
1153,2075,3,PrEP,large,large
1154,1800,1,No_PrEP,large,large
1155,111,1,No_PrEP,large,large
1156,2864,1,No_PrEP,small,small
1157,1315,1,No_PrEP,large,large
1158,57,1,No_PrEP,large,large
1159,376,6,No_PrEP,large,large
1160,485,2,PrEP,large,large
1161,2911,1,No_PrEP,small,small
1162,1205,2,PrEP,large,large
1163,872,1,PrEP,large,large
1164,451,5,No_PrEP,large,large
1165,1960,1,No_PrEP,large,large
1166,2700,1,No_PrEP,small,small
1167,998,5,PrEP,large,large
1168,2526,1,No_PrEP,large,large
1169,821,3,PrEP,large,large
1170,603,5,PrEP,large,large
1171,1061,5,No_PrEP,large,large
1172,110,1,No_PrEP,large,large
1173,2318,2,No_PrEP,large,large
1174,1930,2,No_PrEP,large,large
1175,1662,1,No_PrEP,large,large
1176,2485,2,No_PrEP,large,large
1177,2238,2,No_PrEP,large,large
1178,39,1,PrEP,large,large
1179,308,1,No_PrEP,large,large
1180,745,1,No_PrEP,large,large
1181,2184,6,No_PrEP,large,large
1182,620,1,No_PrEP,large,large
1183,82,1,No_PrEP,large,large
1184,1753,2,No_PrEP,large,large
1185,988,6,PrEP,large,large
1186,993,2,No_PrEP,large,large
1187,526,2,No_PrEP,large,large
1188,54,2,PrEP,large,large
1189,682,3,No_PrEP,large,large
1190,1302,2,No_PrEP,large,large
1191,718,7,PrEP,large,large
1192,601,3,No_PrEP,large,large
1193,19,3,No_PrEP,large,large
1194,2678,1,No_PrEP,large,large
1195,2674,1,No_PrEP,small,small
1196,2593,3,PrEP,large,large
1197,6,5,PrEP,large,large
1198,1945,2,PrEP,large,large
1199,1159,2,PrEP,large,large
1200,2035,3,No_PrEP,large,large
1201,1028,6,PrEP,large,large
1202,1562,3,PrEP,large,large
1203,28,2,No_PrEP,large,large
1204,2110,3,No_PrEP,large,large
1205,972,2,PrEP,large,large
1206,818,1,PrEP,large,large
1207,2380,3,No_PrEP,large,large
1208,914,2,No_PrEP,large,large
1209,89,3,No_PrEP,large,large
1210,2889,2,No_PrEP,large,large
1211,1497,1,No_PrEP,large,large
1212,398,2,No_PrEP,large,large
1213,2185,1,No_PrEP,large,large
1214,2275,3,No_PrEP,large,large
1215,1941,2,No_PrEP,large,large
1216,965,1,No_PrEP,large,large
1217,997,1,No_PrEP,large,large
1218,190,2,No_PrEP,large,large
1219,1686,4,No_PrEP,large,large
1220,454,3,No_PrEP,large,large
1221,2058,1,No_PrEP,large,large
1222,1933,2,No_PrEP,large,large
1223,1770,3,No_PrEP,large,large
1224,2494,1,No_PrEP,large,large
1225,1141,2,No_PrEP,large,large
1226,1799,1,No_PrEP,large,large
1227,1310,5,No_PrEP,large,large
1228,979,1,No_PrEP,large,large
1229,233,1,No_PrEP,large,large
1230,178,2,No_PrEP,large,large
1231,759,2,No_PrEP,large,large
1232,137,1,PrEP,large,large
1233,1549,3,PrEP,large,large
1234,1319,1,No_PrEP,large,large
1235,2444,2,No_PrEP,large,large
1236,2496,1,No_PrEP,large,large
1237,893,3,No_PrEP,large,large
1238,2044,3,No_PrEP,large,large
1239,890,1,No_PrEP,large,large
1240,2036,1,No_PrEP,large,large
1241,158,2,No_PrEP,large,large
1242,594,1,No_PrEP,large,large
1243,2424,1,No_PrEP,large,large
1244,265,1,PrEP,large,large
1245,1987,2,No_PrEP,large,large
1246,1804,5,PrEP,large,large
1247,1740,1,No_PrEP,large,large
1248,1964,3,No_PrEP,large,large
1249,18,1,No_PrEP,large,large
1250,2594,1,PrEP,small,large
1251,1576,3,No_PrEP,large,large
1252,1992,2,No_PrEP,large,large
1253,2157,2,No_PrEP,large,large
1254,568,3,No_PrEP,large,large
1255,1447,4,No_PrEP,large,large
1256,174,2,No_PrEP,large,large
1257,1154,6,No_PrEP,large,large
1258,494,1,No_PrEP,large,large
1259,961,2,No_PrEP,large,large
1260,1363,2,No_PrEP,large,large
1261,161,3,PrEP,large,large
1262,1787,2,No_PrEP,large,large
1263,717,3,PrEP,large,large
1264,811,3,PrEP,large,large
1265,1111,1,No_PrEP,large,large
1266,1150,2,No_PrEP,large,large
1267,2298,4,No_PrEP,large,large
1268,1194,2,PrEP,large,large
1269,32,1,No_PrEP,large,large
1270,380,2,No_PrEP,large,large
1271,969,4,PrEP,large,large
1272,519,2,No_PrEP,large,large
1273,2198,5,PrEP,large,large
1274,939,3,No_PrEP,large,large
1275,154,1,No_PrEP,large,large
1276,1474,2,PrEP,large,large
1277,805,2,No_PrEP,large,large
1278,1519,1,No_PrEP,large,large
1279,1009,3,PrEP,large,large
1280,608,2,No_PrEP,large,large
1281,2332,3,No_PrEP,large,large
1282,263,1,No_PrEP,large,large
1283,2322,1,No_PrEP,large,large
1284,1768,2,No_PrEP,large,large
1285,1851,1,No_PrEP,large,large
1286,1441,1,No_PrEP,large,large
1287,683,5,PrEP,large,large
1288,60,1,No_PrEP,large,large
1289,1383,2,No_PrEP,large,large
1290,1688,1,No_PrEP,large,large
1291,1575,1,No_PrEP,large,large
1292,1219,5,No_PrEP,large,large
1293,345,1,No_PrEP,large,large
1294,2417,2,No_PrEP,large,large
1295,1727,2,PrEP,large,large
1296,789,1,No_PrEP,large,large
1297,427,2,No_PrEP,large,large
1298,1529,2,No_PrEP,large,large
1299,1351,1,No_PrEP,large,large
1300,202,2,No_PrEP,large,large
1301,133,3,No_PrEP,large,large
1302,1143,1,No_PrEP,large,large
1303,1875,2,No_PrEP,large,large
1304,2942,2,No_PrEP,small,small
1305,579,2,No_PrEP,large,large
1306,651,1,No_PrEP,large,large
1307,698,2,No_PrEP,large,large
1308,539,1,No_PrEP,large,large
1309,814,7,PrEP,large,large
1310,1335,2,No_PrEP,large,large
1311,1555,1,No_PrEP,large,large
1312,1857,2,PrEP,large,large
1313,633,2,PrEP,large,large
1314,2197,5,No_PrEP,large,large
1315,1301,2,No_PrEP,large,large
1316,1570,2,PrEP,large,large
1317,453,3,No_PrEP,large,large
1318,580,3,PrEP,large,large
1319,1767,2,No_PrEP,large,large
1320,1912,2,No_PrEP,large,large
1321,299,4,No_PrEP,large,large
1322,1705,2,No_PrEP,large,large
1323,2644,3,No_PrEP,large,large
1324,2438,1,PrEP,large,large
1325,2369,1,No_PrEP,large,large
1326,2534,1,No_PrEP,large,large
1327,1419,3,No_PrEP,large,large
1328,605,1,No_PrEP,large,large
1329,245,2,No_PrEP,large,large
1330,2585,1,No_PrEP,large,large
1331,1217,2,PrEP,large,large
1332,2174,2,No_PrEP,large,large
1333,2193,2,No_PrEP,large,large
1334,2639,3,No_PrEP,large,large
1335,1596,1,No_PrEP,large,large
1336,1531,2,No_PrEP,large,large
1337,2046,1,No_PrEP,large,large
1338,2778,1,No_PrEP,large,large
1339,905,2,No_PrEP,large,large
1340,416,1,No_PrEP,large,large
1341,1181,1,No_PrEP,large,large
1342,1541,3,No_PrEP,large,large
1343,1776,2,No_PrEP,large,large
1344,643,2,No_PrEP,large,large
1345,327,2,No_PrEP,large,large
1346,560,2,No_PrEP,large,large
1347,1059,3,No_PrEP,large,large
1348,1887,3,No_PrEP,large,large
1349,1533,2,No_PrEP,large,large
1350,1410,3,No_PrEP,large,large
1351,1252,1,No_PrEP,large,large
1352,860,6,PrEP,large,large
1353,108,3,PrEP,large,large
1354,1408,2,No_PrEP,large,large
1355,146,3,PrEP,large,large
1356,313,1,No_PrEP,large,large
1357,5,1,No_PrEP,large,large
1358,2116,1,No_PrEP,large,large
1359,1703,3,PrEP,large,large
1360,1298,1,No_PrEP,large,large
1361,1921,1,PrEP,large,large
1362,366,2,No_PrEP,large,large
1363,2425,3,No_PrEP,large,large
1364,2033,2,No_PrEP,large,large
1365,1643,1,No_PrEP,large,large
1366,2563,1,No_PrEP,large,large
1367,662,4,PrEP,large,large
1368,1019,1,PrEP,large,large
1369,847,4,PrEP,large,large
1370,1477,2,PrEP,large,large
1371,2280,3,PrEP,large,large
1372,2175,2,No_PrEP,large,large
1373,424,1,No_PrEP,large,large
1374,63,3,No_PrEP,large,large
1375,937,2,PrEP,large,large
1376,1734,2,No_PrEP,large,large
1377,737,1,PrEP,large,large
1378,1102,1,No_PrEP,large,large
1379,1522,3,No_PrEP,large,large
1380,764,6,PrEP,large,large
1381,2441,1,No_PrEP,large,large
1382,595,1,No_PrEP,large,large
1383,1254,3,No_PrEP,large,large
1384,2738,1,No_PrEP,large,large
1385,1958,5,PrEP,large,large
1386,164,2,No_PrEP,large,large
1387,2342,1,No_PrEP,large,large
1388,2501,2,No_PrEP,large,large
1389,1622,3,No_PrEP,large,large
1390,2317,1,No_PrEP,large,large
1391,1149,3,PrEP,large,large
1392,1395,3,PrEP,large,large
1393,964,2,No_PrEP,large,large
1394,701,2,No_PrEP,large,large
1395,490,3,PrEP,large,large
1396,596,3,No_PrEP,large,large
1397,2740,1,No_PrEP,large,large
1398,126,2,No_PrEP,large,large
1399,2383,2,No_PrEP,large,large
1400,1116,1,No_PrEP,large,large
1401,874,1,No_PrEP,large,large
1402,1637,1,No_PrEP,large,large
1403,1069,2,No_PrEP,large,large
1404,2106,2,No_PrEP,large,large
1405,498,3,No_PrEP,large,large
1406,588,1,No_PrEP,large,large
1407,1585,1,No_PrEP,small,small
1408,415,1,No_PrEP,large,large
1409,1130,6,PrEP,large,large
1410,2351,1,No_PrEP,small,small
1411,24,3,No_PrEP,large,large
1412,44,3,No_PrEP,large,large
1413,382,1,No_PrEP,large,large
1414,1035,1,No_PrEP,large,large
1415,1411,2,No_PrEP,large,large
1416,909,3,No_PrEP,large,large
1417,298,1,No_PrEP,large,large
1418,761,2,PrEP,large,large
1419,2649,3,PrEP,large,large
1420,1628,1,No_PrEP,large,large
1421,2239,1,PrEP,large,large
1422,2729,2,No_PrEP,small,small
1423,703,2,No_PrEP,large,large
1424,813,3,No_PrEP,large,large
1425,2749,1,No_PrEP,large,large
1426,1361,3,PrEP,large,large
1427,991,1,No_PrEP,large,large
1428,264,2,No_PrEP,large,large
1429,1771,1,No_PrEP,large,large
1430,1845,1,PrEP,large,large
1431,474,2,PrEP,large,large
1432,1215,4,PrEP,large,large
1433,131,4,No_PrEP,large,large
1434,521,1,No_PrEP,large,large
1435,735,2,No_PrEP,large,large
1436,1027,5,No_PrEP,large,large
1437,1634,4,PrEP,large,large
1438,87,1,No_PrEP,large,large
1439,243,4,PrEP,large,large
1440,995,2,No_PrEP,large,large
1441,2652,1,No_PrEP,small,small
1442,1520,2,No_PrEP,large,large
1443,58,1,No_PrEP,large,large
1444,2141,3,No_PrEP,large,large
1445,2336,1,No_PrEP,large,large
1446,786,1,No_PrEP,large,large
1447,1136,6,PrEP,large,large
1448,2293,1,PrEP,large,large
1449,562,2,No_PrEP,large,large
1450,72,2,PrEP,large,large
1451,854,2,No_PrEP,large,large
1452,296,2,No_PrEP,large,large
1453,2037,1,No_PrEP,large,large
1454,1890,2,PrEP,large,large
1455,348,2,PrEP,large,large
1456,2347,1,No_PrEP,large,large
1457,1877,7,PrEP,large,large
1458,1129,1,No_PrEP,large,large
1459,124,3,No_PrEP,large,large
1460,2202,1,PrEP,large,large
1461,2592,3,No_PrEP,large,large
1462,1731,2,PrEP,large,large
1463,2311,2,No_PrEP,large,large
1464,1064,4,No_PrEP,large,large
1465,1598,5,PrEP,large,large
1466,2626,1,No_PrEP,small,large
1467,691,3,PrEP,large,large
1468,1047,4,PrEP,large,large
1469,1838,1,No_PrEP,small,small
1470,1431,2,PrEP,large,large
1471,160,8,PrEP,large,large
1472,1321,3,No_PrEP,large,large
1473,951,3,PrEP,small,large
1474,2181,1,No_PrEP,large,large
1475,1582,2,No_PrEP,large,large
1476,771,1,No_PrEP,large,large
1477,1492,4,PrEP,large,large
1478,2581,1,PrEP,small,large
1479,1135,3,No_PrEP,large,large
1480,567,1,PrEP,small,large
1481,1550,1,No_PrEP,large,large
1482,1980,3,No_PrEP,large,large
1483,624,2,PrEP,large,large
1484,1876,1,No_PrEP,large,large
1485,1908,2,No_PrEP,large,large
1486,35,2,No_PrEP,large,large
1487,334,2,PrEP,large,large
1488,274,1,No_PrEP,large,large
1489,787,1,PrEP,large,large
1490,2800,1,No_PrEP,small,small
1491,2337,1,No_PrEP,small,small
1492,740,3,PrEP,large,large
1493,935,4,No_PrEP,large,large
1494,1240,1,No_PrEP,large,large
1495,337,2,No_PrEP,large,large
1496,2182,1,No_PrEP,large,large
1497,331,1,No_PrEP,large,large
1498,572,1,No_PrEP,large,large
1499,1888,1,PrEP,large,large
1500,754,2,No_PrEP,large,large
1501,2361,1,No_PrEP,large,large
1502,1364,1,No_PrEP,large,large
1503,116,3,No_PrEP,large,large
1504,600,2,No_PrEP,large,large
1505,1746,1,No_PrEP,large,large
1506,950,3,PrEP,large,large
1507,1343,3,No_PrEP,large,large
1508,1736,2,No_PrEP,large,large
1509,1220,3,No_PrEP,large,large
1510,2121,2,PrEP,large,large
1511,1904,3,No_PrEP,large,large
1512,163,3,PrEP,large,large
1513,1989,1,No_PrEP,large,large
1514,229,3,PrEP,large,large
1515,2393,1,No_PrEP,large,large
1516,2456,1,No_PrEP,large,large
1517,477,1,No_PrEP,large,large
1518,2055,2,PrEP,large,large
1519,88,2,No_PrEP,large,large
1520,528,1,No_PrEP,large,large
1521,1389,3,No_PrEP,large,large
1522,409,1,No_PrEP,large,large
1523,720,4,PrEP,large,large
1524,537,1,No_PrEP,large,large
1525,602,3,PrEP,large,large
1526,52,3,No_PrEP,large,large
1527,1429,1,No_PrEP,large,large
1528,301,2,No_PrEP,large,large
1529,1290,1,No_PrEP,large,large
1530,1830,3,No_PrEP,large,large
1531,866,1,No_PrEP,large,large
1532,1213,2,No_PrEP,large,large
1533,65,1,No_PrEP,large,large
1534,1595,7,PrEP,large,large
1535,2179,1,No_PrEP,large,large
1536,2262,1,No_PrEP,large,large
1537,719,2,No_PrEP,large,large
1538,2234,2,No_PrEP,large,large
1539,536,2,No_PrEP,large,large
1540,2884,1,No_PrEP,large,large
1541,1237,2,No_PrEP,large,large
1542,2733,2,No_PrEP,small,small
1543,1882,3,No_PrEP,large,large
1544,377,1,No_PrEP,large,large
1545,2405,1,No_PrEP,large,large
1546,1287,1,No_PrEP,large,large
1547,2312,1,PrEP,large,large
1548,449,1,No_PrEP,large,large
1549,2655,1,No_PrEP,large,large
1550,2126,2,No_PrEP,large,large
1551,842,1,No_PrEP,large,large
1552,2531,1,No_PrEP,large,large
1553,2250,4,No_PrEP,large,large
1554,1065,3,PrEP,large,large
1555,489,1,No_PrEP,large,large
1556,385,1,No_PrEP,large,large
1557,2638,3,No_PrEP,large,large
1558,2002,1,PrEP,small,large
1559,1155,1,PrEP,large,large
1560,1664,1,PrEP,large,large
1561,2934,1,No_PrEP,small,small
1562,1660,2,No_PrEP,large,large
1563,614,1,No_PrEP,large,large
1564,1036,1,No_PrEP,large,large
1565,2286,1,No_PrEP,large,large
1566,2931,1,No_PrEP,small,small
1567,1997,2,No_PrEP,large,large
1568,2062,1,No_PrEP,large,large
1569,189,2,No_PrEP,large,large
1570,462,3,PrEP,large,large
1571,2395,1,No_PrEP,large,large
1572,517,1,No_PrEP,large,large
1573,2459,1,No_PrEP,large,large
1574,1940,1,No_PrEP,large,large
1575,1613,1,PrEP,small,large
1576,899,1,No_PrEP,large,large
1577,1708,1,No_PrEP,large,large
1578,1042,2,No_PrEP,large,large
1579,1273,2,No_PrEP,large,large
1580,1942,5,PrEP,large,large
1581,666,1,No_PrEP,large,large
1582,1774,2,No_PrEP,large,large
1583,1267,2,No_PrEP,large,large
1584,884,4,PrEP,large,large
1585,2766,1,No_PrEP,small,large
1586,2932,1,No_PrEP,small,small
1587,404,3,PrEP,large,large
1588,2028,1,No_PrEP,large,large
1589,2869,1,No_PrEP,small,small
1590,2450,1,No_PrEP,large,large
1591,2161,1,No_PrEP,small,small
1592,1700,1,No_PrEP,large,large
1593,481,1,No_PrEP,small,small
1594,2715,1,No_PrEP,large,large
1595,725,1,No_PrEP,large,large
1596,1382,3,No_PrEP,large,large
1597,1461,1,No_PrEP,large,large
1598,1285,2,PrEP,large,large
1599,994,1,No_PrEP,large,large
1600,1886,1,PrEP,large,large
1601,2525,1,No_PrEP,large,large
1602,646,1,No_PrEP,large,large
1603,1204,1,PrEP,large,large
1604,1360,1,No_PrEP,large,large
1605,1070,1,No_PrEP,large,large
1606,1756,2,No_PrEP,large,large
1607,2748,1,PrEP,small,large
1608,1863,2,No_PrEP,large,large
1609,636,3,PrEP,large,large
1610,2697,4,No_PrEP,large,large
1611,1387,1,No_PrEP,large,large
