,node,n,treat,type_tr,type_no_tr
90,413,1,No_PrEP,large,large
91,498,6,No_PrEP,large,large
92,2159,1,No_PrEP,large,large
93,115,1,No_PrEP,large,large
94,239,5,PrEP,large,large
95,854,1,No_PrEP,large,large
96,2110,1,No_PrEP,large,large
97,1023,12,PrEP,large,large
98,2611,5,PrEP,small,large
99,1651,9,PrEP,large,large
100,2008,8,PrEP,large,large
101,1930,2,No_PrEP,large,large
102,2438,6,PrEP,large,large
103,1556,1,No_PrEP,large,large
104,1721,1,No_PrEP,large,large
105,775,8,PrEP,large,large
106,1273,2,No_PrEP,large,large
107,2164,2,No_PrEP,large,large
108,2470,4,No_PrEP,large,large
109,1367,2,No_PrEP,large,large
110,190,1,No_PrEP,large,large
111,383,1,No_PrEP,large,large
112,1412,1,No_PrEP,large,large
113,1353,7,PrEP,large,large
114,1781,1,No_PrEP,large,large
115,1420,1,No_PrEP,large,large
116,800,11,PrEP,large,large
117,818,9,PrEP,large,large
118,1471,4,No_PrEP,large,large
119,241,3,No_PrEP,large,large
120,648,13,PrEP,large,large
121,1125,2,No_PrEP,large,large
122,388,2,No_PrEP,large,large
123,1529,2,No_PrEP,large,large
124,1879,8,PrEP,large,large
125,819,4,No_PrEP,large,large
126,19,1,No_PrEP,large,large
127,1504,7,PrEP,large,large
128,2713,7,PrEP,small,large
129,722,7,PrEP,large,large
130,2622,1,No_PrEP,large,large
131,1650,1,No_PrEP,large,large
132,1105,3,No_PrEP,large,large
133,299,1,No_PrEP,large,large
134,603,10,PrEP,large,large
135,1432,3,No_PrEP,large,large
136,625,3,No_PrEP,large,large
137,1402,2,No_PrEP,large,large
138,2205,1,No_PrEP,large,large
139,684,8,PrEP,large,large
140,2175,1,No_PrEP,large,large
141,322,1,No_PrEP,large,large
142,1172,3,No_PrEP,large,large
143,2232,1,No_PrEP,large,large
144,421,2,No_PrEP,large,large
145,673,4,No_PrEP,large,large
146,465,1,No_PrEP,large,large
147,2112,4,No_PrEP,large,large
148,976,1,No_PrEP,large,large
149,502,2,No_PrEP,large,large
150,1913,5,PrEP,large,large
151,1014,2,No_PrEP,large,large
152,956,1,No_PrEP,large,large
153,2304,5,PrEP,large,large
154,453,1,No_PrEP,large,large
155,572,2,No_PrEP,large,large
156,1561,2,No_PrEP,large,large
157,1982,1,No_PrEP,large,large
158,30,4,PrEP,large,large
159,1506,8,PrEP,large,large
160,1251,1,No_PrEP,large,large
161,175,3,No_PrEP,large,large
162,285,2,No_PrEP,large,large
163,318,10,PrEP,large,large
164,1581,13,PrEP,large,large
165,200,11,PrEP,large,large
166,466,3,No_PrEP,large,large
167,1486,18,PrEP,large,large
168,1214,3,No_PrEP,large,large
169,349,19,PrEP,large,large
170,714,2,No_PrEP,large,large
171,152,2,No_PrEP,large,large
172,414,1,No_PrEP,large,large
173,2503,1,No_PrEP,large,large
174,711,11,PrEP,large,large
175,41,9,PrEP,large,large
176,628,4,PrEP,large,large
177,1764,5,No_PrEP,large,large
178,156,11,PrEP,large,large
179,1782,7,PrEP,large,large
180,1748,1,No_PrEP,large,large
181,981,1,No_PrEP,large,large
182,2652,3,No_PrEP,small,small
183,234,2,No_PrEP,large,large
184,1069,1,No_PrEP,large,large
185,1191,9,PrEP,large,large
186,783,12,PrEP,large,large
187,1198,10,PrEP,large,large
188,1399,6,No_PrEP,large,large
189,1853,1,No_PrEP,large,large
190,1965,3,No_PrEP,large,large
191,2361,1,No_PrEP,large,large
192,1364,2,No_PrEP,large,large
193,1418,7,PrEP,large,large
194,458,2,No_PrEP,large,large
195,277,2,No_PrEP,large,large
196,1024,1,No_PrEP,large,large
197,1055,5,PrEP,large,large
198,1224,11,PrEP,large,large
199,2237,5,PrEP,large,large
200,733,5,PrEP,large,large
201,729,8,PrEP,large,large
202,386,1,No_PrEP,large,large
203,1451,7,PrEP,large,large
204,2125,1,No_PrEP,large,large
205,579,2,No_PrEP,large,large
206,2065,2,No_PrEP,large,large
207,2007,1,No_PrEP,large,large
208,422,8,PrEP,large,large
209,2126,4,No_PrEP,large,large
210,634,3,No_PrEP,large,large
211,2047,8,PrEP,large,large
212,1122,3,No_PrEP,large,large
213,949,11,PrEP,large,large
214,534,5,No_PrEP,large,large
215,351,1,No_PrEP,large,large
216,985,7,PrEP,large,large
217,2011,7,PrEP,large,large
218,665,3,No_PrEP,large,large
219,1056,2,No_PrEP,large,large
220,1260,2,No_PrEP,large,large
221,1789,4,PrEP,large,large
222,1229,1,No_PrEP,large,large
223,1755,5,PrEP,large,large
224,842,3,No_PrEP,large,large
225,861,1,No_PrEP,large,large
226,1737,1,No_PrEP,large,large
227,1193,11,PrEP,large,large
228,780,5,No_PrEP,large,large
229,437,1,No_PrEP,large,large
230,512,3,No_PrEP,large,large
231,581,1,No_PrEP,large,large
232,1706,1,No_PrEP,large,large
233,1332,1,No_PrEP,large,large
234,1845,4,PrEP,large,large
235,507,4,No_PrEP,large,large
236,1158,14,PrEP,large,large
237,27,4,No_PrEP,large,large
238,1488,9,PrEP,large,large
239,497,13,PrEP,large,large
240,1786,1,No_PrEP,large,large
241,702,1,No_PrEP,large,large
242,1489,2,No_PrEP,large,large
243,2558,2,No_PrEP,large,large
244,977,4,No_PrEP,large,large
245,163,11,PrEP,large,large
246,601,2,No_PrEP,large,large
247,2165,1,No_PrEP,large,large
248,2387,1,No_PrEP,large,large
249,446,13,PrEP,large,large
250,883,1,No_PrEP,large,large
251,439,2,No_PrEP,large,large
252,1190,10,PrEP,large,large
253,1787,1,No_PrEP,large,large
254,330,2,No_PrEP,large,large
255,192,1,No_PrEP,large,large
256,1954,1,No_PrEP,large,large
257,973,4,No_PrEP,large,large
258,1139,8,PrEP,large,large
259,890,1,No_PrEP,large,large
260,385,2,No_PrEP,large,large
261,1864,4,PrEP,large,large
262,2320,13,PrEP,large,large
263,1266,1,No_PrEP,large,large
264,998,7,PrEP,large,large
265,2646,2,PrEP,small,small
266,353,10,PrEP,large,large
267,1734,1,No_PrEP,large,large
268,652,1,No_PrEP,large,large
269,284,4,No_PrEP,large,large
270,1137,16,PrEP,large,large
271,636,7,PrEP,large,large
272,1999,1,No_PrEP,large,large
273,352,5,No_PrEP,large,large
274,952,13,PrEP,large,large
275,1589,10,PrEP,large,large
276,532,3,No_PrEP,large,large
277,1551,2,No_PrEP,large,large
278,1520,2,No_PrEP,large,large
279,2861,2,No_PrEP,large,large
280,1531,1,No_PrEP,large,large
281,2430,5,PrEP,large,large
282,1074,6,PrEP,large,large
283,1562,7,PrEP,large,large
284,641,1,No_PrEP,large,large
285,22,1,No_PrEP,large,large
286,669,7,PrEP,large,large
287,1182,12,PrEP,large,large
288,1681,1,No_PrEP,large,large
289,290,7,PrEP,large,large
290,2136,2,No_PrEP,large,large
291,65,2,No_PrEP,large,large
292,2127,2,No_PrEP,large,large
293,43,16,PrEP,large,large
294,2394,4,PrEP,large,large
295,549,8,PrEP,large,large
296,1951,1,No_PrEP,large,large
297,598,12,PrEP,large,large
298,1107,1,No_PrEP,large,large
299,423,5,No_PrEP,large,large
300,236,14,PrEP,large,large
301,2759,6,PrEP,small,large
302,1196,12,PrEP,large,large
303,1225,2,No_PrEP,small,large
304,569,2,No_PrEP,large,large
305,1698,1,No_PrEP,large,large
306,1646,2,No_PrEP,large,large
307,313,1,No_PrEP,large,large
308,846,1,No_PrEP,large,large
309,616,1,No_PrEP,large,large
310,462,5,PrEP,large,large
311,1938,1,No_PrEP,large,large
312,535,9,PrEP,large,large
313,1403,1,No_PrEP,large,large
314,939,1,No_PrEP,large,large
315,1612,1,No_PrEP,large,large
316,754,4,No_PrEP,large,large
317,1078,10,PrEP,large,large
318,205,12,PrEP,large,large
319,1465,2,No_PrEP,large,large
320,2072,1,No_PrEP,large,large
321,1843,1,No_PrEP,large,large
322,1302,1,No_PrEP,large,large
323,348,5,PrEP,large,large
324,1940,3,No_PrEP,large,large
325,340,1,No_PrEP,large,large
326,2748,1,PrEP,small,large
327,1073,1,No_PrEP,large,large
328,1588,1,No_PrEP,large,large
329,92,2,No_PrEP,large,large
330,1228,1,No_PrEP,large,large
331,133,1,No_PrEP,large,large
332,1672,1,No_PrEP,large,large
333,56,1,No_PrEP,large,large
334,1823,1,No_PrEP,large,large
335,177,1,No_PrEP,large,large
336,897,6,PrEP,large,large
337,368,11,PrEP,large,large
338,522,7,PrEP,large,large
339,915,12,PrEP,large,large
340,342,1,No_PrEP,large,large
341,807,1,No_PrEP,large,large
342,2702,1,No_PrEP,small,small
343,697,1,No_PrEP,large,large
344,1136,8,PrEP,large,large
345,79,3,PrEP,small,large
346,1516,5,PrEP,large,large
347,2817,1,No_PrEP,large,large
348,597,6,PrEP,large,large
349,210,8,PrEP,large,large
350,297,7,PrEP,large,large
351,2040,1,No_PrEP,large,large
352,2635,2,No_PrEP,large,large
353,789,3,No_PrEP,large,large
354,1915,4,No_PrEP,large,large
355,1492,5,PrEP,large,large
356,1126,2,No_PrEP,large,large
357,718,11,PrEP,large,large
358,230,2,No_PrEP,large,large
359,1021,11,PrEP,large,large
360,68,1,No_PrEP,large,large
361,1293,8,PrEP,large,large
362,80,1,No_PrEP,large,large
363,345,1,No_PrEP,large,large
364,1872,16,PrEP,large,large
365,1156,13,PrEP,large,large
366,149,3,No_PrEP,large,large
367,1358,2,No_PrEP,large,large
368,1177,8,PrEP,large,large
369,1595,9,PrEP,large,large
370,1577,2,No_PrEP,large,large
371,1688,2,No_PrEP,large,large
372,1291,3,No_PrEP,large,large
373,2721,2,PrEP,small,large
374,892,1,No_PrEP,large,large
375,632,1,No_PrEP,large,large
376,2305,1,No_PrEP,large,large
377,929,4,No_PrEP,large,large
378,551,1,No_PrEP,large,large
379,910,3,No_PrEP,large,large
380,1660,2,No_PrEP,large,large
381,167,6,PrEP,large,large
382,1239,3,No_PrEP,large,large
383,2651,6,PrEP,small,large
384,1091,1,No_PrEP,large,large
385,503,5,PrEP,large,large
386,1584,6,PrEP,large,large
387,2213,2,No_PrEP,large,large
388,1859,3,No_PrEP,large,large
389,1640,2,No_PrEP,large,large
390,142,11,PrEP,large,large
391,1707,2,No_PrEP,large,large
392,638,8,PrEP,large,large
393,552,6,PrEP,large,large
394,2108,2,No_PrEP,large,large
395,127,7,PrEP,large,large
396,237,3,No_PrEP,large,large
397,864,4,PrEP,large,large
398,419,1,No_PrEP,large,large
399,1738,2,No_PrEP,large,large
400,2751,1,No_PrEP,large,large
401,1015,1,No_PrEP,large,large
402,637,5,PrEP,large,large
403,1188,12,PrEP,large,large
404,725,1,No_PrEP,large,large
405,1321,2,No_PrEP,large,large
406,2590,8,PrEP,large,large
407,1732,12,PrEP,large,large
408,2437,1,No_PrEP,small,small
409,252,2,No_PrEP,large,large
410,1108,2,No_PrEP,large,large
411,1337,2,No_PrEP,large,large
412,795,7,PrEP,large,large
413,1208,4,No_PrEP,large,large
414,398,3,No_PrEP,large,large
415,1946,2,No_PrEP,large,large
416,936,1,No_PrEP,large,large
417,86,2,No_PrEP,large,large
418,894,7,PrEP,large,large
419,420,1,No_PrEP,small,small
420,1012,7,PrEP,large,large
421,1540,1,No_PrEP,large,large
422,1928,7,PrEP,large,large
423,20,1,No_PrEP,large,large
424,404,6,PrEP,large,large
425,937,4,PrEP,large,large
426,279,5,PrEP,large,large
427,1727,8,PrEP,large,large
428,300,9,PrEP,large,large
429,2420,4,No_PrEP,large,large
430,1305,1,No_PrEP,large,large
431,893,2,No_PrEP,large,large
432,582,2,No_PrEP,large,large
433,946,1,No_PrEP,large,large
434,1111,1,No_PrEP,large,large
435,752,1,No_PrEP,large,large
436,44,1,No_PrEP,large,large
437,1798,3,No_PrEP,large,large
438,35,1,No_PrEP,large,large
439,257,11,PrEP,large,large
440,951,7,PrEP,small,large
441,247,6,PrEP,large,large
442,623,1,No_PrEP,large,large
443,408,4,No_PrEP,large,large
444,15,2,No_PrEP,large,large
445,1680,2,No_PrEP,large,large
446,2331,5,PrEP,large,large
447,1464,1,No_PrEP,large,large
448,164,3,No_PrEP,large,large
449,1375,1,No_PrEP,large,large
450,1072,11,PrEP,large,large
451,708,3,No_PrEP,large,large
452,1176,1,No_PrEP,large,large
453,2649,3,PrEP,large,large
454,378,12,PrEP,large,large
455,1696,2,No_PrEP,large,large
456,589,1,No_PrEP,large,large
457,739,9,PrEP,large,large
458,1608,1,No_PrEP,large,large
459,354,10,PrEP,large,large
460,1339,4,PrEP,large,large
461,9,7,PrEP,large,large
462,505,1,No_PrEP,large,large
463,630,1,No_PrEP,large,large
464,928,1,No_PrEP,large,large
465,1324,2,No_PrEP,large,large
466,1653,2,No_PrEP,large,large
467,1860,1,No_PrEP,large,large
468,475,9,PrEP,large,large
469,1749,1,No_PrEP,large,large
470,1814,4,No_PrEP,large,large
471,131,1,No_PrEP,large,large
472,2457,2,No_PrEP,large,large
473,2416,1,No_PrEP,large,large
474,1713,11,PrEP,large,large
475,1040,4,PrEP,large,large
476,2777,1,No_PrEP,small,large
477,911,9,PrEP,large,large
478,1369,13,PrEP,large,large
479,2659,1,No_PrEP,small,small
480,1654,1,No_PrEP,large,large
481,1583,5,PrEP,large,large
482,29,1,No_PrEP,large,large
483,1370,1,No_PrEP,small,small
484,1783,5,PrEP,large,large
485,1414,2,No_PrEP,large,large
486,1710,7,PrEP,large,large
487,1831,1,No_PrEP,large,large
488,2140,3,No_PrEP,large,large
489,592,1,No_PrEP,large,large
490,148,5,No_PrEP,large,large
491,1115,8,PrEP,large,large
492,416,4,No_PrEP,large,large
493,916,1,No_PrEP,large,large
494,2657,1,PrEP,small,large
495,778,9,PrEP,large,large
496,538,1,No_PrEP,large,large
497,2736,3,No_PrEP,large,large
498,971,8,PrEP,large,large
499,1549,7,PrEP,large,large
500,742,9,PrEP,large,large
501,1659,6,No_PrEP,large,large
502,656,9,PrEP,large,large
503,103,12,PrEP,large,large
504,968,1,No_PrEP,large,large
505,2057,3,No_PrEP,large,large
506,2160,2,No_PrEP,large,large
507,286,7,PrEP,large,large
508,1456,1,No_PrEP,large,large
509,2058,1,No_PrEP,large,large
510,1113,4,No_PrEP,large,large
511,129,1,No_PrEP,large,large
512,2363,2,No_PrEP,large,large
513,721,7,PrEP,large,large
514,2027,5,PrEP,large,large
515,2889,1,No_PrEP,large,large
516,1719,2,No_PrEP,large,large
517,1187,6,No_PrEP,large,large
518,2540,3,No_PrEP,large,large
519,2671,4,No_PrEP,large,large
520,999,3,No_PrEP,large,large
521,2670,5,PrEP,large,large
522,107,3,No_PrEP,large,large
523,1166,7,PrEP,large,large
524,1512,6,PrEP,large,large
525,426,8,PrEP,large,large
526,1981,1,No_PrEP,large,large
527,849,8,PrEP,large,large
528,1236,9,PrEP,large,large
529,2268,1,No_PrEP,large,large
530,1907,2,No_PrEP,large,large
531,172,1,No_PrEP,large,large
532,2735,2,PrEP,small,large
533,1433,5,PrEP,large,large
534,1032,2,No_PrEP,large,large
535,114,4,No_PrEP,large,large
536,2665,1,No_PrEP,large,large
537,2269,2,No_PrEP,large,large
538,2003,2,No_PrEP,large,large
539,501,8,PrEP,large,large
540,1286,3,No_PrEP,large,large
541,772,3,No_PrEP,large,large
542,1298,2,No_PrEP,large,large
543,1200,10,PrEP,large,large
544,1921,8,PrEP,large,large
545,962,2,No_PrEP,large,large
546,380,1,No_PrEP,large,large
547,688,1,No_PrEP,large,large
548,1670,12,PrEP,large,large
549,2626,1,No_PrEP,small,large
550,2928,1,No_PrEP,small,small
551,748,11,PrEP,large,large
552,369,19,PrEP,large,large
553,845,3,No_PrEP,large,large
554,459,8,PrEP,large,large
555,1020,3,No_PrEP,large,large
556,1163,8,PrEP,large,large
557,2000,3,No_PrEP,large,large
558,339,1,No_PrEP,large,large
559,24,2,No_PrEP,large,large
560,2082,7,PrEP,large,large
561,2142,1,No_PrEP,large,large
562,720,9,PrEP,large,large
563,2417,1,No_PrEP,large,large
564,958,13,PrEP,large,large
565,1585,1,No_PrEP,small,small
566,913,2,No_PrEP,large,large
567,1098,10,PrEP,large,large
568,882,4,No_PrEP,large,large
569,457,6,PrEP,large,large
570,530,7,PrEP,large,large
571,835,2,No_PrEP,large,large
572,1217,6,PrEP,large,large
573,2203,2,No_PrEP,large,large
574,1522,1,No_PrEP,large,large
575,1629,7,PrEP,large,large
576,2230,3,No_PrEP,large,large
577,689,8,PrEP,large,large
578,21,7,PrEP,large,large
579,1038,4,PrEP,large,large
580,2648,1,No_PrEP,large,large
581,2711,1,No_PrEP,small,small
582,734,3,No_PrEP,large,large
583,1269,11,PrEP,large,large
584,969,6,PrEP,large,large
585,1574,3,No_PrEP,large,large
586,1582,3,No_PrEP,large,large
587,1132,1,No_PrEP,large,large
588,2080,4,No_PrEP,large,large
589,749,4,No_PrEP,large,large
590,2447,4,PrEP,small,large
591,1227,2,No_PrEP,large,large
592,2015,1,No_PrEP,large,large
593,1547,10,PrEP,large,large
594,1756,1,No_PrEP,large,large
595,891,6,No_PrEP,large,large
596,537,1,No_PrEP,large,large
597,1586,3,No_PrEP,large,large
598,671,4,PrEP,large,large
599,2443,2,No_PrEP,large,large
600,325,1,No_PrEP,large,large
601,153,2,No_PrEP,large,large
602,627,3,No_PrEP,large,large
603,1806,7,PrEP,large,large
604,576,8,PrEP,large,large
605,2070,4,No_PrEP,large,large
606,427,2,No_PrEP,large,large
607,2313,7,PrEP,large,large
608,1733,1,No_PrEP,large,large
609,1336,1,No_PrEP,large,large
610,1397,11,PrEP,large,large
611,858,1,No_PrEP,large,large
612,1908,2,No_PrEP,large,large
613,2180,8,PrEP,large,large
614,1061,4,No_PrEP,large,large
615,1633,10,PrEP,large,large
616,2451,1,PrEP,small,large
617,1474,7,PrEP,large,large
618,2734,1,No_PrEP,large,large
619,2177,7,PrEP,large,large
620,1296,13,PrEP,large,large
621,1636,2,No_PrEP,large,large
622,615,2,No_PrEP,large,large
623,376,1,No_PrEP,large,large
624,950,6,PrEP,large,large
625,450,1,No_PrEP,large,large
626,38,3,No_PrEP,large,large
627,1081,3,No_PrEP,large,large
628,1215,12,PrEP,large,large
629,45,7,PrEP,large,large
630,364,3,PrEP,large,large
631,435,1,No_PrEP,large,large
632,1942,10,PrEP,large,large
633,740,9,PrEP,large,large
634,1731,7,PrEP,large,large
635,914,1,No_PrEP,large,large
636,445,1,No_PrEP,large,large
637,744,9,PrEP,large,large
638,1790,2,No_PrEP,large,large
639,805,4,No_PrEP,large,large
640,1254,1,No_PrEP,large,large
641,2531,1,No_PrEP,large,large
642,764,9,PrEP,large,large
643,2068,1,No_PrEP,large,large
644,871,1,No_PrEP,large,large
645,201,1,No_PrEP,large,large
646,2727,1,No_PrEP,small,small
647,685,1,No_PrEP,large,large
648,1026,3,No_PrEP,large,large
649,1089,1,No_PrEP,large,large
650,338,1,No_PrEP,large,large
651,199,4,PrEP,large,large
652,2152,2,No_PrEP,large,large
653,1109,2,No_PrEP,large,large
654,735,1,No_PrEP,large,large
655,135,1,No_PrEP,large,large
656,609,1,No_PrEP,large,large
657,649,13,PrEP,large,large
658,455,2,No_PrEP,large,large
659,1846,4,No_PrEP,large,large
660,907,1,No_PrEP,large,large
661,728,3,No_PrEP,large,large
662,1237,1,No_PrEP,large,large
663,191,2,No_PrEP,large,large
664,663,4,No_PrEP,large,large
665,2785,1,PrEP,small,large
666,2130,1,No_PrEP,large,large
667,470,9,PrEP,large,large
668,248,15,PrEP,large,large
669,986,4,No_PrEP,large,large
670,2371,1,No_PrEP,large,large
671,2157,2,No_PrEP,large,large
672,2678,1,No_PrEP,large,large
673,2071,3,No_PrEP,large,large
674,544,4,No_PrEP,large,large
675,2733,1,No_PrEP,small,small
676,822,2,No_PrEP,large,large
677,256,1,No_PrEP,large,large
678,942,6,PrEP,large,large
679,399,6,PrEP,large,large
680,2494,1,No_PrEP,large,large
681,34,4,PrEP,large,large
682,464,3,No_PrEP,large,large
683,1221,1,No_PrEP,large,large
684,1144,1,No_PrEP,large,large
685,683,11,PrEP,large,large
686,1799,2,No_PrEP,large,large
687,1690,4,No_PrEP,large,large
688,359,3,No_PrEP,large,large
689,120,1,No_PrEP,large,large
690,508,8,PrEP,large,large
691,189,1,No_PrEP,large,large
692,258,2,No_PrEP,large,large
693,699,1,No_PrEP,large,large
694,1714,1,No_PrEP,small,small
695,2324,10,PrEP,large,large
696,449,1,No_PrEP,large,large
697,1770,1,No_PrEP,large,large
698,776,5,PrEP,large,large
699,1430,2,No_PrEP,large,large
700,1373,5,PrEP,large,large
701,1447,1,No_PrEP,large,large
702,1878,1,No_PrEP,large,large
703,1634,13,PrEP,large,large
704,474,5,PrEP,large,large
705,392,1,No_PrEP,large,large
706,169,1,No_PrEP,large,large
707,118,1,No_PrEP,large,large
708,1419,1,No_PrEP,large,large
709,384,3,No_PrEP,large,large
710,1772,3,No_PrEP,large,large
711,1297,4,PrEP,large,large
712,442,8,PrEP,large,large
713,2459,1,No_PrEP,large,large
714,784,10,PrEP,large,large
715,2732,3,PrEP,small,small
716,2168,1,No_PrEP,small,small
717,750,12,PrEP,large,large
718,238,7,PrEP,large,large
719,181,6,PrEP,large,large
720,159,1,No_PrEP,large,large
721,1063,3,No_PrEP,large,large
722,653,3,PrEP,large,large
723,865,8,PrEP,large,large
724,302,7,PrEP,large,large
725,2201,9,PrEP,large,large
726,909,2,No_PrEP,large,large
727,2052,1,No_PrEP,large,large
728,1745,6,PrEP,large,large
729,2306,5,No_PrEP,large,large
730,1289,1,No_PrEP,large,large
731,223,1,No_PrEP,large,large
732,18,2,No_PrEP,large,large
733,1175,3,No_PrEP,large,large
734,758,1,No_PrEP,large,large
735,1195,10,PrEP,large,large
736,1481,10,PrEP,large,large
737,454,1,No_PrEP,large,large
738,289,1,No_PrEP,large,large
739,1304,4,No_PrEP,large,large
740,2542,3,No_PrEP,large,large
741,52,1,No_PrEP,large,large
742,1311,1,No_PrEP,large,large
743,226,1,No_PrEP,large,large
744,409,1,No_PrEP,large,large
745,2109,1,No_PrEP,large,large
746,336,1,No_PrEP,large,large
747,109,7,PrEP,large,large
748,1462,2,No_PrEP,large,large
749,2555,1,No_PrEP,large,large
750,206,6,PrEP,large,large
751,526,1,No_PrEP,large,large
752,933,6,PrEP,large,large
753,1149,6,PrEP,large,large
754,1616,6,PrEP,large,large
755,2066,3,No_PrEP,large,large
756,1988,2,PrEP,large,large
757,25,2,No_PrEP,large,large
758,2093,3,No_PrEP,large,large
759,1310,7,No_PrEP,large,large
760,2616,4,PrEP,large,large
761,2478,1,No_PrEP,large,large
762,1365,2,No_PrEP,large,large
763,179,2,No_PrEP,large,large
764,509,1,No_PrEP,large,large
765,104,1,No_PrEP,large,large
766,2265,1,No_PrEP,large,large
767,626,1,No_PrEP,large,large
768,374,2,No_PrEP,large,large
769,1863,1,No_PrEP,large,large
770,147,12,PrEP,large,large
771,677,3,No_PrEP,large,large
772,1130,6,PrEP,large,large
773,868,3,No_PrEP,large,large
774,1729,8,PrEP,large,large
775,2442,4,PrEP,large,large
776,1546,6,PrEP,large,large
777,773,1,No_PrEP,large,large
778,396,1,No_PrEP,large,large
779,1718,3,No_PrEP,large,large
780,959,2,No_PrEP,large,large
781,428,2,No_PrEP,small,large
782,2041,2,No_PrEP,large,large
783,514,8,PrEP,large,large
784,651,2,No_PrEP,large,large
785,2350,1,No_PrEP,large,large
786,1355,2,No_PrEP,large,large
787,379,12,PrEP,large,large
788,1285,9,PrEP,large,large
789,410,8,PrEP,large,large
790,231,4,No_PrEP,large,large
791,2466,3,No_PrEP,large,large
792,873,1,No_PrEP,large,large
793,2573,1,No_PrEP,large,large
794,521,1,No_PrEP,large,large
795,128,1,No_PrEP,large,large
796,1642,2,No_PrEP,large,large
797,1088,1,No_PrEP,large,large
798,970,8,PrEP,large,large
799,1318,9,PrEP,large,large
800,1959,1,No_PrEP,large,large
801,280,1,No_PrEP,large,large
802,1000,2,No_PrEP,large,large
803,1439,7,PrEP,large,large
804,2098,3,No_PrEP,large,large
805,108,9,PrEP,large,large
806,2226,1,No_PrEP,large,large
807,1152,7,PrEP,large,large
808,1662,1,No_PrEP,large,large
809,1294,1,No_PrEP,large,large
810,1249,13,PrEP,large,large
811,1757,9,PrEP,large,large
812,1186,2,No_PrEP,large,large
813,490,9,PrEP,large,large
814,117,1,No_PrEP,large,large
815,1392,9,PrEP,large,large
816,643,1,No_PrEP,large,large
817,2547,1,No_PrEP,small,small
818,788,2,No_PrEP,large,large
819,1978,3,PrEP,large,large
820,2617,2,No_PrEP,large,large
821,1709,1,No_PrEP,large,large
822,343,1,No_PrEP,large,large
823,165,1,No_PrEP,large,large
824,1944,1,No_PrEP,large,large
825,1031,1,No_PrEP,large,large
826,282,1,No_PrEP,large,large
827,90,2,No_PrEP,large,large
