,t,nS,nE,nI1,nI1p,nI2,nI2p,nL1,nL1p,nL2,nL2p,nT1,nT2,nT3,node
0,0.0,2951,1,0,0,0,0,0,0,0,0,0,0,0,157
1,1.7442415541485796,2951,0,0,1,0,0,0,0,0,0,0,0,0,157
2,2.1282058183195502,2950,1,0,1,0,0,0,0,0,0,0,0,0,2375
3,2.3928712569695625,2950,0,1,1,0,0,0,0,0,0,0,0,0,2375
4,2.5075808018839845,2950,0,1,0,0,1,0,0,0,0,0,0,0,157
5,3.316971182781426,2949,1,1,0,0,1,0,0,0,0,0,0,0,2007
6,4.129923349984431,2949,1,0,0,1,1,0,0,0,0,0,0,0,2375
7,4.410227236874145,2949,0,1,0,1,1,0,0,0,0,0,0,0,2007
8,4.4163029780707115,2948,1,1,0,1,1,0,0,0,0,0,0,0,61
9,4.748079337278598,2948,1,0,0,1,1,0,0,0,0,1,0,0,2007
10,4.83512576475145,2949,1,0,0,1,1,0,0,0,0,0,0,0,2007
11,5.768471503086301,2949,1,0,0,1,0,0,0,0,0,1,0,0,157
12,5.8189847573911555,2950,1,0,0,1,0,0,0,0,0,0,0,0,157
13,5.862828833084488,2950,1,0,0,0,0,1,0,0,0,0,0,0,2375
14,7.227489721307203,2950,1,0,0,0,0,0,0,0,0,0,1,0,2375
15,7.363751574284898,2950,0,1,0,0,0,0,0,0,0,0,1,0,61
16,7.43664762253671,2951,0,1,0,0,0,0,0,0,0,0,0,0,2375
17,7.710010426128097,2950,1,1,0,0,0,0,0,0,0,0,0,0,1399
18,8.624253564865285,2950,0,2,0,0,0,0,0,0,0,0,0,0,1399
19,8.637356846334844,2949,1,2,0,0,0,0,0,0,0,0,0,0,2343
20,8.8107579679915,2948,2,2,0,0,0,0,0,0,0,0,0,0,2568
21,8.856678537151097,2947,3,2,0,0,0,0,0,0,0,0,0,0,2239
22,9.131446010885131,2947,2,3,0,0,0,0,0,0,0,0,0,0,2239
23,9.266793874795106,2947,1,4,0,0,0,0,0,0,0,0,0,0,2343
24,9.371701074755686,2947,1,3,0,1,0,0,0,0,0,0,0,0,61
25,9.52455080802803,2946,2,3,0,1,0,0,0,0,0,0,0,0,1492
26,9.581484018494942,2946,2,3,0,0,0,0,0,0,0,1,0,0,61
27,9.75038803983948,2946,1,3,1,0,0,0,0,0,0,1,0,0,1492
28,9.832037248430995,2947,1,3,1,0,0,0,0,0,0,0,0,0,61
