,t,nS,nE,nI1,nI1p,nI2,nI2p,nL1,nL1p,nL2,nL2p,nT1,nT2,nT3,node
0,0.0,2960,1,0,0,0,0,0,0,0,0,0,0,0,1158
1,0.7329771480672223,2960,0,0,1,0,0,0,0,0,0,0,0,0,1158
2,1.1524164591317636,2959,1,0,1,0,0,0,0,0,0,0,0,0,947
3,1.242242358213354,2958,2,0,1,0,0,0,0,0,0,0,0,0,56
4,1.3603366117946736,2958,1,1,1,0,0,0,0,0,0,0,0,0,56
5,1.4184702149564707,2958,1,1,0,0,0,0,0,0,0,1,0,0,1158
6,1.6345543427627653,2958,0,2,0,0,0,0,0,0,0,1,0,0,947
7,1.7712946147283204,2957,1,2,0,0,0,0,0,0,0,1,0,0,1186
8,1.9623002367690197,2958,1,2,0,0,0,0,0,0,0,0,0,0,1158
9,2.1705553264237847,2958,0,3,0,0,0,0,0,0,0,0,0,0,1186
10,2.234829558992572,2957,1,3,0,0,0,0,0,0,0,0,0,0,1945
11,2.733504838174205,2957,1,2,0,1,0,0,0,0,0,0,0,0,1186
12,2.917316151135456,2956,2,2,0,1,0,0,0,0,0,0,0,0,1335
13,3.0126798401498713,2955,3,2,0,1,0,0,0,0,0,0,0,0,2516
14,3.2042948958965423,2954,4,2,0,1,0,0,0,0,0,0,0,0,638
15,3.2372924778085617,2954,3,2,1,1,0,0,0,0,0,0,0,0,638
16,3.4058590790488306,2954,3,2,0,1,0,0,0,0,0,1,0,0,638
17,3.440869199372178,2955,3,2,0,1,0,0,0,0,0,0,0,0,638
18,3.4507598856777815,2955,3,1,0,2,0,0,0,0,0,0,0,0,947
19,3.655606725828089,2954,4,1,0,2,0,0,0,0,0,0,0,0,990
20,3.6804872686072603,2954,3,2,0,2,0,0,0,0,0,0,0,0,1335
21,3.8024894561996296,2954,2,3,0,2,0,0,0,0,0,0,0,0,990
22,3.837705762166986,2953,3,3,0,2,0,0,0,0,0,0,0,0,941
23,3.9534903537113157,2953,3,2,0,2,0,0,0,0,0,1,0,0,1335
24,3.9639207496194064,2952,4,2,0,2,0,0,0,0,0,1,0,0,610
25,4.033853889238495,2952,4,1,0,3,0,0,0,0,0,1,0,0,56
26,4.049537595864403,2953,4,1,0,3,0,0,0,0,0,0,0,0,1335
27,4.122104208541293,2952,5,1,0,3,0,0,0,0,0,0,0,0,507
28,4.314635055653857,2952,4,2,0,3,0,0,0,0,0,0,0,0,941
29,4.3726973169330074,2952,3,2,1,3,0,0,0,0,0,0,0,0,1945
30,4.495067521396165,2951,4,2,1,3,0,0,0,0,0,0,0,0,1032
31,4.507113925763419,2951,4,2,1,2,0,0,0,0,0,1,0,0,947
32,4.576323508020104,2952,4,2,1,2,0,0,0,0,0,0,0,0,947
33,4.5905139466401055,2952,4,2,1,1,0,0,0,0,0,1,0,0,1186
34,4.691169808632185,2952,3,3,1,1,0,0,0,0,0,1,0,0,507
35,4.776079184084098,2952,2,3,2,1,0,0,0,0,0,1,0,0,2516
36,4.809151653957637,2952,2,3,1,1,0,0,0,0,0,2,0,0,2516
37,4.845159547620957,2952,1,4,1,1,0,0,0,0,0,2,0,0,1032
38,4.855674257663227,2952,1,3,1,2,0,0,0,0,0,2,0,0,990
39,4.914523023718876,2953,1,3,1,2,0,0,0,0,0,1,0,0,2516
40,5.099934222902618,2952,2,3,1,2,0,0,0,0,0,1,0,0,223
41,5.157770857786156,2951,3,3,1,2,0,0,0,0,0,1,0,0,616
42,5.182557862571031,2952,3,3,1,2,0,0,0,0,0,0,0,0,1186
43,5.228869941551464,2952,2,3,2,2,0,0,0,0,0,0,0,0,610
44,5.248267808598952,2952,2,3,1,2,0,0,0,0,0,1,0,0,1945
45,5.28830232101488,2952,2,3,1,1,0,1,0,0,0,1,0,0,56
46,5.337194462822284,2951,3,3,1,1,0,1,0,0,0,1,0,0,218
47,5.525088828795032,2952,3,3,1,1,0,1,0,0,0,0,0,0,1945
48,5.5759907774865605,2952,3,2,1,2,0,1,0,0,0,0,0,0,1032
49,5.762108938634287,2951,4,2,1,2,0,1,0,0,0,0,0,0,1601
50,5.777692268292169,2951,3,3,1,2,0,1,0,0,0,0,0,0,223
51,5.8424399650410175,2951,3,2,1,3,0,1,0,0,0,0,0,0,223
52,5.918296250349708,2951,2,3,1,3,0,1,0,0,0,0,0,0,218
