,t,nS,nE,nI1,nI1p,nI2,nI2p,nL1,nL1p,nL2,nL2p,nT1,nT2,nT3,node
0,0.0,2951,1,0,0,0,0,0,0,0,0,0,0,0,70
1,0.5385512421790432,2951,0,0,1,0,0,0,0,0,0,0,0,0,70
2,0.6705546200876098,2950,1,0,1,0,0,0,0,0,0,0,0,0,2132
3,1.069692594623339,2950,0,0,2,0,0,0,0,0,0,0,0,0,2132
4,1.078470038718094,2949,1,0,2,0,0,0,0,0,0,0,0,0,62
5,1.1082237861272044,2949,1,0,1,0,0,0,0,0,0,1,0,0,70
6,1.184754948989275,2949,1,0,0,0,0,0,0,0,0,2,0,0,2132
7,1.575822636729641,2950,1,0,0,0,0,0,0,0,0,1,0,0,70
8,1.5825539387980194,2951,1,0,0,0,0,0,0,0,0,0,0,0,2132
9,1.6400129763416493,2951,0,1,0,0,0,0,0,0,0,0,0,0,62
10,1.7119527137259403,2951,0,0,0,0,0,0,0,0,0,1,0,0,62
