,t,nS,nE,nI1,nI1p,nI2,nI2p,nL1,nL1p,nL2,nL2p,nT1,nT2,nT3,node
0,0.0,2951,1,0,0,0,0,0,0,0,0,0,0,0,70
1,0.16795072847823164,2951,0,0,1,0,0,0,0,0,0,0,0,0,70
2,0.7136150283112201,2951,0,0,0,0,1,0,0,0,0,0,0,0,70
3,1.417035816901161,2950,1,0,0,0,1,0,0,0,0,0,0,0,429
4,1.5880196658498646,2950,0,0,1,0,1,0,0,0,0,0,0,0,429
5,1.7933133233272756,2949,1,0,1,0,1,0,0,0,0,0,0,0,1005
6,1.9719697504709108,2949,1,0,0,0,2,0,0,0,0,0,0,0,429
7,2.3603796843900104,2949,0,0,1,0,2,0,0,0,0,0,0,0,1005
8,2.448674678672016,2948,1,0,1,0,2,0,0,0,0,0,0,0,918
9,2.7721856925029282,2948,1,0,1,0,1,0,0,0,0,1,0,0,70
10,2.9507313855315247,2949,1,0,1,0,1,0,0,0,0,0,0,0,70
11,3.093613262420173,2948,2,0,1,0,1,0,0,0,0,0,0,0,1068
12,3.1457761900574557,2948,2,0,1,0,0,0,1,0,0,0,0,0,429
13,3.3671683606755045,2947,3,0,1,0,0,0,1,0,0,0,0,0,1049
14,3.5395223293363527,2947,3,0,0,0,1,0,1,0,0,0,0,0,1005
15,3.5635620806192656,2947,2,1,0,0,1,0,1,0,0,0,0,0,1049
16,3.9072770697141435,2947,1,2,0,0,1,0,1,0,0,0,0,0,1068
17,3.9364109469046826,2946,2,2,0,0,1,0,1,0,0,0,0,0,1242
18,3.944433189091742,2946,2,2,0,0,1,0,0,0,0,0,1,0,429
19,3.9447311660156874,2947,2,2,0,0,1,0,0,0,0,0,0,0,429
20,4.1391818319439775,2947,1,3,0,0,1,0,0,0,0,0,0,0,1242
21,4.13957412349539,2947,1,2,0,0,1,0,0,0,0,1,0,0,1242
22,4.167042408673963,2947,1,1,0,0,1,0,0,0,0,2,0,0,1049
23,4.440398971186987,2948,1,1,0,0,1,0,0,0,0,1,0,0,1242
24,4.452426461230251,2947,2,1,0,0,1,0,0,0,0,1,0,0,2353
25,4.539997580186711,2946,3,1,0,0,1,0,0,0,0,1,0,0,545
26,4.545220286276232,2947,3,1,0,0,1,0,0,0,0,0,0,0,1049
27,4.630843911779786,2946,4,1,0,0,1,0,0,0,0,0,0,0,1165
28,4.747970978415912,2946,4,0,0,1,1,0,0,0,0,0,0,0,1068
29,4.8436932458353255,2945,5,0,0,1,1,0,0,0,0,0,0,0,238
30,4.96716494835674,2944,6,0,0,1,1,0,0,0,0,0,0,0,425
31,4.983567343209045,2944,5,1,0,1,1,0,0,0,0,0,0,0,2353
32,5.1040304197180255,2944,5,1,0,1,0,0,0,0,0,1,0,0,1005
33,5.106697623874498,2944,4,1,1,1,0,0,0,0,0,1,0,0,238
34,5.1323896012770875,2945,4,1,1,1,0,0,0,0,0,0,0,0,1005
35,5.402234190888979,2945,3,2,1,1,0,0,0,0,0,0,0,0,545
36,5.422361172075854,2945,2,2,2,1,0,0,0,0,0,0,0,0,425
37,5.437560114987875,2944,3,2,2,1,0,0,0,0,0,0,0,0,519
38,5.481315189261628,2943,4,2,2,1,0,0,0,0,0,0,0,0,651
39,5.524564791159817,2943,3,3,2,1,0,0,0,0,0,0,0,0,918
40,5.5498615999140615,2943,2,4,2,1,0,0,0,0,0,0,0,0,519
41,5.565384536862203,2942,3,4,2,1,0,0,0,0,0,0,0,0,1283
42,5.583659076200839,2941,4,4,2,1,0,0,0,0,0,0,0,0,1005
43,5.65719093941264,2941,4,3,2,2,0,0,0,0,0,0,0,0,545
44,5.665225839712732,2941,4,3,2,1,0,1,0,0,0,0,0,0,545
45,5.673838509546105,2940,5,3,2,1,0,1,0,0,0,0,0,0,902
46,5.684971598356265,2940,4,4,2,1,0,1,0,0,0,0,0,0,902
47,5.834512853137731,2940,4,4,1,1,1,1,0,0,0,0,0,0,425
48,5.958703699205849,2940,3,5,1,1,1,1,0,0,0,0,0,0,651
49,6.148937047902984,2940,3,4,1,2,1,1,0,0,0,0,0,0,519
50,6.330895102896443,2940,3,4,0,2,2,1,0,0,0,0,0,0,238
51,6.335213674987854,2939,4,4,0,2,2,1,0,0,0,0,0,0,14
52,6.440896051020983,2939,4,3,0,3,2,1,0,0,0,0,0,0,902
53,6.468218680235267,2938,5,3,0,3,2,1,0,0,0,0,0,0,95
54,6.568830408697571,2937,6,3,0,3,2,1,0,0,0,0,0,0,2284
55,6.734990083634633,2937,5,4,0,3,2,1,0,0,0,0,0,0,2284
56,6.803343653463511,2936,6,4,0,3,2,1,0,0,0,0,0,0,2346
57,6.901369290243835,2936,6,3,0,4,2,1,0,0,0,0,0,0,918
58,6.9451687037811505,2936,5,3,1,4,2,1,0,0,0,0,0,0,1283
59,6.982438965528279,2936,4,4,1,4,2,1,0,0,0,0,0,0,2346
60,7.133361418565081,2936,3,5,1,4,2,1,0,0,0,0,0,0,1165
61,7.161364670761393,2936,3,4,1,5,2,1,0,0,0,0,0,0,2353
62,7.166573267902324,2935,4,4,1,5,2,1,0,0,0,0,0,0,562
63,7.178406959546101,2935,4,4,1,5,1,1,0,0,0,1,0,0,238
64,7.229530546367608,2935,4,3,1,6,1,1,0,0,0,1,0,0,2284
65,7.253573231737871,2935,3,3,2,6,1,1,0,0,0,1,0,0,1005
66,7.31745191319455,2936,3,3,2,6,1,1,0,0,0,0,0,0,238
67,7.356936842175671,2935,4,3,2,6,1,1,0,0,0,0,0,0,1154
68,7.364020573975496,2934,5,3,2,6,1,1,0,0,0,0,0,0,29
69,7.414509208817352,2934,4,4,2,6,1,1,0,0,0,0,0,0,29
70,7.552945012920355,2933,5,4,2,6,1,1,0,0,0,0,0,0,1966
71,7.584592506848894,2933,5,4,2,5,1,2,0,0,0,0,0,0,1068
72,7.681398866657876,2933,4,5,2,5,1,2,0,0,0,0,0,0,95
73,7.841363969400913,2933,4,4,2,6,1,2,0,0,0,0,0,0,29
74,7.85672889207385,2933,3,4,3,6,1,2,0,0,0,0,0,0,562
75,7.8885459465407255,2932,4,4,3,6,1,2,0,0,0,0,0,0,121
76,7.889325376029017,2932,4,4,2,6,1,2,0,0,0,1,0,0,1005
77,7.917776334505385,2932,3,4,3,6,1,2,0,0,0,1,0,0,121
78,7.926729092988475,2931,4,4,3,6,1,2,0,0,0,1,0,0,532
79,7.945934690080154,2930,5,4,3,6,1,2,0,0,0,1,0,0,200
80,7.948245681767538,2929,6,4,3,6,1,2,0,0,0,1,0,0,360
81,7.99940850536022,2929,5,5,3,6,1,2,0,0,0,1,0,0,532
82,8.027885042869563,2929,4,5,4,6,1,2,0,0,0,1,0,0,200
83,8.06101855277188,2929,3,5,5,6,1,2,0,0,0,1,0,0,360
84,8.076453570345354,2929,3,5,5,5,1,2,0,0,0,2,0,0,2353
85,8.079368764679325,2929,3,5,5,5,1,1,0,0,0,2,1,0,545
86,8.09102062976834,2930,3,5,5,5,1,1,0,0,0,1,1,0,1005
87,8.117351991514129,2930,3,5,4,5,1,1,0,0,0,2,1,0,1283
88,8.139420878036823,2931,3,5,4,5,1,1,0,0,0,1,1,0,1283
89,8.181728800356508,2930,4,5,4,5,1,1,0,0,0,1,1,0,517
