"","X","Unnamed..0","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup","net"
"2777",1184,1185,1185,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,1,0,1,0,1
"2778",1220,1221,1221,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
"2779",1810,1811,1811,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
"2780",1189,1190,1190,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2781",1190,1191,1191,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2782",1192,1193,1193,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2783",1764,1765,1765,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,2,1,0,1,2,1,2,1,2,1
"2784",1197,1198,1198,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2785",1974,1975,1975,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
"2786",1202,1203,1203,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
"2787",2205,2206,2206,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,1,3,0,4,1,2,3,0,5,3,2,1
"2788",2448,2449,2449,"white","age.gp4","NoTr","NoTrade","NoGroup",3,1,1,0,1,0,3,0,1,2,0,3,1,2,1
"2789",1214,1215,1215,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
"2790",1588,1589,1589,"white","age.gp4","Tr","NoTrade","Group",13,1,5,1,6,2,10,1,4,9,0,13,8,5,1
"2791",1222,1223,1223,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,0,1,1
"2792",1224,1225,1225,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2793",1945,1946,1946,"white","age.gp4","NoTr","NoTrade","Group",12,1,1,2,8,0,12,0,6,6,0,12,8,4,1
"2794",1235,1236,1236,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
"2795",2536,2537,2537,"other","age.gp1","NoTr","NoTrade","NoGroup",6,4,1,1,0,0,6,0,3,3,0,6,2,4,1
"2796",1759,1760,1760,"black","age.gp4","NoTr","NoTrade","NoGroup",5,2,2,0,1,0,4,1,2,3,0,5,2,3,1
"2797",2097,2098,2098,"black","age.gp3","NoTr","NoTrade","NoGroup",5,0,2,2,1,4,1,0,1,4,1,4,2,3,1
"2798",1891,1892,1892,"other","age.gp1","NoTr","NoTrade","Group",5,3,1,1,0,0,5,0,2,3,0,5,1,4,1
"2799",1900,1901,1901,"white","age.gp1","Tr","NoTrade","NoGroup",11,2,3,4,2,2,8,1,2,9,1,10,8,3,1
"2800",1921,1922,1922,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,2,1,3,0,6,0,3,3,0,6,4,2,1
"2801",2137,2138,2138,"other","age.gp2","NoTr","NoTrade","NoGroup",5,1,3,1,0,1,4,0,3,2,1,4,4,1,1
"2802",1716,1717,1717,"white","age.gp1","Tr","NoTrade","NoGroup",8,3,0,3,2,0,8,0,2,6,1,7,6,2,1
"2803",1522,1523,1523,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"2804",1263,1264,1264,"black","age.gp3","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0,1
"2805",2095,2096,2096,"black","age.gp3","NoTr","NoTrade","NoGroup",6,2,2,0,2,2,4,0,0,6,0,6,4,2,1
"2806",1449,1450,1450,"black","age.gp1","NoTr","NoTrade","NoGroup",6,1,1,2,2,1,5,0,1,5,1,5,5,1,1
"2807",2818,2819,2819,"other","age.gp2","NoTr","NoTrade","NoGroup",6,0,3,0,3,0,6,0,1,5,0,6,5,1,1
"2808",2766,2767,2767,"black","age.gp2","NoTr","NoTrade","NoGroup",5,0,3,1,1,0,4,1,2,3,0,5,3,2,1
"2809",2912,2913,2913,"other","age.gp1","NoTr","NoTrade","NoGroup",5,3,1,1,0,1,4,0,2,3,1,4,2,3,1
"2810",2425,2426,2426,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,0,1,1
"2811",2554,2555,2555,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,2,0,1,0,5,0,1,4,0,5,2,3,1
"2812",2644,2645,2645,"white","age.gp1","NoTr","NoTrade","NoGroup",4,2,2,0,0,1,2,1,1,3,0,4,2,2,1
"2813",1907,1908,1908,"other","age.gp2","NoTr","NoTrade","NoGroup",8,0,5,1,2,1,7,0,5,3,0,8,5,3,1
"2814",1529,1530,1530,"black","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,0,5,0,5,0,0,5,5,0,1
"2815",1332,1333,1333,"white","age.gp3","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,3,0,1,2,0,3,2,1,1
"2816",1333,1334,1334,"white","age.gp3","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2817",1370,1371,1371,"black","age.gp4","NoTr","NoTrade","Group",6,0,1,0,5,6,0,0,0,6,1,5,3,3,1
"2818",1527,1528,1528,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,1,1,0,1,1,0,2,2,0,1
"2819",1753,1754,1754,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,0,3,2,2,0,1,3,0,4,3,1,1
"2820",1534,1535,1535,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,1,2,2,1,0,1,2,0,3,2,1,1
"2821",1351,1352,1352,"black","age.gp4","NoTr","NoTrade","Group",4,1,0,0,3,1,3,0,1,3,1,3,4,0,1
"2822",1513,1514,1514,"black","age.gp4","NoTr","NoTrade","NoGroup",5,1,0,1,3,3,1,1,1,4,0,5,4,1,1
"2823",1748,1749,1749,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,1,3,4,0,0,0,4,0,4,1,3,1
"2824",2734,2735,2735,"black","age.gp3","NoTr","NoTrade","NoGroup",6,0,3,2,1,5,1,0,1,5,1,5,3,3,1
"2825",1366,1367,1367,"black","age.gp4","NoTr","NoTrade","Group",13,2,0,2,9,6,6,1,3,10,2,11,8,5,1
"2826",1516,1517,1517,"black","age.gp4","NoTr","NoTrade","NoGroup",3,1,0,0,2,3,0,0,0,3,0,3,1,2,1
"2827",1995,1996,1996,"white","age.gp4","Tr","NoTrade","NoGroup",5,0,1,1,3,2,3,0,2,3,0,5,3,2,1
"2828",2225,2226,2226,"black","age.gp4","NoTr","Trade","Group",5,0,0,1,4,4,1,0,0,5,1,4,4,1,1
"2829",2020,2021,2021,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0,1
"2830",2135,2136,2136,"other","age.gp2","NoTr","NoTrade","NoGroup",4,0,1,1,2,1,3,0,0,4,0,4,3,1,1
"2831",1387,1388,1388,"black","age.gp3","NoTr","NoTrade","NoGroup",3,0,2,1,0,2,1,0,0,3,0,3,2,1,1
"2832",1398,1399,1399,"black","age.gp3","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"2833",2736,2737,2737,"black","age.gp3","NoTr","NoTrade","NoGroup",5,0,1,3,1,3,2,0,2,3,0,5,2,3,1
"2834",1676,1677,1677,"white","age.gp4","NoTr","Trade","NoGroup",2,0,0,1,1,0,2,0,1,1,0,2,2,0,1
"2835",1652,1653,1653,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,0,2,1,0,3,0,0,3,0,3,2,1,1
"2836",2199,2200,2200,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
"2837",2664,2665,2665,"white","age.gp3","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
"2838",1495,1496,1496,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
"2839",1612,1613,1613,"white","age.gp3","Tr","NoTrade","NoGroup",6,1,2,3,0,1,4,1,2,4,0,6,4,2,1
"2840",1912,1913,1913,"other","age.gp2","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,0,2,0,2,1,1,1
"2841",2823,2824,2824,"other","age.gp2","NoTr","NoTrade","NoGroup",4,1,2,1,0,1,3,0,2,2,1,3,4,0,1
"2842",2813,2814,2814,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,1,2,0,0,3,0,1,2,0,3,2,1,1
"2843",2507,2508,2508,"black","age.gp2","NoTr","NoTrade","NoGroup",7,2,3,1,1,4,2,1,3,4,0,7,5,2,1
"2844",2549,2550,2550,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,2,0,0,0,4,0,2,2,0,4,3,1,1
"2845",2798,2799,2799,"white","age.gp2","NoTr","NoTrade","NoGroup",9,0,6,3,0,0,7,2,5,4,0,9,5,4,1
"2846",1440,1441,1441,"white","age.gp3","Tr","NoTrade","NoGroup",5,1,2,1,1,1,4,0,1,4,0,5,3,2,1
"2847",2197,2198,2198,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
"2848",1683,1684,1684,"white","age.gp4","NoTr","Trade","NoGroup",3,0,1,2,0,0,3,0,1,2,0,3,1,2,1
"2849",1851,1852,1852,"black","age.gp3","NoTr","NoTrade","NoGroup",5,3,1,1,0,2,3,0,1,4,0,5,2,3,1
"2850",2551,2552,2552,"other","age.gp1","NoTr","NoTrade","NoGroup",5,2,1,1,1,1,4,0,2,3,1,4,3,2,1
"2851",2610,2611,2611,"white","age.gp4","NoTr","NoTrade","NoGroup",7,0,2,1,4,0,7,0,3,4,1,6,6,1,1
"2852",2545,2546,2546,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,0,3,0,1,2,0,3,1,2,1
"2853",1480,1481,1481,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2854",1488,1489,1489,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
"2855",2715,2716,2716,"white","age.gp4","NoTr","NoTrade","Group",6,0,2,0,4,0,6,0,3,3,0,6,5,1,1
"2856",1494,1495,1495,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2857",1496,1497,1497,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,3,0,0,3,2,1,1
"2858",1500,1501,1501,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2859",1503,1504,1504,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2860",1504,1505,1505,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2861",1509,1510,1510,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
"2862",2487,2488,2488,"other","age.gp1","NoTr","NoTrade","NoGroup",3,0,0,2,1,0,3,0,1,2,0,3,1,2,1
"2863",1512,1513,1513,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,0,3,2,2,0,1,3,2,2,4,0,1
"2864",1514,1515,1515,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2865",1756,1757,1757,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2866",1519,1520,1520,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,1,0,1
"2867",1526,1527,1527,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,1,0,1,0,1
"2868",1531,1532,1532,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"2869",1980,1981,1981,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
"2870",2190,2191,2191,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
"2871",1824,1825,1825,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,0,0,3,2,2,0,1,3,0,4,2,2,1
"2872",2582,2583,2583,"white","age.gp4","NoTr","NoTrade","Group",6,1,0,1,4,0,6,0,4,2,0,6,5,1,1
"2873",2187,2188,2188,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2874",2198,2199,2199,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2875",1829,1830,1830,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2876",1689,1690,1690,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2877",2400,2401,2401,"white","age.gp3","NoTr","NoTrade","NoGroup",6,3,0,2,1,1,4,1,2,4,1,5,3,3,1
"2878",2759,2760,2760,"white","age.gp3","NoTr","NoTrade","NoGroup",5,0,2,2,1,0,5,0,3,2,0,5,3,2,1
"2879",2638,2639,2639,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
"2880",2451,2452,2452,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
"2881",1653,1654,1654,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,3,0,1,2,0,3,3,0,1
"2882",1971,1972,1972,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
"2883",1657,1658,1658,"other","age.gp2","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"2884",1662,1663,1663,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,3,0,2,1,0,3,2,1,1
"2885",1677,1678,1678,"white","age.gp4","NoTr","Trade","NoGroup",3,0,1,1,1,0,3,0,1,2,0,3,3,0,1
"2886",1680,1681,1681,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2887",1681,1682,1682,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2888",1688,1689,1689,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
"2889",1695,1696,1696,"white","age.gp4","NoTr","Trade","NoGroup",4,0,0,0,4,0,4,0,1,3,0,4,4,0,1
"2890",1698,1699,1699,"white","age.gp4","NoTr","Trade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
"2891",1699,1700,1700,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0,1
"2892",1700,1701,1701,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2893",1705,1706,1706,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2894",2450,2451,2451,"white","age.gp4","NoTr","NoTrade","NoGroup",4,2,2,0,0,0,3,1,2,2,0,4,3,1,1
"2895",1926,1927,1927,"other","age.gp2","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
"2896",1932,1933,1933,"other","age.gp2","NoTr","NoTrade","NoGroup",4,0,2,0,2,1,3,0,3,1,1,3,3,1,1
"2897",2721,2722,2722,"white","age.gp4","NoTr","NoTrade","Group",4,0,3,0,1,0,4,0,1,3,0,4,2,2,1
"2898",2427,2428,2428,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
"2899",2176,2177,2177,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,2,2,0,4,0,3,1,0,4,3,1,1
"2900",2439,2440,2440,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"2901",2621,2622,2622,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2902",1743,1744,1744,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"2903",1744,1745,1745,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
"2904",1745,1746,1746,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,3,0,0,0,3,0,3,0,3,1
"2905",2404,2405,2405,"white","age.gp3","NoTr","NoTrade","NoGroup",3,0,1,0,2,1,2,0,1,2,0,3,2,1,1
"2906",1821,1822,1822,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2907",1758,1759,1759,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2908",1769,1770,1770,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2909",2572,2573,2573,"white","age.gp4","NoTr","NoTrade","Group",5,0,1,2,2,1,4,0,2,3,0,5,3,2,1
"2910",2535,2536,2536,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,0,1,1,1,1,0,1,1,0,2,1,1,1
"2911",1777,1778,1778,"white","age.gp4","Tr","NoTrade","Group",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2912",1778,1779,1779,"white","age.gp4","Tr","NoTrade","Group",4,1,0,0,3,0,3,1,1,3,0,4,3,1,1
"2913",1994,1995,1995,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2914",1983,1984,1984,"white","age.gp4","Tr","NoTrade","NoGroup",3,0,0,0,3,0,3,0,2,1,0,3,2,1,1
"2915",2446,2447,2447,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2916",1996,1997,1997,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2917",2662,2663,2663,"white","age.gp3","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2918",2442,2443,2443,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2919",1814,1815,1815,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,1,0,1,0,1,0,1
"2920",1816,1817,1817,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,2,0,0,0,2,0,2,0,2,1
"2921",2010,2011,2011,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,3,0,0,0,3,1,2,2,1,1
"2922",1834,1835,1835,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2923",1839,1840,1840,"black","age.gp3","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,0,1,1
"2924",2498,2499,2499,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,0,2,0,0,2,0,0,2,0,2,1,1,1
"2925",1871,1872,1872,"other","age.gp1","NoTr","NoTrade","Group",3,0,1,1,1,0,3,0,1,2,0,3,2,1,1
"2926",2431,2432,2432,"white","age.gp4","NoTr","NoTrade","NoGroup",5,2,1,0,2,0,3,2,1,4,0,5,4,1,1
"2927",2018,2019,2019,"black","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,0,1,0,1,0,1,1,0,1
"2928",1914,1915,1915,"other","age.gp2","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2929",1956,1957,1957,"white","age.gp4","NoTr","NoTrade","Group",3,0,1,1,1,1,2,0,1,2,1,2,3,0,1
"2930",2191,2192,2192,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
"2931",1978,1979,1979,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
"2932",1981,1982,1982,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2933",1984,1985,1985,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2934",1987,1988,1988,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
"2935",1990,1991,1991,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
"2936",2007,2008,2008,"black","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,1,0,0,0,1,0,1,0,1,1
"2937",2023,2024,2024,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,2,0,2,1,0,0,3,1,2,1,2,1
"2938",2025,2026,2026,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"2939",2639,2640,2640,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2940",2626,2627,2627,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,2,1,1,2,0,3,1,2,1
"2941",2179,2180,2180,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"2942",2087,2088,2088,"black","age.gp3","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,0,1,1
"2943",2724,2725,2725,"black","age.gp3","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"2944",2183,2184,2184,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,0,1,1,0,0,1,1,0,1
"2945",2501,2502,2502,"other","age.gp1","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2946",2488,2489,2489,"other","age.gp1","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
"2947",2630,2631,2631,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,1,1,0,2,1,1,1
"2948",2654,2655,2655,"black","age.gp1","NoTr","NoTrade","NoGroup",2,1,1,0,0,1,1,0,0,2,0,2,1,1,1
"2949",2625,2626,2626,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0,1
"2950",2491,2492,2492,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,1,0,0,2,0,0,2,1,1,1,1,1
"2951",2447,2448,2448,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2952",2449,2450,2450,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
"2953",2454,2455,2455,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
"2954",2486,2487,2487,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,0,1,1,1,3,0,1,3,0,4,1,3,1
"2955",2628,2629,2629,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
"2956",2620,2621,2621,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2957",2623,2624,2624,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,1,1,0,2,2,0,1
"2958",2631,2632,2632,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
"2959",2812,2813,2813,"other","age.gp2","NoTr","NoTrade","NoGroup",3,1,1,0,1,0,3,0,0,3,0,3,2,1,1
"2960",2894,2895,2895,"other","age.gp1","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
"2961",2889,2890,2890,"other","age.gp1","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,0,1,0,1,1,0,1
"2962",0,1,1,"black","age.gp3","NoTr","Trade","NoGroup",6,1,1,3,1,3,3,0,2,4,0,6,4,2,2
"2963",16,17,17,"black","age.gp2","Tr","NoTrade","Group",16,0,8,6,2,8,8,0,5,11,2,14,12,4,2
"2964",1003,1004,1004,"white","age.gp1","Tr","NoTrade","Group",21,12,4,2,3,1,12,8,5,16,3,18,11,10,2
"2965",1064,1065,1065,"white","age.gp4","NoTr","NoTrade","Group",8,0,4,3,1,1,6,1,3,5,1,7,4,4,2
"2966",1391,1392,1392,"black","age.gp3","NoTr","NoTrade","NoGroup",6,3,1,2,0,5,1,0,1,5,3,3,2,4,2
"2967",1395,1396,1396,"black","age.gp3","NoTr","NoTrade","NoGroup",5,1,2,2,0,3,1,1,1,4,2,3,2,3,2
"2968",1867,1868,1868,"white","age.gp3","NoTr","NoTrade","Group",22,1,5,10,6,3,18,1,6,16,4,18,16,6,2
"2969",1,2,2,"black","age.gp3","NoTr","Trade","NoGroup",4,1,2,0,1,1,3,0,0,4,0,4,0,4,2
"2970",459,460,460,"white","age.gp1","NoTr","NoTrade","NoGroup",12,5,3,2,2,2,8,2,4,8,2,10,5,7,2
"2971",780,781,781,"white","age.gp2","NoTr","NoTrade","NoGroup",8,1,3,1,3,4,4,0,3,5,3,5,6,2,2
"2972",2025,2026,2026,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,1,0,0,1,2
"2973",2315,2316,2316,"white","age.gp2","NoTr","NoTrade","NoGroup",13,2,6,3,2,1,9,3,7,6,3,10,10,3,2
"2974",2,3,3,"black","age.gp3","NoTr","Trade","NoGroup",7,1,2,2,2,2,5,0,4,3,0,7,4,3,2
"2975",92,93,93,"white","age.gp3","NoTr","NoTrade","Group",17,4,2,9,2,2,14,1,6,11,3,14,10,7,2
"2976",245,246,246,"white","age.gp2","Tr","NoTrade","Group",25,3,6,5,11,1,22,2,5,20,4,21,18,7,2
"2977",787,788,788,"black","age.gp1","Tr","NoTrade","NoGroup",15,9,1,2,3,6,5,4,3,12,3,12,6,9,2
"2978",956,957,957,"black","age.gp2","Tr","NoTrade","NoGroup",10,3,4,1,2,4,6,0,2,8,1,9,6,4,2
"2979",1337,1338,1338,"white","age.gp3","NoTr","NoTrade","NoGroup",10,0,4,3,3,1,8,1,3,7,2,8,8,2,2
