,node,treat,degree,size_comm_tr,size_comm_no_tr,old_label,type_comm_tr,type_comm_no_tr
306,307,NoTr,11,2522,2604,1412,large,large
307,308,NoTr,29,2522,2604,1413,large,large
308,309,Tr,20,2522,2604,1059,large,large
309,310,Tr,16,2522,2604,225,large,large
310,311,NoTr,23,2522,2604,425,large,large
311,312,Tr,10,2522,2604,1390,large,large
312,313,NoTr,6,2522,2604,2164,large,large
313,314,Tr,20,2522,2604,1029,large,large
314,315,Tr,10,2522,2604,2165,large,large
315,316,NoTr,8,2522,2604,2166,large,large
316,317,NoTr,10,2522,2604,2167,large,large
317,318,NoTr,16,2522,2604,1172,large,large
318,319,NoTr,19,2522,2604,171,large,large
319,320,NoTr,4,2522,2604,2126,large,large
320,321,NoTr,5,2522,2604,2183,large,large
321,322,NoTr,8,2522,2604,1844,large,large
322,323,NoTr,22,2522,2604,2109,large,large
323,324,Tr,18,2522,2604,309,large,large
324,325,NoTr,16,2522,2604,785,large,large
325,326,Tr,11,2522,2604,1425,large,large
326,327,Tr,11,2522,2604,1604,large,large
327,328,NoTr,24,2522,2604,700,large,large
328,329,NoTr,16,2522,2604,1579,large,large
329,330,Tr,5,2522,2604,2609,large,large
330,331,NoTr,18,2522,2604,393,large,large
331,332,NoTr,13,2522,2604,509,large,large
332,333,Tr,3,1,2604,2636,small,large
333,334,NoTr,17,2522,2604,821,large,large
334,335,NoTr,7,2522,2604,164,large,large
335,336,NoTr,7,2522,2604,998,large,large
336,337,NoTr,12,2522,2604,402,large,large
337,338,NoTr,5,2522,2604,2080,large,large
338,339,Tr,24,2522,2604,378,large,large
339,340,Tr,10,2522,2604,2493,large,large
340,341,Tr,18,2522,2604,577,large,large
341,342,NoTr,22,2522,2604,1509,large,large
342,343,NoTr,12,2522,2604,182,large,large
343,344,NoTr,9,2522,2604,1621,large,large
344,345,NoTr,11,2522,2604,1758,large,large
345,346,NoTr,10,2522,2604,1169,large,large
346,347,NoTr,2,2,2,2891,small,small
347,348,NoTr,18,2522,2604,247,large,large
348,349,NoTr,8,2522,2604,160,large,large
349,350,NoTr,12,2522,2604,305,large,large
350,351,NoTr,15,2522,2604,648,large,large
351,352,Tr,27,2522,2604,728,large,large
352,353,NoTr,11,2522,2604,720,large,large
353,354,NoTr,15,2522,2604,1527,large,large
354,355,NoTr,4,2522,2604,2001,large,large
355,356,NoTr,12,2522,2604,949,large,large
356,357,Tr,29,2522,2604,134,large,large
357,358,Tr,21,2522,2604,1775,large,large
358,359,Tr,28,2522,2604,1314,large,large
359,360,Tr,17,2522,2604,1388,large,large
360,361,Tr,23,2522,2604,1331,large,large
361,362,NoTr,16,2522,2604,2481,large,large
362,363,Tr,17,2522,2604,1161,large,large
363,364,Tr,20,2522,2604,2058,large,large
364,365,Tr,21,2522,2604,478,large,large
365,366,NoTr,4,2522,2604,1902,large,large
366,367,NoTr,6,2522,2604,1050,large,large
367,368,NoTr,12,2522,2604,837,large,large
368,369,NoTr,8,2522,2604,1216,large,large
369,370,Tr,12,2522,2604,1146,large,large
370,371,Tr,29,2522,2604,1368,large,large
371,372,NoTr,29,2522,2604,1315,large,large
372,373,NoTr,12,2522,2604,566,large,large
373,374,NoTr,10,2522,2604,918,large,large
374,375,NoTr,1,1,1,2327,small,small
375,376,Tr,11,2522,2604,1372,large,large
376,377,NoTr,16,2522,2604,702,large,large
377,378,Tr,20,2522,2604,1531,large,large
378,379,NoTr,7,2522,2604,38,large,large
379,380,NoTr,3,2522,2604,39,large,large
380,381,NoTr,6,2522,2604,40,large,large
381,382,NoTr,9,2522,2604,41,large,large
382,383,NoTr,13,2522,2604,42,large,large
383,384,NoTr,17,2522,2604,43,large,large
384,385,NoTr,2,2522,2604,45,large,large
385,386,NoTr,10,2522,2604,490,large,large
386,387,NoTr,9,2522,2604,46,large,large
387,388,NoTr,10,2522,2604,722,large,large
388,389,Tr,26,2522,2604,289,large,large
389,390,Tr,19,2522,2604,1710,large,large
390,391,NoTr,10,2522,2604,281,large,large
391,392,NoTr,6,2522,2604,409,large,large
392,393,NoTr,15,2522,2604,79,large,large
393,394,NoTr,1,1,1,2695,small,small
394,395,NoTr,6,2522,2604,1219,large,large
395,396,NoTr,19,2522,2604,1719,large,large
396,397,NoTr,10,2522,2604,1393,large,large
397,398,Tr,23,2522,2604,1730,large,large
398,399,NoTr,12,2522,2604,179,large,large
399,400,Tr,27,2522,2604,580,large,large
400,401,NoTr,19,2522,2604,1039,large,large
401,402,Tr,11,2522,2604,319,large,large
402,403,NoTr,12,2522,2604,143,large,large
403,404,NoTr,2,2522,2604,2945,large,large
404,405,NoTr,12,2522,2604,2246,large,large
405,406,NoTr,18,2522,2604,975,large,large
406,407,NoTr,13,2522,2604,856,large,large
407,408,NoTr,16,2522,2604,893,large,large
408,409,NoTr,12,2522,2604,1034,large,large
409,410,NoTr,3,2522,2604,2334,large,large
410,411,Tr,14,2522,2604,680,large,large
411,412,NoTr,5,2522,2604,2452,large,large
412,413,NoTr,8,2522,2604,1840,large,large
413,414,NoTr,8,2522,2604,209,large,large
414,415,NoTr,21,2522,2604,1952,large,large
415,416,Tr,18,2522,2604,405,large,large
416,417,NoTr,6,2522,2604,976,large,large
417,418,Tr,27,2522,2604,370,large,large
418,419,NoTr,9,2522,2604,1427,large,large
419,420,NoTr,13,2522,2604,72,large,large
420,421,NoTr,12,2522,2604,2174,large,large
421,422,Tr,26,2522,2604,775,large,large
422,423,NoTr,4,2522,2604,1998,large,large
423,424,NoTr,6,2522,2604,1547,large,large
424,425,Tr,13,2522,2604,1057,large,large
425,426,NoTr,2,2522,2604,2894,large,large
426,427,NoTr,9,2522,2604,2726,large,large
427,428,NoTr,10,2522,2604,875,large,large
428,429,Tr,12,2522,2604,1132,large,large
429,430,Tr,22,2522,2604,2360,large,large
430,431,NoTr,16,2522,2604,2632,large,large
431,432,NoTr,11,2522,2604,191,large,large
432,433,NoTr,19,2522,2604,322,large,large
433,434,Tr,14,2522,2604,47,large,large
434,435,NoTr,12,2522,2604,48,large,large
435,436,NoTr,6,2522,2604,49,large,large
436,437,NoTr,18,2522,2604,50,large,large
437,438,NoTr,10,2522,2604,52,large,large
438,439,NoTr,15,2522,2604,53,large,large
439,440,NoTr,20,2522,2604,54,large,large
440,441,NoTr,11,2522,2604,1080,large,large
441,442,NoTr,6,2522,2604,1115,large,large
442,443,NoTr,5,2522,2604,1373,large,large
443,444,Tr,16,2522,2604,1082,large,large
444,445,NoTr,6,2522,2604,1374,large,large
445,446,NoTr,1,1,1,1375,small,small
446,447,Tr,11,2522,2604,1294,large,large
447,448,Tr,17,2522,2604,952,large,large
448,449,NoTr,15,2522,2604,1377,large,large
449,450,NoTr,2,2522,2604,1378,large,large
450,451,Tr,19,2522,2604,618,large,large
451,452,NoTr,6,2522,2604,2155,large,large
452,453,NoTr,8,2522,2604,354,large,large
453,454,NoTr,9,2522,2604,795,large,large
454,455,NoTr,6,2522,2604,2156,large,large
455,456,NoTr,7,2522,2604,323,large,large
456,457,NoTr,13,2522,2604,1003,large,large
457,458,NoTr,7,2522,2604,2357,large,large
458,459,NoTr,21,2522,2604,2342,large,large
459,460,NoTr,4,2522,2604,2358,large,large
460,461,NoTr,7,2522,2604,1321,large,large
461,462,NoTr,5,2522,2604,399,large,large
462,463,NoTr,17,2522,2604,1556,large,large
463,464,NoTr,15,2522,2604,1224,large,large
464,465,Tr,32,2522,2604,1000,large,large
465,466,NoTr,15,2522,2604,295,large,large
466,467,Tr,8,2522,2604,1271,large,large
467,468,Tr,4,2,2604,1058,small,large
468,469,Tr,12,2522,2604,1797,large,large
469,470,NoTr,24,2522,2604,519,large,large
470,471,NoTr,13,2522,2604,2047,large,large
471,472,NoTr,18,2522,2604,1079,large,large
472,473,NoTr,7,2522,2604,2154,large,large
473,474,NoTr,10,2522,2604,2084,large,large
474,475,Tr,7,2522,2604,931,large,large
475,476,NoTr,7,2522,2604,1795,large,large
476,477,NoTr,12,2522,2604,2299,large,large
477,478,Tr,28,2522,2604,1465,large,large
478,479,NoTr,4,2522,2604,2672,large,large
479,480,NoTr,17,2522,2604,460,large,large
480,481,NoTr,2,2522,2604,2207,large,large
481,482,NoTr,7,2522,2604,2266,large,large
482,483,NoTr,5,2522,2604,104,large,large
483,484,Tr,13,2522,2604,1009,large,large
484,485,Tr,16,2522,2604,1133,large,large
485,486,NoTr,12,2522,2604,1889,large,large
486,487,NoTr,8,2522,2604,1078,large,large
487,488,NoTr,16,2522,2604,555,large,large
488,489,NoTr,24,2522,2604,1241,large,large
489,490,Tr,5,2522,2604,1316,large,large
490,491,NoTr,7,2522,2604,66,large,large
491,492,NoTr,10,2522,2604,1753,large,large
492,493,NoTr,11,2522,2604,2117,large,large
493,494,NoTr,36,2522,2604,287,large,large
494,495,Tr,5,1,2604,870,small,large
495,496,NoTr,5,2522,2604,1075,large,large
496,497,NoTr,14,2522,2604,1062,large,large
497,498,NoTr,13,2522,2604,2130,large,large
498,499,NoTr,8,2522,2604,750,large,large
499,500,NoTr,16,2522,2604,1424,large,large
500,501,Tr,24,2522,2604,264,large,large
501,502,NoTr,26,2522,2604,1258,large,large
502,503,NoTr,12,2522,2604,2393,large,large
503,504,NoTr,27,2522,2604,109,large,large
504,505,NoTr,12,2522,2604,88,large,large
505,506,NoTr,11,2522,2604,1956,large,large
506,507,Tr,13,2522,2604,1808,large,large
507,508,NoTr,10,2522,2604,1261,large,large
508,509,NoTr,22,2522,2604,245,large,large
509,510,NoTr,6,2522,2604,1198,large,large
510,511,Tr,6,2522,2604,1756,large,large
511,512,NoTr,3,2522,2604,2913,large,large
512,513,NoTr,7,2522,2604,2013,large,large
513,514,NoTr,10,2522,2604,1619,large,large
514,515,NoTr,14,2522,2604,2349,large,large
515,516,NoTr,5,2522,2604,2680,large,large
516,517,NoTr,4,2522,2604,55,large,large
517,518,Tr,17,2522,2604,57,large,large
518,519,NoTr,16,2522,2604,58,large,large
519,520,NoTr,14,2522,2604,59,large,large
520,521,Tr,27,2522,2604,101,large,large
521,522,NoTr,9,2522,2604,103,large,large
522,523,NoTr,5,2522,2604,105,large,large
523,524,NoTr,9,2522,2604,106,large,large
524,525,NoTr,10,2522,2604,107,large,large
525,526,NoTr,4,2522,2604,108,large,large
526,527,NoTr,26,2522,2604,110,large,large
527,528,NoTr,28,2522,2604,111,large,large
528,529,NoTr,15,2522,2604,112,large,large
529,530,NoTr,3,3,3,2034,small,small
530,531,NoTr,6,2522,2604,2175,large,large
531,532,NoTr,11,2522,2604,641,large,large
532,533,NoTr,10,2522,2604,1024,large,large
533,534,Tr,7,2522,2604,1760,large,large
534,535,Tr,20,2522,2604,229,large,large
535,536,NoTr,3,2,2,2488,small,small
536,537,NoTr,4,2522,2604,2535,large,large
537,538,NoTr,7,2522,2604,1462,large,large
538,539,NoTr,13,2522,2604,1467,large,large
539,540,NoTr,3,2522,2604,187,large,large
540,541,NoTr,10,2522,2604,959,large,large
541,542,Tr,7,2522,2604,1352,large,large
542,543,Tr,20,2522,2604,356,large,large
543,544,NoTr,9,2522,2604,1766,large,large
544,545,NoTr,14,2522,2604,1292,large,large
545,546,Tr,22,2522,2604,615,large,large
546,547,NoTr,8,2522,2604,2345,large,large
547,548,NoTr,7,2522,2604,2604,large,large
548,549,NoTr,19,2522,2604,876,large,large
549,550,Tr,6,2522,2604,1847,large,large
550,551,NoTr,9,2522,2604,1436,large,large
551,552,NoTr,16,2522,2604,1419,large,large
552,553,NoTr,6,2522,2604,1218,large,large
553,554,NoTr,13,2522,2604,663,large,large
554,555,NoTr,1,1,1,2910,small,small
555,556,Tr,10,2522,2604,2490,large,large
556,557,NoTr,18,2522,2604,845,large,large
557,558,NoTr,5,2522,2604,162,large,large
558,559,NoTr,16,2522,2604,2309,large,large
559,560,NoTr,11,2522,2604,980,large,large
560,561,NoTr,21,2522,2604,1163,large,large
561,562,Tr,27,2522,2604,736,large,large
562,563,NoTr,3,2522,2604,61,large,large
563,564,NoTr,10,2522,2604,63,large,large
564,565,NoTr,11,2522,2604,64,large,large
565,566,NoTr,8,2522,2604,149,large,large
566,567,NoTr,4,2522,2604,150,large,large
567,568,Tr,6,2522,2604,152,large,large
568,569,NoTr,7,2522,2604,153,large,large
569,570,NoTr,6,2522,2604,154,large,large
570,571,Tr,29,2522,2604,155,large,large
571,572,Tr,17,2522,2604,81,large,large
572,573,NoTr,30,2522,2604,156,large,large
573,574,NoTr,7,2522,2604,93,large,large
574,575,NoTr,9,2522,2604,157,large,large
575,576,NoTr,13,2522,2604,158,large,large
576,577,NoTr,7,2522,2604,159,large,large
577,578,NoTr,16,2522,2604,161,large,large
578,579,NoTr,3,2522,2604,163,large,large
579,580,NoTr,20,2522,2604,165,large,large
580,581,NoTr,16,2522,2604,166,large,large
581,582,NoTr,1,1,1,2193,small,small
582,583,NoTr,8,2522,2604,1845,large,large
583,584,NoTr,10,2522,2604,1982,large,large
584,585,Tr,11,2522,2604,1191,large,large
585,586,Tr,17,2522,2604,712,large,large
586,587,NoTr,8,2522,2604,2704,large,large
587,588,NoTr,12,2522,2604,1041,large,large
588,589,NoTr,18,2522,2604,2170,large,large
589,590,NoTr,17,2522,2604,1744,large,large
590,591,NoTr,7,2522,2604,567,large,large
591,592,NoTr,17,2522,2604,611,large,large
592,593,Tr,7,2522,2604,1743,large,large
593,594,Tr,19,2522,2604,1559,large,large
594,595,Tr,21,2522,2604,1171,large,large
595,596,NoTr,26,2522,2604,1598,large,large
596,597,NoTr,24,2522,2604,1147,large,large
597,598,NoTr,5,2522,2604,65,large,large
598,599,NoTr,13,2522,2604,67,large,large
599,600,NoTr,6,2522,2604,68,large,large
600,601,NoTr,6,2522,2604,69,large,large
601,602,NoTr,7,2522,2604,70,large,large
602,603,Tr,20,2522,2604,82,large,large
603,604,NoTr,6,2522,2604,1945,large,large
604,605,NoTr,10,2522,2604,2114,large,large
605,606,NoTr,14,2522,2604,2115,large,large
606,607,NoTr,22,2522,2604,231,large,large
607,608,Tr,11,2522,2604,610,large,large
608,609,NoTr,15,2522,2604,2180,large,large
609,610,NoTr,14,2522,2604,491,large,large
610,611,NoTr,19,2522,2604,272,large,large
611,612,Tr,24,2522,2604,493,large,large
612,613,NoTr,19,2522,2604,2031,large,large
613,614,NoTr,7,2522,2604,668,large,large
614,615,NoTr,17,2522,2604,910,large,large
615,616,NoTr,3,2522,2604,1687,large,large
616,617,Tr,9,2522,2604,2727,large,large
617,618,NoTr,5,2522,2604,1586,large,large
618,619,NoTr,3,2522,2604,1673,large,large
619,620,Tr,13,2522,2604,1349,large,large
620,621,NoTr,1,1,1,2890,small,small
621,622,NoTr,9,2522,2604,2343,large,large
622,623,Tr,20,2522,2604,938,large,large
623,624,NoTr,7,2522,2604,410,large,large
624,625,Tr,7,2,2604,2582,small,large
625,626,NoTr,21,2522,2604,1800,large,large
626,627,NoTr,4,2522,2604,71,large,large
627,628,NoTr,10,2522,2604,73,large,large
628,629,NoTr,12,2522,2604,74,large,large
629,630,NoTr,14,2522,2604,75,large,large
630,631,NoTr,9,2522,2604,1498,large,large
631,632,NoTr,12,2522,2604,1581,large,large
632,633,NoTr,5,2522,2604,2023,large,large
633,634,Tr,13,2522,2604,2148,large,large
634,635,NoTr,17,2522,2604,97,large,large
635,636,NoTr,9,2522,2604,100,large,large
636,637,NoTr,10,2522,2604,282,large,large
637,638,NoTr,5,2522,2604,2199,large,large
638,639,Tr,12,2522,2604,2338,large,large
639,640,Tr,10,2522,2604,1883,large,large
640,641,Tr,13,2522,2604,777,large,large
641,642,NoTr,6,2522,2604,2091,large,large
642,643,NoTr,16,2522,2604,846,large,large
643,644,NoTr,18,2522,2604,600,large,large
644,645,Tr,25,2522,2604,326,large,large
645,646,NoTr,23,2522,2604,1175,large,large
646,647,NoTr,4,2522,2604,2095,large,large
647,648,NoTr,5,2522,2604,2556,large,large
648,649,NoTr,20,2522,2604,623,large,large
649,650,NoTr,16,2522,2604,1609,large,large
650,651,NoTr,14,2522,2604,2243,large,large
651,652,NoTr,10,2522,2604,422,large,large
652,653,NoTr,19,2522,2604,1396,large,large
653,654,NoTr,6,2522,2604,423,large,large
654,655,NoTr,4,2522,2604,2647,large,large
655,656,NoTr,1,1,1,2929,small,small
656,657,NoTr,11,2522,2604,221,large,large
657,658,NoTr,8,2522,2604,1762,large,large
658,659,NoTr,11,2522,2604,240,large,large
659,660,NoTr,1,1,1,76,small,small
660,661,Tr,17,2522,2604,1089,large,large
661,662,NoTr,6,2522,2604,1507,large,large
662,663,Tr,9,2522,2604,978,large,large
663,664,NoTr,4,2522,2604,185,large,large
664,665,NoTr,7,2522,2604,1508,large,large
665,666,Tr,7,2522,2604,656,large,large
666,667,Tr,26,2522,2604,908,large,large
667,668,NoTr,11,2522,2604,1510,large,large
668,669,NoTr,3,2522,2604,78,large,large
669,670,NoTr,7,3,3,80,small,small
670,671,NoTr,12,2522,2604,485,large,large
671,672,NoTr,4,2522,2604,421,large,large
672,673,NoTr,4,2522,2604,1190,large,large
673,674,NoTr,6,2522,2604,2149,large,large
674,675,Tr,9,2522,2604,2150,large,large
675,676,NoTr,7,2522,2604,1738,large,large
676,677,NoTr,4,2522,2604,1850,large,large
677,678,Tr,16,2522,2604,685,large,large
678,679,NoTr,14,2522,2604,492,large,large
679,680,NoTr,1,3,3,2701,small,small
680,681,NoTr,1,3,3,2852,small,small
681,682,Tr,14,2522,2604,831,large,large
682,683,Tr,26,2522,2604,937,large,large
683,684,NoTr,12,2522,2604,1107,large,large
684,685,NoTr,13,2522,2604,1364,large,large
685,686,Tr,14,2522,2604,377,large,large
686,687,NoTr,1,1,1,2865,small,small
687,688,NoTr,9,2522,2604,1739,large,large
688,689,NoTr,10,2522,2604,194,large,large
689,690,NoTr,4,2522,2604,2866,large,large
690,691,NoTr,11,2522,2604,1060,large,large
691,692,NoTr,29,2522,2604,880,large,large
692,693,NoTr,24,2522,2604,564,large,large
693,694,Tr,24,2522,2604,83,large,large
694,695,NoTr,16,2522,2604,84,large,large
695,696,NoTr,25,2522,2604,86,large,large
696,697,Tr,5,3,2604,87,small,large
697,698,NoTr,16,2522,2604,89,large,large
698,699,NoTr,9,2522,2604,90,large,large
699,700,NoTr,6,2522,2604,91,large,large
700,701,Tr,31,2522,2604,92,large,large
701,702,NoTr,5,2522,2604,94,large,large
702,703,Tr,20,2522,2604,95,large,large
703,704,NoTr,25,2522,2604,98,large,large
704,705,NoTr,10,2522,2604,99,large,large
705,706,NoTr,5,2522,2604,126,large,large
706,707,Tr,19,2522,2604,127,large,large
707,708,NoTr,7,2522,2604,128,large,large
708,709,NoTr,4,2522,2604,129,large,large
709,710,NoTr,8,2522,2604,130,large,large
710,711,Tr,16,2522,2604,132,large,large
711,712,Tr,13,2522,2604,133,large,large
712,713,NoTr,11,2522,2604,135,large,large
713,714,NoTr,7,2522,2604,136,large,large
714,715,Tr,8,2522,2604,137,large,large
715,716,NoTr,5,2522,2604,138,large,large
716,717,NoTr,4,2522,2604,139,large,large
717,718,NoTr,14,2522,2604,140,large,large
718,719,Tr,23,2522,2604,141,large,large
719,720,Tr,29,2522,2604,142,large,large
720,721,NoTr,8,2522,2604,144,large,large
721,722,NoTr,16,2522,2604,145,large,large
722,723,NoTr,16,2522,2604,146,large,large
723,724,Tr,9,2522,2604,687,large,large
724,725,Tr,6,2522,2604,1759,large,large
725,726,NoTr,7,2522,2604,1344,large,large
726,727,NoTr,9,2522,2604,1705,large,large
727,728,Tr,17,2522,2604,561,large,large
728,729,NoTr,5,2522,2604,1761,large,large
729,730,Tr,9,2522,2604,1567,large,large
730,731,NoTr,20,2522,2604,1435,large,large
731,732,NoTr,13,2522,2604,637,large,large
732,733,NoTr,26,2522,2604,1073,large,large
733,734,NoTr,9,2522,2604,2036,large,large
734,735,NoTr,7,2522,2604,2247,large,large
735,736,NoTr,9,2522,2604,814,large,large
736,737,NoTr,7,2522,2604,1108,large,large
737,738,NoTr,13,2522,2604,620,large,large
738,739,NoTr,12,2522,2604,1229,large,large
739,740,NoTr,19,2522,2604,315,large,large
740,741,NoTr,11,2522,2604,413,large,large
741,742,Tr,11,2522,2604,1470,large,large
742,743,NoTr,19,2522,2604,716,large,large
743,744,Tr,8,2522,2604,523,large,large
744,745,Tr,14,2522,2604,1431,large,large
745,746,NoTr,21,2522,2604,789,large,large
746,747,Tr,14,2522,2604,1564,large,large
747,748,Tr,13,2522,2604,1813,large,large
748,749,Tr,15,2522,2604,569,large,large
749,750,Tr,6,2522,2604,318,large,large
750,751,Tr,13,2522,2604,634,large,large
751,752,Tr,12,2522,2604,552,large,large
752,753,NoTr,26,2522,2604,302,large,large
753,754,NoTr,9,2522,2604,2682,large,large
754,755,NoTr,8,2522,2604,578,large,large
755,756,NoTr,6,3,2604,2219,small,large
756,757,NoTr,5,2522,2604,729,large,large
757,758,NoTr,5,2522,2604,2208,large,large
758,759,NoTr,4,2522,2604,2833,large,large
759,760,NoTr,5,2522,2604,2760,large,large
760,761,NoTr,2,2522,2604,2834,large,large
761,762,Tr,18,2522,2604,571,large,large
762,763,NoTr,28,2522,2604,1494,large,large
763,764,NoTr,1,1,1,2242,small,small
764,765,NoTr,1,1,1,2708,small,small
765,766,Tr,8,2522,2604,2825,large,large
766,767,Tr,14,2522,2604,2200,large,large
767,768,NoTr,8,2522,2604,2182,large,large
768,769,NoTr,9,2522,2604,2224,large,large
769,770,NoTr,7,2522,2604,2673,large,large
770,771,NoTr,16,2522,2604,1215,large,large
771,772,NoTr,6,2522,2604,1711,large,large
772,773,NoTr,5,2522,2604,1243,large,large
773,774,NoTr,17,2522,2604,1526,large,large
774,775,NoTr,16,2522,2604,2402,large,large
775,776,NoTr,7,2522,2604,1885,large,large
776,777,NoTr,3,2522,2604,2907,large,large
777,778,NoTr,19,2522,2604,572,large,large
778,779,NoTr,16,2522,2604,929,large,large
779,780,NoTr,22,2522,2604,771,large,large
780,781,NoTr,7,2522,2604,2622,large,large
781,782,Tr,16,2522,2604,827,large,large
782,783,NoTr,12,2522,2604,2367,large,large
783,784,NoTr,12,2522,2604,1691,large,large
784,785,Tr,9,2522,2604,1023,large,large
785,786,NoTr,9,2522,2604,662,large,large
786,787,NoTr,18,2522,2604,534,large,large
787,788,NoTr,3,2522,2604,2868,large,large
788,789,Tr,12,2522,2604,1091,large,large
789,790,NoTr,9,2522,2604,1365,large,large
790,791,Tr,10,2522,2604,470,large,large
791,792,Tr,10,2522,2604,396,large,large
792,793,Tr,10,2522,2604,380,large,large
793,794,NoTr,12,2522,2604,1250,large,large
794,795,NoTr,14,2522,2604,427,large,large
795,796,NoTr,7,2522,2604,942,large,large
796,797,NoTr,22,2522,2604,1623,large,large
797,798,NoTr,7,2522,2604,1898,large,large
798,799,NoTr,10,2522,2604,431,large,large
799,800,NoTr,10,2522,2604,2803,large,large
800,801,NoTr,5,2522,2604,2643,large,large
801,802,Tr,20,2522,2604,244,large,large
802,803,NoTr,10,2522,2604,2120,large,large
803,804,Tr,36,2522,2604,376,large,large
804,805,NoTr,9,2522,2604,2601,large,large
805,806,NoTr,6,2522,2604,621,large,large
806,807,NoTr,6,2522,2604,236,large,large
807,808,NoTr,7,2522,2604,2185,large,large
808,809,NoTr,10,2522,2604,2311,large,large
809,810,NoTr,14,2522,2604,2038,large,large
810,811,NoTr,20,2522,2604,802,large,large
811,812,NoTr,16,2522,2604,472,large,large
812,813,NoTr,17,2522,2604,847,large,large
813,814,NoTr,13,2522,2604,698,large,large
814,815,Tr,19,2522,2604,932,large,large
815,816,NoTr,7,2522,2604,2561,large,large
816,817,NoTr,5,2522,2604,2177,large,large
817,818,Tr,16,2522,2604,2436,large,large
818,819,Tr,16,2522,2604,1293,large,large
819,820,Tr,25,2522,2604,1950,large,large
820,821,NoTr,11,2522,2604,891,large,large
821,822,Tr,24,2522,2604,948,large,large
822,823,NoTr,10,2522,2604,951,large,large
823,824,NoTr,14,2522,2604,2598,large,large
824,825,NoTr,9,2522,2604,214,large,large
825,826,NoTr,5,2522,2604,2011,large,large
826,827,NoTr,24,2522,2604,300,large,large
827,828,NoTr,20,2522,2604,249,large,large
828,829,NoTr,10,2522,2604,1087,large,large
829,830,NoTr,19,2522,2604,902,large,large
830,831,NoTr,5,2522,2604,197,large,large
831,832,NoTr,6,2522,2604,1460,large,large
832,833,NoTr,6,2522,2604,1148,large,large
833,834,NoTr,2,2522,2604,2218,large,large
834,835,NoTr,18,2522,2604,1138,large,large
835,836,NoTr,9,2522,2604,465,large,large
836,837,NoTr,12,2522,2604,1142,large,large
837,838,NoTr,6,2522,2604,2447,large,large
838,839,NoTr,7,2522,2604,1178,large,large
839,840,NoTr,12,2522,2604,1310,large,large
840,841,NoTr,27,2522,2604,299,large,large
841,842,Tr,5,2522,2604,2580,large,large
842,843,NoTr,4,2522,2604,2763,large,large
843,844,NoTr,25,2522,2604,385,large,large
844,845,NoTr,8,2522,2604,2470,large,large
845,846,NoTr,11,2522,2604,2521,large,large
846,847,NoTr,6,2522,2604,2683,large,large
847,848,NoTr,3,2522,2604,2021,large,large
848,849,NoTr,5,2522,2604,2172,large,large
849,850,NoTr,4,2522,2604,2734,large,large
850,851,NoTr,4,2522,2604,2793,large,large
851,852,NoTr,8,2522,2604,1967,large,large
852,853,Tr,12,2522,2604,1449,large,large
853,854,NoTr,13,2522,2604,451,large,large
854,855,NoTr,17,2522,2604,474,large,large
855,856,NoTr,12,2522,2604,2475,large,large
856,857,NoTr,6,2522,2604,1223,large,large
857,858,Tr,23,2522,2604,369,large,large
858,859,Tr,12,2522,2604,332,large,large
859,860,Tr,11,2522,2604,174,large,large
860,861,NoTr,15,2522,2604,371,large,large
861,862,NoTr,20,2522,2604,372,large,large
862,863,NoTr,19,2522,2604,373,large,large
863,864,NoTr,6,2522,2604,374,large,large
864,865,NoTr,4,2522,2604,375,large,large
865,866,Tr,19,2522,2604,379,large,large
866,867,Tr,23,2522,2604,365,large,large
867,868,NoTr,14,2522,2604,381,large,large
868,869,NoTr,6,2522,2604,382,large,large
869,870,NoTr,11,2522,2604,384,large,large
870,871,NoTr,7,2522,2604,387,large,large
871,872,Tr,21,2522,2604,388,large,large
872,873,NoTr,25,2522,2604,389,large,large
873,874,NoTr,8,2522,2604,824,large,large
874,875,Tr,4,1,2604,1529,small,large
875,876,NoTr,23,2522,2604,746,large,large
876,877,Tr,24,2522,2604,1530,large,large
877,878,NoTr,4,2522,2604,1532,large,large
878,879,NoTr,1,1,1,2157,small,small
879,880,NoTr,4,2522,2604,2158,large,large
880,881,Tr,5,2522,2604,2159,large,large
881,882,Tr,11,2522,2604,1328,large,large
882,883,NoTr,9,2522,2604,2160,large,large
883,884,Tr,32,2522,2604,941,large,large
884,885,NoTr,5,2522,2604,1881,large,large
885,886,NoTr,10,2522,2604,2339,large,large
886,887,NoTr,8,2522,2604,265,large,large
887,888,NoTr,11,2522,2604,1473,large,large
888,889,NoTr,3,2522,2604,2729,large,large
889,890,NoTr,21,2522,2604,1104,large,large
890,891,NoTr,6,2522,2604,1778,large,large
891,892,NoTr,8,2522,2604,2485,large,large
892,893,Tr,7,2,2604,1932,small,large
893,894,NoTr,4,2522,2604,2645,large,large
894,895,NoTr,14,2522,2604,361,large,large
895,896,NoTr,6,2522,2604,2053,large,large
896,897,Tr,8,2522,2604,2359,large,large
897,898,NoTr,5,2522,2604,1451,large,large
898,899,NoTr,14,2522,2604,2385,large,large
899,900,Tr,11,2522,2604,2291,large,large
900,901,NoTr,13,2522,2604,901,large,large
901,902,NoTr,13,2522,2604,1166,large,large
902,903,NoTr,12,2522,2604,666,large,large
903,904,Tr,15,2522,2604,1395,large,large
904,905,Tr,12,2522,2604,1962,large,large
905,906,NoTr,13,2522,2604,2466,large,large
906,907,NoTr,11,2522,2604,1044,large,large
