,node,treat,degree,size_comm_tr,size_comm_no_tr,old_label,type_comm_tr,type_comm_no_tr
907,908,Tr,16,2522,2604,1574,large,large
908,909,NoTr,3,2522,2604,2205,large,large
909,910,NoTr,10,2522,2604,1589,large,large
910,911,Tr,13,2522,2604,432,large,large
911,912,Tr,13,2522,2604,251,large,large
912,913,NoTr,3,2522,2604,1456,large,large
913,914,Tr,15,2522,2604,1978,large,large
914,915,Tr,24,2522,2604,820,large,large
915,916,NoTr,14,2522,2604,695,large,large
916,917,NoTr,21,2522,2604,1069,large,large
917,918,NoTr,6,2522,2604,2571,large,large
918,919,NoTr,5,2522,2604,958,large,large
919,920,NoTr,6,2522,2604,242,large,large
920,921,NoTr,7,2522,2604,2366,large,large
921,922,Tr,14,2522,2604,589,large,large
922,923,Tr,17,2522,2604,353,large,large
923,924,Tr,20,2522,2604,1443,large,large
924,925,Tr,20,2522,2604,675,large,large
925,926,Tr,22,2522,2604,792,large,large
926,927,NoTr,11,2522,2604,2239,large,large
927,928,NoTr,8,2522,2604,2163,large,large
928,929,NoTr,23,2522,2604,188,large,large
929,930,Tr,12,2522,2604,479,large,large
930,931,Tr,18,2522,2604,238,large,large
931,932,Tr,21,2522,2604,417,large,large
932,933,NoTr,7,2522,2604,1186,large,large
933,934,NoTr,5,2522,2604,1731,large,large
934,935,Tr,33,2522,2604,515,large,large
935,936,NoTr,24,2522,2604,1056,large,large
936,937,Tr,8,2522,2604,1432,large,large
937,938,Tr,18,2522,2604,707,large,large
938,939,Tr,7,2522,2604,2579,large,large
939,940,NoTr,4,2522,2604,2824,large,large
940,941,NoTr,19,2522,2604,2189,large,large
941,942,Tr,11,2522,2604,1887,large,large
942,943,NoTr,2,2522,2604,2838,large,large
943,944,NoTr,5,2522,2604,2832,large,large
944,945,NoTr,15,2522,2604,835,large,large
945,946,NoTr,4,2,2604,2802,small,large
946,947,Tr,6,2522,2604,2633,large,large
947,948,NoTr,5,2522,2604,1095,large,large
948,949,NoTr,16,2522,2604,995,large,large
949,950,NoTr,12,2522,2604,1327,large,large
950,951,NoTr,2,2522,2604,2037,large,large
951,952,Tr,24,2522,2604,443,large,large
952,953,Tr,30,2522,2604,828,large,large
953,954,NoTr,10,2522,2604,1230,large,large
954,955,NoTr,8,2522,2604,1874,large,large
955,956,NoTr,14,2522,2604,260,large,large
956,957,NoTr,15,2522,2604,1804,large,large
957,958,Tr,6,2522,2604,1247,large,large
958,959,NoTr,10,2522,2604,522,large,large
959,960,NoTr,7,2522,2604,1097,large,large
960,961,Tr,16,2522,2604,1098,large,large
961,962,Tr,13,2522,2604,333,large,large
962,963,Tr,7,2522,2604,960,large,large
963,964,NoTr,6,2522,2604,445,large,large
964,965,NoTr,16,2522,2604,1100,large,large
965,966,NoTr,8,2522,2604,1101,large,large
966,967,NoTr,3,2522,2604,1102,large,large
967,968,Tr,18,2522,2604,946,large,large
968,969,NoTr,6,2522,2604,349,large,large
969,970,Tr,28,2522,2604,327,large,large
970,971,NoTr,14,2522,2604,1824,large,large
971,972,NoTr,4,2522,2604,2281,large,large
972,973,Tr,22,2522,2604,2372,large,large
973,974,NoTr,4,2522,2604,2245,large,large
974,975,Tr,15,2522,2604,1765,large,large
975,976,NoTr,3,2522,2604,2379,large,large
976,977,NoTr,12,2522,2604,433,large,large
977,978,NoTr,12,2522,2604,1905,large,large
978,979,NoTr,10,2522,2604,714,large,large
979,980,NoTr,14,2522,2604,2380,large,large
980,981,Tr,22,2522,2604,947,large,large
981,982,Tr,18,2522,2604,1035,large,large
982,983,NoTr,5,2522,2604,2116,large,large
983,984,NoTr,7,2522,2604,198,large,large
984,985,NoTr,4,2522,2604,2143,large,large
985,986,Tr,19,2522,2604,788,large,large
986,987,Tr,6,2522,2604,1639,large,large
987,988,NoTr,18,2522,2604,859,large,large
988,989,NoTr,8,2522,2604,778,large,large
989,990,NoTr,16,2522,2604,1584,large,large
990,991,NoTr,4,2522,2604,2435,large,large
991,992,NoTr,27,2522,2604,1538,large,large
992,993,NoTr,25,2522,2604,283,large,large
993,994,NoTr,6,2522,2604,1285,large,large
994,995,NoTr,14,2522,2604,1255,large,large
995,996,NoTr,12,2522,2604,740,large,large
996,997,Tr,12,2522,2604,414,large,large
997,998,Tr,6,2522,2604,619,large,large
998,999,Tr,5,2522,2604,2381,large,large
999,1000,Tr,9,2522,2604,1917,large,large
1000,1001,NoTr,10,2522,2604,631,large,large
1001,1002,NoTr,13,2522,2604,1028,large,large
1002,1003,Tr,10,4,2604,1354,small,large
1003,1004,Tr,26,2522,2604,296,large,large
1004,1005,Tr,29,2522,2604,733,large,large
1005,1006,NoTr,4,2522,2604,899,large,large
1006,1007,NoTr,5,2522,2604,1814,large,large
1007,1008,Tr,16,2522,2604,793,large,large
1008,1009,Tr,10,2522,2604,1067,large,large
1009,1010,NoTr,9,2522,2604,864,large,large
1010,1011,NoTr,11,2522,2604,1780,large,large
1011,1012,NoTr,7,2522,2604,834,large,large
1012,1013,NoTr,28,2522,2604,1817,large,large
1013,1014,NoTr,6,2522,2604,2576,large,large
1014,1015,NoTr,7,2522,2604,438,large,large
1015,1016,Tr,18,2522,2604,487,large,large
1016,1017,NoTr,8,2522,2604,430,large,large
1017,1018,Tr,23,2522,2604,2131,large,large
1018,1019,NoTr,4,2522,2604,1086,large,large
1019,1020,NoTr,4,2522,2604,2227,large,large
1020,1021,NoTr,15,2522,2604,1002,large,large
1021,1022,NoTr,3,2522,2604,2723,large,large
1022,1023,Tr,4,1,2604,996,small,large
1023,1024,NoTr,7,2522,2604,452,large,large
1024,1025,NoTr,5,2522,2604,1825,large,large
1025,1026,NoTr,5,2522,2604,284,large,large
1026,1027,Tr,10,2522,2604,2351,large,large
1027,1028,NoTr,11,2522,2604,1882,large,large
1028,1029,NoTr,4,2522,2604,2718,large,large
1029,1030,NoTr,6,2522,2604,1505,large,large
1030,1031,NoTr,6,2522,2604,262,large,large
1031,1032,NoTr,4,2522,2604,246,large,large
1032,1033,NoTr,7,2522,2604,752,large,large
1033,1034,NoTr,9,2522,2604,1626,large,large
1034,1035,NoTr,6,2522,2604,993,large,large
1035,1036,NoTr,18,2522,2604,1135,large,large
1036,1037,Tr,7,2522,2604,671,large,large
1037,1038,NoTr,9,2522,2604,1197,large,large
1038,1039,Tr,14,2522,2604,843,large,large
1039,1040,Tr,28,2522,2604,223,large,large
1040,1041,NoTr,11,2522,2604,710,large,large
1041,1042,NoTr,13,2522,2604,1651,large,large
1042,1043,NoTr,21,2522,2604,1408,large,large
1043,1044,Tr,24,2522,2604,184,large,large
1044,1045,NoTr,6,2522,2604,2228,large,large
1045,1046,Tr,9,2522,2604,986,large,large
1046,1047,Tr,15,2522,2604,2225,large,large
1047,1048,NoTr,7,2522,2604,2791,large,large
1048,1049,NoTr,13,2522,2604,1298,large,large
1049,1050,Tr,17,2522,2604,1192,large,large
1050,1051,NoTr,12,2522,2604,1398,large,large
1051,1052,NoTr,6,2522,2604,2111,large,large
1052,1053,NoTr,10,2522,2604,718,large,large
1053,1054,Tr,8,2522,2604,1405,large,large
1054,1055,Tr,10,2522,2604,1785,large,large
1055,1056,NoTr,9,2522,2604,412,large,large
1056,1057,Tr,8,2522,2604,1433,large,large
1057,1058,NoTr,6,2522,2604,1787,large,large
1058,1059,Tr,8,2522,2604,1892,large,large
1059,1060,NoTr,7,2522,2604,2029,large,large
1060,1061,NoTr,2,2522,2604,2570,large,large
1061,1062,NoTr,22,2522,2604,909,large,large
1062,1063,NoTr,5,2522,2604,865,large,large
1063,1064,NoTr,11,2522,2604,291,large,large
1064,1065,NoTr,7,2522,2604,1865,large,large
1065,1066,NoTr,4,2522,2604,2147,large,large
1066,1067,NoTr,19,2522,2604,823,large,large
1067,1068,NoTr,16,2522,2604,1124,large,large
1068,1069,NoTr,11,2522,2604,743,large,large
1069,1070,NoTr,15,2522,2604,2807,large,large
1070,1071,NoTr,14,2522,2604,1616,large,large
1071,1072,NoTr,13,2522,2604,1617,large,large
1072,1073,Tr,13,2522,2604,1360,large,large
1073,1074,Tr,10,2522,2604,930,large,large
1074,1075,NoTr,30,2522,2604,331,large,large
1075,1076,Tr,10,2522,2604,1868,large,large
1076,1077,Tr,20,2522,2604,1139,large,large
1077,1078,NoTr,14,2522,2604,404,large,large
1078,1079,NoTr,21,2522,2604,359,large,large
1079,1080,NoTr,5,2522,2604,2356,large,large
1080,1081,NoTr,6,2522,2604,2709,large,large
1081,1082,NoTr,20,2522,2604,475,large,large
1082,1083,NoTr,26,2522,2604,933,large,large
1083,1084,NoTr,10,2522,2604,1901,large,large
1084,1085,NoTr,7,2522,2604,2495,large,large
1085,1086,NoTr,5,2522,2604,2562,large,large
1086,1087,NoTr,3,2522,2604,1070,large,large
1087,1088,Tr,18,2522,2604,1071,large,large
1088,1089,NoTr,18,2522,2604,1072,large,large
1089,1090,Tr,5,2522,2604,1440,large,large
1090,1091,Tr,8,2522,2604,1578,large,large
1091,1092,Tr,12,2522,2604,442,large,large
1092,1093,NoTr,6,2522,2604,1407,large,large
1093,1094,NoTr,3,2522,2604,1716,large,large
1094,1095,NoTr,6,2522,2604,1717,large,large
1095,1096,NoTr,9,2522,2604,1281,large,large
1096,1097,NoTr,23,2522,2604,1085,large,large
1097,1098,NoTr,7,2522,2604,1718,large,large
1098,1099,Tr,19,2522,2604,1031,large,large
1099,1100,Tr,13,2522,2604,343,large,large
1100,1101,Tr,9,2522,2604,1464,large,large
1101,1102,NoTr,5,2522,2604,1720,large,large
1102,1103,NoTr,3,2522,2604,258,large,large
1103,1104,NoTr,9,2522,2604,1278,large,large
1104,1105,NoTr,5,2522,2604,2052,large,large
1105,1106,Tr,8,2522,2604,338,large,large
1106,1107,NoTr,3,2522,2604,2043,large,large
1107,1108,NoTr,9,2522,2604,1811,large,large
1108,1109,NoTr,4,2522,2604,1888,large,large
1109,1110,NoTr,18,2522,2604,352,large,large
1110,1111,NoTr,6,2522,2604,2040,large,large
1111,1112,Tr,3,1,2604,667,small,large
1112,1113,NoTr,7,2522,2604,562,large,large
1113,1114,Tr,20,2522,2604,1490,large,large
1114,1115,NoTr,5,2522,2604,1036,large,large
1115,1116,NoTr,7,2522,2604,2376,large,large
1116,1117,NoTr,25,2522,2604,1336,large,large
1117,1118,Tr,34,2522,2604,708,large,large
1118,1119,Tr,23,2522,2604,850,large,large
1119,1120,NoTr,15,2522,2604,885,large,large
1120,1121,Tr,12,2522,2604,915,large,large
1121,1122,Tr,31,2522,2604,542,large,large
1122,1123,Tr,22,2522,2604,558,large,large
1123,1124,Tr,11,2522,2604,271,large,large
1124,1125,Tr,17,2522,2604,395,large,large
1125,1126,NoTr,2,2522,2604,2377,large,large
1126,1127,Tr,24,2522,2604,321,large,large
1127,1128,NoTr,14,2522,2604,1088,large,large
1128,1129,Tr,9,2522,2604,866,large,large
1129,1130,Tr,5,2,2604,1854,small,large
1130,1131,NoTr,15,2522,2604,1400,large,large
1131,1132,Tr,22,2522,2604,2511,large,large
1132,1133,Tr,13,2522,2604,1383,large,large
1133,1134,NoTr,6,2522,2604,574,large,large
1134,1135,NoTr,20,2522,2604,1276,large,large
1135,1136,Tr,11,2522,2604,2391,large,large
1136,1137,NoTr,13,2522,2604,781,large,large
1137,1138,NoTr,14,2522,2604,1459,large,large
1138,1139,NoTr,11,2522,2604,1954,large,large
1139,1140,NoTr,10,2522,2604,504,large,large
1140,1141,NoTr,10,2522,2604,2340,large,large
1141,1142,NoTr,8,2522,2604,1343,large,large
1142,1143,NoTr,19,2522,2604,334,large,large
1143,1144,Tr,6,2522,2604,2640,large,large
1144,1145,NoTr,11,2522,2604,612,large,large
1145,1146,NoTr,19,2522,2604,1455,large,large
1146,1147,NoTr,3,2522,2604,2646,large,large
1147,1148,NoTr,8,2522,2604,1269,large,large
1148,1149,NoTr,9,2522,2604,745,large,large
1149,1150,NoTr,6,2522,2604,2489,large,large
1150,1151,Tr,5,2522,2604,2648,large,large
1151,1152,NoTr,5,2522,2604,483,large,large
1152,1153,Tr,7,2522,2604,2444,large,large
1153,1154,NoTr,16,2522,2604,1007,large,large
1154,1155,Tr,11,2522,2604,956,large,large
1155,1156,Tr,14,2522,2604,2677,large,large
1156,1157,Tr,20,2522,2604,1040,large,large
1157,1158,NoTr,7,2522,2604,989,large,large
1158,1159,NoTr,8,2522,2604,346,large,large
1159,1160,NoTr,28,2522,2604,2071,large,large
1160,1161,Tr,29,2522,2604,280,large,large
1161,1162,NoTr,1,1,1,2780,small,small
1162,1163,NoTr,12,2522,2604,1607,large,large
1163,1164,NoTr,9,2522,2604,2508,large,large
1164,1165,NoTr,12,2522,2604,727,large,large
1165,1166,NoTr,9,2522,2604,1891,large,large
1166,1167,NoTr,9,2522,2604,1430,large,large
1167,1168,NoTr,12,2522,2604,1167,large,large
1168,1169,NoTr,9,2522,2604,2478,large,large
1169,1170,NoTr,8,2522,2604,2432,large,large
1170,1171,NoTr,13,2522,2604,495,large,large
1171,1172,Tr,7,2522,2604,1347,large,large
1172,1173,NoTr,7,2522,2604,531,large,large
1173,1174,NoTr,7,2522,2604,1445,large,large
1174,1175,NoTr,9,2522,2604,1063,large,large
1175,1176,NoTr,8,3,3,2041,small,small
1176,1177,Tr,16,2522,2604,418,large,large
1177,1178,Tr,2,1,2604,1495,small,large
1178,1179,NoTr,4,2522,2604,2093,large,large
1179,1180,Tr,11,2522,2604,2448,large,large
1180,1181,Tr,14,2522,2604,1348,large,large
1181,1182,NoTr,16,2522,2604,1646,large,large
1182,1183,NoTr,5,2522,2604,888,large,large
1183,1184,NoTr,21,2522,2604,655,large,large
1184,1185,Tr,7,4,2604,2507,small,large
1185,1186,NoTr,5,2522,2604,1906,large,large
1186,1187,NoTr,12,2522,2604,1866,large,large
1187,1188,NoTr,25,2522,2604,239,large,large
1188,1189,NoTr,1,1,1,2934,small,small
1189,1190,NoTr,6,2522,2604,939,large,large
1190,1191,NoTr,2,2522,2604,2325,large,large
1191,1192,NoTr,20,2522,2604,203,large,large
1192,1193,NoTr,6,2522,2604,1500,large,large
1193,1194,NoTr,15,2522,2604,357,large,large
1194,1195,NoTr,7,2522,2604,2603,large,large
1195,1196,Tr,6,2522,2604,2415,large,large
1196,1197,NoTr,4,2522,2604,1417,large,large
1197,1198,Tr,14,2522,2604,966,large,large
1198,1199,Tr,17,2522,2604,863,large,large
1199,1200,NoTr,7,2522,2604,1299,large,large
1200,1201,Tr,18,2522,2604,1627,large,large
1201,1202,NoTr,17,2522,2604,735,large,large
1202,1203,Tr,10,2522,2604,1853,large,large
1203,1204,NoTr,12,2522,2604,186,large,large
1204,1205,NoTr,10,2522,2604,917,large,large
1205,1206,NoTr,7,2522,2604,1907,large,large
1206,1207,NoTr,11,2522,2604,1129,large,large
1207,1208,NoTr,14,2522,2604,550,large,large
1208,1209,NoTr,14,2522,2604,314,large,large
1209,1210,NoTr,17,2522,2604,1566,large,large
1210,1211,NoTr,14,2522,2604,553,large,large
1211,1212,NoTr,5,2522,2604,2039,large,large
1212,1213,Tr,10,2522,2604,1240,large,large
1213,1214,Tr,25,2522,2604,461,large,large
1214,1215,Tr,8,2522,2604,1457,large,large
1215,1216,NoTr,24,2522,2604,905,large,large
1216,1217,Tr,5,2522,2604,2563,large,large
1217,1218,NoTr,21,2522,2604,1381,large,large
1218,1219,NoTr,13,2522,2604,1466,large,large
1219,1220,NoTr,5,2522,2604,1597,large,large
1220,1221,NoTr,4,2522,2604,1919,large,large
1221,1222,NoTr,6,2522,2604,1749,large,large
1222,1223,NoTr,5,2522,2604,2818,large,large
1223,1224,NoTr,13,2522,2604,1848,large,large
1224,1225,NoTr,6,2522,2604,397,large,large
1225,1226,NoTr,14,2522,2604,426,large,large
1226,1227,NoTr,15,2522,2604,1596,large,large
1227,1228,NoTr,10,2522,2604,1763,large,large
1228,1229,NoTr,6,2522,2604,1764,large,large
1229,1230,NoTr,15,2522,2604,1084,large,large
1230,1231,NoTr,7,2522,2604,1767,large,large
1231,1232,Tr,13,2522,2604,1750,large,large
1232,1233,NoTr,2,2522,2604,2105,large,large
1233,1234,Tr,20,2522,2604,1593,large,large
1234,1235,Tr,23,2522,2604,1325,large,large
1235,1236,Tr,11,2522,2604,2256,large,large
1236,1237,NoTr,9,2522,2604,1851,large,large
1237,1238,NoTr,12,2522,2604,982,large,large
1238,1239,Tr,16,2522,2604,496,large,large
1239,1240,NoTr,9,2522,2604,1737,large,large
1240,1241,NoTr,8,2522,2604,2129,large,large
1241,1242,NoTr,23,2522,2604,489,large,large
1242,1243,NoTr,21,2522,2604,2169,large,large
1243,1244,NoTr,7,2522,2604,1008,large,large
1244,1245,NoTr,22,2522,2604,1446,large,large
1245,1246,NoTr,11,2522,2604,1055,large,large
1246,1247,NoTr,4,2522,2604,2211,large,large
1247,1248,NoTr,10,2522,2604,226,large,large
1248,1249,NoTr,6,2522,2604,2119,large,large
1249,1250,Tr,15,2522,2604,1728,large,large
1250,1251,NoTr,1,1,1,2792,small,small
1251,1252,NoTr,9,2522,2604,1953,large,large
1252,1253,NoTr,6,2522,2604,1966,large,large
1253,1254,NoTr,20,2522,2604,1389,large,large
1254,1255,NoTr,10,2522,2604,325,large,large
1255,1256,NoTr,11,2522,2604,1312,large,large
1256,1257,NoTr,11,2522,2604,2362,large,large
1257,1258,Tr,14,2522,2604,1869,large,large
1258,1259,Tr,21,2522,2604,411,large,large
1259,1260,NoTr,5,2522,2604,2735,large,large
1260,1261,Tr,22,2522,2604,288,large,large
1261,1262,NoTr,6,2522,2604,1698,large,large
1262,1263,NoTr,2,2522,2604,2457,large,large
1263,1264,NoTr,13,2522,2604,1777,large,large
1264,1265,Tr,7,2522,2604,1444,large,large
1265,1266,Tr,25,2522,2604,1074,large,large
1266,1267,NoTr,12,2522,2604,1867,large,large
1267,1268,NoTr,3,2522,2604,2226,large,large
1268,1269,NoTr,13,2522,2604,848,large,large
1269,1270,NoTr,7,2522,2604,1921,large,large
1270,1271,NoTr,4,2522,2604,2540,large,large
1271,1272,NoTr,10,2522,2604,1536,large,large
1272,1273,NoTr,27,2522,2604,914,large,large
1273,1274,Tr,8,2522,2604,1931,large,large
1274,1275,Tr,7,2522,2604,2277,large,large
1275,1276,NoTr,7,2522,2604,2433,large,large
1276,1277,NoTr,11,2522,2604,1595,large,large
1277,1278,NoTr,9,2522,2604,1822,large,large
1278,1279,NoTr,21,2522,2604,1123,large,large
1279,1280,Tr,26,2522,2604,1366,large,large
1280,1281,NoTr,4,2522,2604,1955,large,large
1281,1282,NoTr,5,2522,2604,1624,large,large
1282,1283,Tr,20,2522,2604,1422,large,large
1283,1284,Tr,13,2522,2604,1083,large,large
1284,1285,NoTr,12,2522,2604,1793,large,large
1285,1286,NoTr,9,2522,2604,954,large,large
1286,1287,NoTr,7,2522,2604,1326,large,large
1287,1288,NoTr,6,2522,2604,243,large,large
1288,1289,NoTr,1,1,1,2203,small,small
1289,1290,Tr,8,2522,2604,2710,large,large
1290,1291,NoTr,11,2522,2604,1938,large,large
1291,1292,NoTr,8,2522,2604,748,large,large
1292,1293,NoTr,6,2522,2604,1727,large,large
1293,1294,NoTr,12,2522,2604,2016,large,large
1294,1295,NoTr,10,2522,2604,415,large,large
1295,1296,NoTr,8,2522,2604,2378,large,large
1296,1297,Tr,18,2522,2604,1520,large,large
1297,1298,NoTr,5,2522,2604,2064,large,large
1298,1299,Tr,4,1,2604,1890,small,large
1299,1300,NoTr,2,2522,2604,1353,large,large
1300,1301,NoTr,8,2522,2604,1897,large,large
1301,1302,NoTr,1,1,1,2902,small,small
1302,1303,NoTr,8,2522,2604,2187,large,large
1303,1304,NoTr,10,2522,2604,367,large,large
1304,1305,Tr,24,2522,2604,1037,large,large
1305,1306,NoTr,7,2522,2604,2655,large,large
1306,1307,Tr,23,2522,2604,2278,large,large
1307,1308,Tr,12,2522,2604,1143,large,large
1308,1309,NoTr,14,2522,2604,1194,large,large
1309,1310,Tr,7,2522,2604,2770,large,large
1310,1311,NoTr,13,2522,2604,1832,large,large
1311,1312,NoTr,14,2522,2604,499,large,large
1312,1313,NoTr,3,2522,2604,2943,large,large
1313,1314,NoTr,10,2522,2604,1052,large,large
1314,1315,NoTr,20,2522,2604,1254,large,large
1315,1316,NoTr,11,2522,2604,1833,large,large
1316,1317,Tr,14,2522,2604,401,large,large
1317,1318,NoTr,9,2522,2604,1539,large,large
1318,1319,NoTr,10,2522,2604,1819,large,large
1319,1320,Tr,7,2,2604,1980,small,large
1320,1321,Tr,8,2522,2604,2758,large,large
1321,1322,Tr,4,2,2604,2942,small,large
1322,1323,Tr,24,2522,2604,2403,large,large
1323,1324,NoTr,7,2522,2604,2777,large,large
1324,1325,NoTr,14,2522,2604,350,large,large
1325,1326,NoTr,6,2522,2604,1252,large,large
1326,1327,NoTr,5,2522,2604,2249,large,large
1327,1328,NoTr,9,2522,2604,1558,large,large
1328,1329,NoTr,27,2522,2604,1296,large,large
1329,1330,Tr,4,1,2604,1676,small,large
1330,1331,Tr,5,2522,2604,1286,large,large
1331,1332,NoTr,10,2522,2604,1006,large,large
1332,1333,NoTr,8,2522,2604,2502,large,large
1333,1334,NoTr,7,2522,2604,1943,large,large
1334,1335,Tr,12,2522,2604,2134,large,large
1335,1336,Tr,15,2522,2604,1242,large,large
1336,1337,NoTr,8,2522,2604,725,large,large
1337,1338,NoTr,3,2522,2604,2916,large,large
1338,1339,NoTr,20,2522,2604,1154,large,large
1339,1340,Tr,15,2522,2604,2282,large,large
1340,1341,NoTr,24,2522,2604,345,large,large
1341,1342,NoTr,8,2522,2604,2590,large,large
1342,1343,NoTr,3,2522,2604,2671,large,large
1343,1344,NoTr,10,2522,2604,1679,large,large
1344,1345,NoTr,9,2522,2604,170,large,large
1345,1346,NoTr,13,2522,2604,1277,large,large
1346,1347,NoTr,10,2522,2604,2364,large,large
1347,1348,NoTr,17,2522,2604,603,large,large
1348,1349,NoTr,17,2522,2604,1054,large,large
1349,1350,NoTr,12,2522,2604,1121,large,large
1350,1351,NoTr,12,2522,2604,290,large,large
1351,1352,Tr,15,2522,2604,660,large,large
1352,1353,NoTr,6,2522,2604,1461,large,large
1353,1354,Tr,12,2522,2604,622,large,large
1354,1355,NoTr,7,2522,2604,1382,large,large
1355,1356,NoTr,9,2522,2604,2092,large,large
1356,1357,NoTr,5,2522,2604,172,large,large
1357,1358,NoTr,17,2522,2604,173,large,large
1358,1359,NoTr,11,2522,2604,473,large,large
1359,1360,NoTr,7,2522,2604,2025,large,large
1360,1361,NoTr,3,2522,2604,2151,large,large
1361,1362,NoTr,8,2522,2604,1399,large,large
1362,1363,Tr,6,2522,2604,2152,large,large
1363,1364,Tr,10,2522,2604,1118,large,large
1364,1365,NoTr,10,2522,2604,1974,large,large
1365,1366,NoTr,3,2522,2604,2153,large,large
1366,1367,NoTr,15,2522,2604,512,large,large
1367,1368,NoTr,10,2522,2604,1304,large,large
1368,1369,NoTr,8,2522,2604,2346,large,large
1369,1370,NoTr,8,2522,2604,2588,large,large
1370,1371,NoTr,7,2522,2604,1391,large,large
1371,1372,NoTr,4,2522,2604,2401,large,large
1372,1373,Tr,16,2522,2604,273,large,large
1373,1374,NoTr,10,2522,2604,2301,large,large
1374,1375,Tr,10,2522,2604,1160,large,large
1375,1376,NoTr,2,2522,2604,2850,large,large
1376,1377,NoTr,12,2522,2604,1047,large,large
1377,1378,Tr,9,2522,2604,1379,large,large
1378,1379,NoTr,1,1,1,2112,small,small
1379,1380,Tr,15,2522,2604,2073,large,large
1380,1381,NoTr,24,2522,2604,1571,large,large
1381,1382,Tr,16,2522,2604,1545,large,large
1382,1383,NoTr,18,2522,2604,690,large,large
1383,1384,NoTr,5,2522,2604,1724,large,large
1384,1385,NoTr,8,2522,2604,1182,large,large
1385,1386,Tr,26,2522,2604,536,large,large
1386,1387,NoTr,2,2522,2604,2900,large,large
1387,1388,NoTr,1,1,2,178,small,small
1388,1389,Tr,19,2522,2604,744,large,large
1389,1390,Tr,1,1,2,2715,small,small
1390,1391,NoTr,20,2522,2604,1204,large,large
1391,1392,NoTr,6,2522,2604,2567,large,large
1392,1393,NoTr,11,2522,2604,471,large,large
1393,1394,NoTr,4,2522,2604,181,large,large
1394,1395,NoTr,20,2522,2604,183,large,large
1395,1396,NoTr,3,2522,2604,1983,large,large
1396,1397,NoTr,10,2522,2604,1984,large,large
1397,1398,NoTr,14,2522,2604,1969,large,large
1398,1399,NoTr,14,2522,2604,776,large,large
1399,1400,Tr,11,2522,2604,2042,large,large
1400,1401,NoTr,5,2522,2604,1701,large,large
1401,1402,NoTr,2,2522,2604,2784,large,large
1402,1403,Tr,17,2522,2604,798,large,large
1403,1404,NoTr,5,2522,2604,2617,large,large
1404,1405,NoTr,6,2522,2604,2326,large,large
1405,1406,Tr,14,2522,2604,957,large,large
1406,1407,NoTr,13,2522,2604,658,large,large
1407,1408,NoTr,8,2522,2604,2122,large,large
1408,1409,NoTr,10,2522,2604,1004,large,large
1409,1410,NoTr,11,2522,2604,816,large,large
1410,1411,NoTr,14,2522,2604,476,large,large
1411,1412,NoTr,4,2522,2604,2778,large,large
1412,1413,Tr,6,2522,2604,979,large,large
1413,1414,NoTr,17,2522,2604,965,large,large
1414,1415,NoTr,6,2522,2604,2741,large,large
1415,1416,NoTr,6,2522,2604,1712,large,large
1416,1417,NoTr,14,2522,2604,521,large,large
1417,1418,NoTr,8,2522,2604,278,large,large
1418,1419,NoTr,22,2522,2604,1096,large,large
1419,1420,NoTr,10,2522,2604,189,large,large
1420,1421,NoTr,2,2,2604,2395,small,large
1421,1422,Tr,13,2522,2604,1524,large,large
1422,1423,NoTr,2,2522,2604,2917,large,large
1423,1424,NoTr,6,2522,2604,780,large,large
1424,1425,NoTr,9,2522,2604,2236,large,large
1425,1426,NoTr,8,2522,2604,2569,large,large
1426,1427,NoTr,10,2522,2604,593,large,large
1427,1428,NoTr,10,2522,2604,2826,large,large
1428,1429,NoTr,8,2522,2604,220,large,large
1429,1430,NoTr,3,2522,2604,192,large,large
1430,1431,NoTr,13,2522,2604,391,large,large
1431,1432,NoTr,13,2522,2604,1658,large,large
1432,1433,Tr,14,2522,2604,897,large,large
1433,1434,NoTr,3,2522,2604,2308,large,large
1434,1435,NoTr,5,2522,2604,2206,large,large
1435,1436,NoTr,8,2522,2604,2703,large,large
1436,1437,NoTr,17,2522,2604,2100,large,large
1437,1438,NoTr,4,2,2604,2024,small,large
1438,1439,NoTr,7,2522,2604,2057,large,large
1439,1440,NoTr,10,2522,2604,363,large,large
1440,1441,Tr,13,2522,2604,518,large,large
1441,1442,NoTr,4,2522,2604,196,large,large
1442,1443,Tr,16,2522,2604,830,large,large
1443,1444,Tr,16,2522,2604,1244,large,large
1444,1445,Tr,27,2522,2604,768,large,large
1445,1446,NoTr,5,2522,2604,1127,large,large
1446,1447,NoTr,10,2522,2604,1140,large,large
1447,1448,Tr,14,2522,2604,613,large,large
1448,1449,Tr,14,2522,2604,498,large,large
1449,1450,NoTr,17,2522,2604,1145,large,large
1450,1451,NoTr,18,2522,2604,539,large,large
1451,1452,NoTr,21,2522,2604,1471,large,large
1452,1453,NoTr,10,2522,2604,1485,large,large
1453,1454,NoTr,8,2522,2604,2191,large,large
1454,1455,NoTr,6,2522,2604,2810,large,large
1455,1456,NoTr,12,2522,2604,818,large,large
1456,1457,Tr,15,2522,2604,692,large,large
1457,1458,Tr,14,2522,2604,1184,large,large
1458,1459,NoTr,8,2522,2604,715,large,large
1459,1460,Tr,9,2522,2604,1620,large,large
1460,1461,NoTr,4,2,2,201,small,small
1461,1462,NoTr,1,2,2,202,small,small
1462,1463,NoTr,10,2522,2604,204,large,large
1463,1464,Tr,9,2522,2604,205,large,large
1464,1465,NoTr,27,2522,2604,1253,large,large
