,node,prop_trt,degree
274,788,0.2578947368421053,19
275,1639,0.27469135802469136,6
276,414,0.26673944687045126,12
277,619,0.2735204855842185,6
278,2381,0.27248475609756095,5
279,1917,0.2689450222882615,9
280,296,0.25608061153578876,26
281,733,0.2562674094707521,29
282,793,0.261132882080513,16
283,1067,0.26453488372093026,10
284,487,0.25935074100211714,18
285,2131,0.2578947368421053,23
286,2351,0.26940467219291636,10
287,671,0.27091932457786116,7
288,843,0.2600641254007838,14
289,223,0.2565262791507135,28
290,184,0.25717284814555635,24
291,986,0.26577229876722264,9
292,2225,0.2625358166189112,15
293,1192,0.25954738330975957,17
294,1405,0.27048260381593714,8
295,1785,0.26627651792245793,10
296,1433,0.2726930320150659,8
297,1892,0.2718929254302103,8
298,1360,0.26161543959971406,13
299,930,0.26607864755604554,10
300,1868,0.2699591533605644,10
301,1139,0.25823405746320954,20
302,1071,0.26182853077196727,18
303,1440,0.27132656895903795,5
304,1578,0.2698706099815157,8
305,442,0.26747164288327846,12
306,1031,0.26147278548559233,19
307,343,0.25975869410929736,13
308,1464,0.27004063538973033,9
309,338,0.26706012541497604,8
310,1490,0.25782623988744285,20
311,708,0.2548476454293629,34
312,850,0.25830129325410695,23
313,915,0.2633093525179856,12
314,542,0.25650815688996875,31
315,558,0.2572832572832573,22
316,271,0.2628158844765343,11
317,395,0.2575438596491228,17
318,321,0.2573324022346369,24
319,866,0.2656532754252624,9
320,2511,0.2577824414130815,22
321,1383,0.2631389488840893,13
322,2391,0.26501638150709866,11
323,2640,0.273972602739726,6
324,2648,0.27775643488282753,5
325,2444,0.265744448489261,7
326,956,0.268220495745468,11
327,2677,0.26128688233202985,14
328,1040,0.25804195804195806,20
329,280,0.2559833506763788,29
330,1347,0.2698884758364312,7
331,418,0.26131907308377894,16
332,2448,0.263633080534489,11
333,1348,0.2624240257418663,14
334,2415,0.2680601393472681,6
335,966,0.2653580516175936,14
336,863,0.25884016973125884,17
337,1627,0.2594670406732118,18
338,1853,0.26391901663051337,10
339,1240,0.26722873900293254,10
340,461,0.25607217210270644,25
341,1457,0.2707018195321203,8
342,2563,0.27852084972462626,5
343,1750,0.26447178002894356,13
344,1593,0.2602112676056338,20
345,1325,0.2574119288454831,23
346,2256,0.26436363636363636,11
347,496,0.2606701940035273,16
348,1728,0.26355475763016156,15
349,1869,0.26494169096209913,14
350,411,0.2576342576342576,21
351,288,0.2572224155934563,22
352,1444,0.26914498141263943,7
353,1074,0.25805322128851543,25
354,1931,0.2644927536231884,8
355,2277,0.2690449646971386,7
356,1366,0.25731197771587744,26
357,1422,0.2598091198303287,20
358,1083,0.2653284671532847,13
359,2710,0.28253968253968254,8
360,1520,0.25787263820853745,18
361,1037,0.25967628430682616,24
362,2278,0.26184538653366585,23
363,1143,0.2710418984056359,12
364,2770,0.2713089802130898,7
365,401,0.26063829787234044,14
366,2758,0.2647702407002188,8
367,2403,0.25724258289703317,24
368,1286,0.2743808049535604,5
369,2134,0.2599857346647646,12
370,1242,0.26029829545454547,15
371,2282,0.26302551203736974,15
372,660,0.2627998567848192,15
373,622,0.2707715133531157,12
374,2152,0.272196261682243,6
375,1118,0.2654932159882655,10
376,273,0.2619992782389029,16
377,1160,0.2689732142857143,10
378,1379,0.26799557032115173,9
379,2073,0.26372832369942195,15
380,1545,0.2591279688053882,16
381,536,0.25724258289703317,26
382,744,0.2603613177470776,19
383,2042,0.26770485724879495,11
384,798,0.2592723419286471,17
385,957,0.2634024303073624,14
386,979,0.27541235136171843,6
387,1524,0.2589443854055969,13
388,897,0.2646951442132165,14
389,518,0.26936026936026936,13
390,830,0.26334647079899676,16
391,1244,0.26306306306306304,16
392,768,0.2575227431770469,27
393,613,0.26435536294691225,14
394,498,0.2628182144137684,14
395,692,0.2644927536231884,15
396,1184,0.2631578947368421,14
397,1620,0.26659372720641866,9
398,205,0.2702903946388682,9
399,1061,0.27228464419475656,10
400,2363,0.2676991150442478,11
401,362,0.26329022988505746,12
402,2446,0.26428054953000724,11
403,1010,0.2598230088495575,20
404,1318,0.26050123543946346,17
405,2303,0.2783171521035599,7
406,324,0.2566155988857939,27
407,2437,0.2745995423340961,7
408,1810,0.27382753403933435,11
409,964,0.265528514347984,14
410,782,0.257815244116614,20
411,507,0.2689295039164491,8
412,872,0.26908821349147516,7
413,873,0.27720504009163804,9
414,874,0.2733785822021116,9
415,877,0.26598837209302323,9
416,1745,0.2685904550499445,11
417,912,0.2626844188557035,13
418,741,0.2581664910432034,25
419,224,0.2662028560966679,11
420,1922,0.27020958083832336,6
421,1423,0.2566340782122905,23
422,1116,0.27497107597377557,6
423,1551,0.2636363636363636,8
424,447,0.26905829596412556,7
425,428,0.26325279480706815,21
426,2492,0.26195574589578874,12
427,1150,0.2559916637721431,28
428,731,0.2629881762809029,14
429,1295,0.2717309145880574,6
430,477,0.2595070422535211,16
431,737,0.26025459688826025,21
432,1386,0.26720647773279355,9
433,1827,0.26099290780141843,15
434,1535,0.263768115942029,13
435,1170,0.26497277676951,9
436,1439,0.26240628347018924,15
437,1565,0.2685965555148406,10
438,1297,0.27705627705627706,6
439,1092,0.2733785822021116,8
440,1989,0.2690449646971386,9
441,1846,0.27450980392156865,9
442,971,0.2802371541501976,5
443,448,0.26433465560764513,15
444,2260,0.27704791344667695,11
445,2591,0.26720647773279355,9
446,270,0.26851851851851855,12
447,1614,0.25989304812834224,15
448,1615,0.25970359915314045,15
449,1468,0.27499042512447336,7
450,1754,0.28104026845637586,7
451,1856,0.2810896170548756,6
452,2251,0.27102803738317754,9
453,1577,0.2623655913978495,13
454,1131,0.26304426052536883,14
455,2631,0.27483821850019036,6
456,341,0.26549963530269877,10
457,541,0.26445086705202314,15
458,1523,0.2645020065669464,8
459,2467,0.2879932829554996,6
460,2142,0.2703304864463424,9
461,285,0.2622540250447227,15
462,292,0.263308324401572,15
463,294,0.25690318070604684,25
464,301,0.26334776334776333,12
465,416,0.27252081756245267,11
466,602,0.27252167357708257,9
467,527,0.25855379188712524,15
468,2586,0.2714072970960536,9
469,328,0.25859649122807016,19
470,2222,0.2622016387602423,12
471,678,0.2629881762809029,10
472,316,0.25946902654867254,12
473,1796,0.26527625320160997,8
474,339,0.25590277777777776,24
475,1949,0.2577824414130815,20
476,1757,0.2681213017751479,7
477,2613,0.2827502034174125,5
478,1221,0.26972952945535383,11
479,1946,0.2645998558038933,12
480,626,0.26066856330014226,16
481,1713,0.27042148452070125,10
482,2772,0.27156308851224104,6
483,2141,0.2628366247755835,15
484,1896,0.26334776334776333,13
485,742,0.2618194842406877,12
486,511,0.26128688233202985,15
487,1603,0.25804195804195806,18
488,2229,0.26518734085121864,9
489,2578,0.2642393655371305,14
490,1722,0.2650036153289949,9
491,1809,0.26897568165070007,7
492,497,0.27347242921013415,9
493,657,0.26123893805309734,20
494,1180,0.2647591452372329,14
495,2347,0.27203647416413373,9
496,312,0.257985257985258,21
497,633,0.2618792425866381,14
498,797,0.27526132404181186,7
499,1714,0.2606837606837607,14
500,2829,0.26693667157584683,8
501,2584,0.26644736842105265,9
502,923,0.2666421478484737,10
503,1245,0.2613065326633166,14
504,984,0.26504713560551124,11
505,1053,0.25769230769230766,26
506,1203,0.25809859154929576,23
507,1588,0.26329022988505746,14
508,335,0.27046130952380953,5
509,342,0.26212553495007135,16
510,857,0.2680336872940315,8
511,679,0.26045357902197025,16
512,1554,0.26176890156918686,9
513,944,0.2623885918003565,10
514,1605,0.2674033149171271,11
515,664,0.2666913946587537,11
516,1015,0.26601164483260553,13
517,1861,0.2622016387602423,14
518,1303,0.26414414414414417,10
519,682,0.26654478976234003,12
520,2081,0.2727272727272727,9
521,2383,0.2770800627943485,5
522,2274,0.2703422053231939,9
523,1263,0.2668869309838473,10
524,2713,0.2753959057551178,7
525,1826,0.26440554339897887,12
526,2262,0.2672508214676889,12
527,394,0.272033574971385,10
528,1014,0.27041004802364244,7
529,894,0.26761591821832786,9
530,1487,0.26833763361592333,10
531,654,0.26176890156918686,14
532,2524,0.2691458026509573,9
533,614,0.2635574837310195,13
534,355,0.2647907647907648,10
535,1128,0.258972554539057,20
536,1660,0.25952045133991536,17
537,1355,0.27039106145251396,8
538,2128,0.2668144863266814,9
539,2136,0.2637085137085137,15
540,1732,0.26613197229310975,12
541,2375,0.2664714494875549,8
542,2068,0.26843878697117185,7
543,1493,0.27010849233071454,9
544,1126,0.2679035250463822,5
545,1926,0.2674504041146216,7
546,1453,0.28720300125052106,6
547,1333,0.27420604182804026,10
548,1066,0.2612099644128114,12
549,825,0.27375993941688753,7
550,1491,0.2711991034740381,6
551,2337,0.28203062046736505,8
552,1647,0.2618962432915921,12
553,2290,0.2651652742462768,15
554,2140,0.27058383233532934,9
555,1904,0.2808409361364538,5
556,1136,0.25759162303664923,23
557,1038,0.2677395757132407,8
558,2605,0.26490784242862303,9
559,1740,0.2715861544313427,9
560,2003,0.2688292319164802,7
561,927,0.27012791572610984,7
562,1912,0.2710595282665668,9
563,1927,0.2708411920030177,11
564,953,0.2672794117647059,14
565,1421,0.26167557932263813,11
566,601,0.2595338983050847,25
567,2585,0.26344086021505375,12
568,2287,0.2698768197088466,9
569,1313,0.27210626185958253,5
570,889,0.26357425386551603,15
571,1476,0.26825633383010433,9
572,1114,0.2695035460992908,7
573,1781,0.26703096539162113,11
574,1875,0.278395552025417,7
575,500,0.2732404968009033,10
576,642,0.2694744688781215,8
577,886,0.26847382101745265,10
578,2629,0.26466275659824046,11
579,2785,0.269018743109151,8
580,2396,0.2626661875673733,14
581,540,0.2639740353407862,12
582,579,0.26577229876722264,10
583,560,0.2602836879432624,15
584,582,0.261598857958601,16
585,2755,0.2823529411764706,5
586,1048,0.279510461902882,9
587,2572,0.26291248206599716,11
588,1210,0.2675064838829196,9
589,1835,0.27018980275400073,7
590,1908,0.26578073089701,10
591,2759,0.2736318407960199,5
592,2545,0.26589175444969126,14
593,1550,0.26598837209302323,8
594,1339,0.26804123711340205,7
595,730,0.2605432451751251,15
596,734,0.2708803611738149,9
597,2534,0.2716190476190476,10
598,1402,0.2645020065669464,11
599,2083,0.27400379506641365,11
600,1829,0.27856025039123633,6
601,1159,0.2741873804971319,10
602,517,0.2941700044503783,7
603,1414,0.2748151031529778,9
604,526,0.26941657376439987,11
605,2412,0.2708803611738149,8
606,1656,0.2699065420560748,10
607,1311,0.26080793763288446,13
608,559,0.2731394030978466,9
609,2196,0.27121840814786874,10
610,1403,0.26914498141263943,10
611,547,0.2804107424960506,11
612,551,0.27651217596229377,6
613,826,0.26664241542379047,10
614,2428,0.26949025487256373,8
615,732,0.25797406239046616,21
616,673,0.2707622298065984,8
617,1696,0.2728641324802409,10
618,1903,0.2849395077179808,5
619,2547,0.2751833269008105,7
620,1185,0.26268763402430306,13
621,2394,0.28473344103392567,5
622,967,0.2659495548961424,7
623,883,0.2775382203057625,7
624,749,0.2717267552182163,7
625,609,0.27023988005997,10
626,1120,0.27391471379177873,9
627,904,0.2737408688965782,6
628,1342,0.27136258660508084,9
629,645,0.26786368633198976,9
630,647,0.26849112426035504,8
631,693,0.27558451513990034,9
632,2007,0.2805071315372425,7
633,1884,0.2741504390988927,10
634,2335,0.2894736842105263,6
635,896,0.27434634331186053,7
636,1319,0.27801473439317564,6
637,2374,0.27129455909943717,9
638,2261,0.26537335285505126,11
639,1329,0.27696456086286597,9
640,1174,0.2647377938517179,10
641,1873,0.276049766718507,9
642,1773,0.277992277992278,5
643,907,0.26809453471196454,9
644,2387,0.27961707219784604,5
645,928,0.2685288640595903,14
646,2414,0.2745995423340961,8
647,940,0.28699551569506726,6
648,1942,0.2796411856474259,9
649,1697,0.27416249518675395,10
650,1802,0.2797805642633229,8
