,node,prop_trt,degree
202,2432,0.2726235741444867,5
203,1631,0.2666421478484737,8
204,865,0.2586514448804852,18
205,855,0.25732217573221755,21
206,1459,0.2629496402877698,11
207,761,0.25690318070604684,15
208,557,0.26372832369942195,12
209,893,0.2597356198642372,14
210,1750,0.26222383194494747,15
211,1036,0.2671359762875139,8
212,416,0.2574430823117338,18
213,213,0.2567237163814181,25
214,1157,0.261148769175883,14
215,111,0.2551268682655544,25
216,343,0.2557651991614256,20
217,487,0.26017699115044246,19
218,528,0.2567049808429119,23
219,959,0.2630057803468208,9
220,1185,0.25378266850068776,36
221,2186,0.27244461717839097,10
222,1769,0.26498538011695905,11
223,1756,0.2580077437521999,19
224,94,0.26535087719298245,9
225,1261,0.25721323011963404,19
226,694,0.2644444444444444,13
227,2037,0.25982844889206574,15
228,1282,0.25755446240337315,20
229,128,0.25745352507891966,18
230,811,0.2602058927937522,16
231,794,0.2606060606060606,16
232,835,0.26182737450343085,13
233,1305,0.26355475763016156,12
234,631,0.2578836720392432,21
235,309,0.2576342576342576,18
236,186,0.2591279688053882,19
237,611,0.2651851851851852,12
238,2802,0.2675373134328358,8
239,489,0.2564459930313589,21
240,2839,0.2704855842185129,6
241,1649,0.26296699310845123,12
242,107,0.25614399446175146,26
243,688,0.2703746620316725,8
244,386,0.261689017760058,12
245,759,0.26371616678858817,10
246,1610,0.26413717621306093,11
247,1611,0.26538886841135273,10
248,1612,0.2624548736462094,13
249,1613,0.2645971914264597,9
250,1614,0.2597495527728086,16
251,2174,0.26503827925628876,13
252,1683,0.26666666666666666,11
253,1939,0.28065942903096097,6
254,589,0.2563566701497736,23
255,905,0.255024255024255,21
256,1735,0.26696329254727474,13
257,918,0.26496674057649666,9
258,1566,0.25563648976760317,22
259,985,0.25554016620498615,28
260,844,0.2578947368421053,24
261,1661,0.25681341719077566,18
262,300,0.2581329561527581,14
263,2790,0.26296829971181557,13
264,2616,0.2640819312362838,10
265,730,0.2565262791507135,21
266,1414,0.2596528515763372,18
267,1394,0.2665679378008145,9
268,1506,0.26817325800376646,8
269,283,0.2565812565812566,23
270,1583,0.2558220368439347,22
271,1159,0.25855379188712524,15
272,197,0.2571127502634352,18
273,1072,0.2564640111809923,20
274,135,0.2537005163511188,35
275,142,0.2639593908629442,13
276,148,0.2551268682655544,22
277,1205,0.261651376146789,11
278,1206,0.2647918188458729,10
279,1207,0.2664956011730205,12
280,1208,0.27106796116504855,8
281,1210,0.2723735408560311,7
282,1204,0.26607864755604554,10
283,1826,0.2761605035405193,5
284,2075,0.25440110459095616,25
285,1069,0.26974437237695537,8
286,1362,0.2627336020520337,15
287,790,0.26327272727272727,12
288,1438,0.26474926253687314,13
289,1516,0.26062322946175637,18
290,1139,0.2606990014265335,16
291,739,0.2626118067978533,9
292,556,0.2552083333333333,21
293,544,0.25602514844568636,22
294,929,0.2667654686921082,11
295,497,0.25564432094477246,23
296,1005,0.25906183368869934,14
297,698,0.2580758426966292,14
298,859,0.2562674094707521,23
299,747,0.25797406239046616,22
300,1519,0.2596802841918295,13
301,961,0.2567755385684503,26
302,2583,0.2611832611832612,11
303,1119,0.261433201296363,12
304,2364,0.26220614828209765,11
305,1512,0.26334907373774064,12
306,527,0.2624369142033165,18
307,1088,0.25852972212451636,15
308,2441,0.2633114514952589,11
309,2271,0.2667654686921082,11
310,736,0.25795176511709195,20
311,1190,0.25931181269953885,12
312,1340,0.2635012685755709,13
313,1084,0.25590277777777776,25
314,2179,0.2657624633431085,11
315,2461,0.26309963099630995,10
316,1572,0.26223651304037154,14
317,521,0.2579058327477161,17
318,1144,0.2551867219917012,27
319,1264,0.25894736842105265,21
320,298,0.2600286532951289,12
321,2074,0.25837151921043355,19
322,1761,0.25447658402203854,31
323,1658,0.26723498888065234,11
324,561,0.26174981923355023,13
325,2109,0.26055833929849676,15
326,1049,0.2618962432915921,15
327,935,0.25627615062761505,22
328,334,0.25388064849948255,25
329,383,0.2623780267437658,14
330,384,0.26526857983811625,8
331,385,0.2570521861777151,19
332,367,0.2550034506556246,26
333,388,0.2586268231945927,11
334,389,0.26572908956328645,10
335,392,0.26040554962646745,11
336,394,0.266913123844732,12
337,395,0.2554820744865994,18
338,397,0.2652461425422483,6
339,398,0.2612288896873877,10
340,399,0.2621359223300971,9
341,401,0.2567710165318326,19
342,767,0.25863284002818887,15
343,831,0.2626409603492179,11
344,336,0.2605253688377114,12
345,370,0.2542490461325009,27
346,837,0.2604951560818084,14
347,702,0.2574430823117338,20
348,1636,0.2548409405255878,24
349,1175,0.2568229531140658,17
350,1968,0.27408829174664107,8
351,769,0.2533562822719449,31
352,225,0.26019142148174407,21
353,1969,0.26383763837638374,11
354,347,0.26651901070505724,7
355,1953,0.25476603119584057,25
356,1383,0.25406715126341295,24
357,471,0.2538860103626943,29
358,1537,0.25891910985517486,17
359,1408,0.2732115677321157,6
360,902,0.261132882080513,13
361,1022,0.28170683524298695,5
362,1330,0.2601135557132718,15
363,672,0.2615549982085274,12
364,1712,0.26501638150709866,10
365,1180,0.26039076376554177,15
366,2200,0.2643171806167401,10
367,1068,0.2532917532917533,23
368,342,0.2583833392163784,19
369,558,0.2665679378008145,10
370,908,0.25508445363667703,28
371,1452,0.25627615062761505,22
372,635,0.2652986441920117,9
373,1732,0.2642752562225476,14
374,279,0.2564102564102564,27
375,1099,0.2568935427574171,23
376,2570,0.27001148985063195,7
377,1315,0.26619508562918837,10
378,338,0.25893172974885037,21
379,917,0.2565536525690318,19
380,751,0.2544132917964694,23
381,1454,0.26511799410029496,8
382,1219,0.25908766928011406,14
383,2388,0.27583527583527584,6
384,663,0.26755852842809363,7
385,976,0.2654478976234004,10
386,1943,0.2622832369942196,15
387,1106,0.2673119880863738,10
388,302,0.2712443095599393,5
389,1275,0.2581792318634424,17
390,1473,0.2679372197309417,10
391,1701,0.2645232005845817,13
392,315,0.25788168614948637,17
393,1306,0.2685671417854464,11
394,194,0.2558301427079708,23
395,1178,0.25521557719054244,24
396,2702,0.27466456195737965,10
397,1161,0.2716049382716049,7
398,1963,0.272936660268714,7
399,956,0.2620340209916757,13
400,2400,0.26071428571428573,10
401,554,0.256195462478185,15
402,586,0.2600498043400925,19
403,457,0.25592747559274753,24
404,1103,0.2635208711433757,10
405,1578,0.2562041244320168,19
406,1389,0.26644736842105265,11
407,756,0.2682834406972338,8
408,2736,0.26977455101260983,5
409,1681,0.2709284627092846,5
410,920,0.2615882141573841,11
411,1360,0.25809859154929576,21
412,206,0.26646818012653517,14
413,209,0.26593406593406593,17
414,974,0.2620837808807734,15
415,900,0.26858423608516996,8
416,306,0.2576342576342576,17
417,606,0.2647805585781647,11
418,858,0.26460859977949286,8
419,217,0.26174981923355023,14
420,714,0.2577247191011236,22
421,374,0.26413043478260867,12
422,1758,0.25406715126341295,23
423,816,0.25851773796979277,20
424,1926,0.26664241542379047,9
425,1555,0.2676264304171281,7
426,1335,0.28465346534653463,5
427,919,0.26396495071193865,12
428,1094,0.27008675971331575,9
429,1484,0.25760792639773533,18
430,1628,0.27683837986629967,5
431,722,0.26681367144432194,11
432,227,0.27036072889550017,8
433,359,0.2557732680195941,24
434,1630,0.263003663003663,10
435,1856,0.2601073345259392,16
436,1327,0.26251840942562593,7
437,1569,0.2697639565380292,7
438,1274,0.2580872011251758,17
439,371,0.26013024602026047,12
440,548,0.2621041135784492,12
441,232,0.26918714555765594,10
442,2504,0.2720559657986786,7
443,1345,0.27491138243402913,7
444,2146,0.2664936990363232,12
445,341,0.26504245108896274,10
446,1170,0.2621464829586657,12
447,1067,0.2616822429906542,14
448,981,0.25894736842105265,14
449,1352,0.26026912181303113,17
450,1457,0.28015873015873016,7
451,2674,0.2633158289572393,10
452,1140,0.2546842470506593,27
453,1674,0.25844294347671526,15
454,856,0.2594824530308401,15
455,1011,0.26551597502754315,13
456,568,0.2597864768683274,17
457,249,0.2573426573426573,20
458,2598,0.2568229531140658,22
459,628,0.2589825684809676,17
460,472,0.2578042792002806,15
461,2326,0.2692454998085025,9
462,2582,0.26277636824936573,9
463,975,0.2578947368421053,18
464,799,0.25602514844568636,20
465,1483,0.27471668620554907,6
466,703,0.26107142857142857,14
467,2705,0.26664116296863044,6
468,366,0.26197283774124375,12
469,505,0.261689017760058,12
470,1059,0.2612741589119542,13
471,274,0.26291079812206575,12
472,813,0.25608061153578876,26
473,434,0.26591487813750453,17
474,726,0.2621776504297994,15
475,911,0.2689323974879941,12
476,768,0.2636197440585009,8
477,1127,0.26105717367853293,12
478,784,0.26392961876832843,7
479,719,0.25952045133991536,15
480,943,0.2567615033368458,21
481,1019,0.2626844188557035,17
482,299,0.26542533771449434,10
483,308,0.2625496569158541,14
484,311,0.2635574837310195,15
485,312,0.2629294755877034,14
486,313,0.2567520168361978,23
487,1295,0.25704347826086954,26
488,1314,0.25972172672136995,18
489,1188,0.2611696331274973,11
490,1426,0.2591021562389537,13
491,679,0.26921648718900854,10
492,2448,0.2606038820992092,12
493,1637,0.26494169096209913,11
494,376,0.2625090645395214,12
495,2713,0.27034120734908135,7
496,1231,0.268729034662691,7
497,442,0.25716282320055905,21
498,1976,0.2649446494464945,11
499,823,0.2594440484675695,15
500,1285,0.2582456140350877,18
501,620,0.257985257985258,21
502,1850,0.2574326687653026,19
503,1863,0.2688821752265861,7
504,2664,0.2682291666666667,8
505,1529,0.26294820717131473,11
506,973,0.255134006265228,21
507,1057,0.26457725947521865,13
508,2566,0.2675324675324675,7
509,1169,0.2663871951219512,8
510,579,0.253099173553719,31
511,1052,0.2591937765205092,22
512,821,0.26572908956328645,14
513,1703,0.26262626262626265,13
514,1322,0.2671412514050206,7
515,577,0.27359572029040885,7
516,1401,0.26277636824936573,13
517,2428,0.26471663619744057,11
518,1217,0.26359985396129976,13
519,2383,0.26561929119473876,9
520,1108,0.26651818856718634,9
521,675,0.2628716461203771,13
522,1403,0.2679984922728986,11
523,1874,0.2718299164768413,7
524,1406,0.25927246790299574,10
525,1456,0.2707554225878833,6
526,2150,0.25796178343949044,17
527,674,0.26147278548559233,14
528,1249,0.26062322946175637,26
529,1324,0.2628158844765343,15
530,1004,0.26041289387902933,9
531,1523,0.26557971014492754,15
532,362,0.27691107644305774,5
533,575,0.2696842906047927,9
534,576,0.2794759825327511,7
535,1511,0.2697268588770865,6
536,1400,0.2690124858115778,6
537,2615,0.2764291307752545,5
538,1595,0.2580758426966292,19
539,436,0.274373795761079,12
540,1461,0.25984251968503935,14
541,1580,0.26575240919199405,12
542,1365,0.26240115025161753,12
543,1924,0.2713683403602913,11
544,653,0.2604501607717042,18
545,1675,0.26904315196998124,10
546,1200,0.27552611067809823,5
547,599,0.2592986184909671,18
548,1116,0.2685671417854464,9
549,440,0.26491293071507965,11
550,1316,0.26088508208422556,14
551,931,0.2723794950267789,7
552,2263,0.2769770159719517,6
553,1849,0.2723129510064565,6
554,420,0.2573324022346369,23
555,2145,0.285480572597137,6
556,634,0.26088508208422556,14
557,1858,0.2695386961494472,7
558,612,0.27672209026128264,9
559,615,0.27073078379401744,10
560,915,0.2739938080495356,7
561,543,0.2659808963997061,12
562,2413,0.2860802732707088,7
563,454,0.2627210393359798,20
564,897,0.2693908437381763,7
565,1922,0.2644598035649327,12
566,2378,0.27168513565150937,7
567,1344,0.2732847834419318,10
568,1501,0.26023495906016375,17
569,1493,0.27073078379401744,16
570,2756,0.2704855842185129,7
571,895,0.25593575418994413,21
572,473,0.26436781609195403,9
573,1642,0.2693452380952381,8
574,760,0.264417845484222,10
575,1148,0.261598857958601,13
576,673,0.26963746223564955,8
577,1857,0.2638580931263858,9
578,797,0.26841910403554237,10
579,2229,0.278892455858748,6
580,504,0.26836471022517533,11
581,907,0.27744982290436837,8
582,2594,0.27412533640907344,7
583,1029,0.27314814814814814,5
584,1326,0.26544117647058824,9
585,1402,0.27853697749196143,6
586,537,0.275522270398108,5
587,1343,0.2735478806907378,5
588,1794,0.26651735722284436,9
589,1379,0.2679372197309417,10
590,786,0.2633684976355038,12
591,1948,0.2672672672672673,9
592,1115,0.2640347700108656,12
593,1437,0.27951807228915665,6
594,2427,0.28541839270919633,6
595,732,0.26169225276686897,17
596,667,0.2552011095700416,26
597,744,0.2628530050687907,8
598,727,0.26505139500734215,10
599,1023,0.27137970353477764,6
600,1399,0.278395552025417,5
601,2059,0.2659732540861813,11
602,2368,0.27107061503416857,10
603,1168,0.2663690476190476,10
604,1054,0.26241391808626313,13
605,2612,0.26654478976234003,8
606,852,0.26593406593406593,9
607,1492,0.2753846153846154,7
608,2430,0.26777609682299547,6
609,1876,0.26915817289543226,6
610,1301,0.27279635258358664,7
611,2349,0.2743329575347614,11
612,749,0.268247499073731,11
613,1260,0.26471663619744057,10
614,819,0.2648668369208318,10
615,996,0.26480203414456954,10
616,1697,0.2688661357603337,11
617,1245,0.2637123138394479,13
618,1435,0.2690124858115778,10
619,1538,0.26424108783535466,9
620,2384,0.2684563758389262,8
621,2759,0.2805226623111474,6
622,1444,0.2734912146676853,10
623,1085,0.26802973977695166,10
