,node,prop_trt,degree
0,2,0.25563648976760317,26
1,6,0.2565880721220527,31
2,863,0.2561782109293422,26
3,2078,0.2554820744865994,20
4,1428,0.26600804976216613,10
5,377,0.2584507042253521,26
6,44,0.2757281553398058,7
7,1617,0.2651043573782497,9
8,571,0.2584626234132581,18
9,2141,0.2667414889637112,11
10,455,0.26409603492178974,13
11,239,0.2589065255731922,21
12,349,0.2537774725274725,35
13,1131,0.2629294755877034,13
14,552,0.28154158215010144,6
15,2395,0.2621818181818182,15
16,547,0.271939736346516,12
17,723,0.2604801146542458,16
18,2630,0.27209030751265084,7
19,252,0.2566340782122905,22
20,1024,0.2600355239786856,14
21,657,0.26126126126126126,11
22,1958,0.2581436077057793,19
23,1357,0.2620492681185291,15
24,803,0.26520947176684884,7
25,1100,0.275049115913556,6
26,569,0.2561696211331248,28
27,725,0.2575438596491228,22
28,13,0.26157742402315487,12
29,14,0.27065959059893857,8
30,1596,0.26080743122543765,19
31,690,0.2613960113960114,16
32,1834,0.2677106636838181,11
33,1225,0.2567520168361978,24
34,1259,0.27111613876319757,7
35,78,0.25530434782608696,26
36,179,0.25538568450312715,22
37,1577,0.26812941613982894,8
38,2374,0.25717284814555635,21
39,545,0.25485436893203883,24
40,2152,0.2615606936416185,14
41,1063,0.2543950361944157,25
42,2711,0.2585901523202267,11
43,275,0.26212176449143276,13
44,1646,0.25633021158515434,25
45,1881,0.26181031373963215,12
46,1080,0.2597310686482661,13
47,1172,0.253618194348725,29
48,329,0.2563566701497736,20
49,1505,0.25432525951557095,32
50,18,0.2625315542733502,17
51,19,0.2559691011235955,20
52,25,0.2658321060382916,11
53,174,0.2602004294917681,13
54,181,0.25886524822695034,10
55,182,0.2591150442477876,17
56,1339,0.25592747559274753,17
57,1010,0.2595338983050847,19
58,242,0.2613760465962869,10
59,1078,0.2599290780141844,18
60,1216,0.25792811839323465,14
61,1025,0.2600652883569097,12
62,409,0.2691131498470948,10
63,1977,0.2653817642698295,11
64,572,0.25668634942688434,26
65,536,0.26124197002141325,19
66,706,0.2825112107623318,5
67,805,0.25679442508710804,19
68,992,0.25456424388563553,31
69,2499,0.2653516933382955,14
70,1040,0.25492909028017985,27
71,1587,0.255741127348643,22
72,731,0.25557103064066855,21
73,29,0.2654932159882655,11
74,678,0.2624369142033165,14
75,216,0.26371616678858817,15
76,664,0.2689169139465875,12
77,1236,0.2577464788732394,14
78,1229,0.26384364820846906,11
79,625,0.2609162491052255,15
80,2799,0.2643510054844607,11
81,750,0.26454644018792917,9
82,254,0.2552083333333333,24
83,2321,0.26465234801601745,9
84,1363,0.2607296137339056,11
85,2102,0.2646842878120411,12
86,1331,0.2623478883321403,20
87,102,0.2577683615819209,19
88,429,0.2716236722306525,12
89,503,0.2698650674662669,8
90,888,0.26017699115044246,18
91,40,0.2690566037735849,12
92,42,0.26465234801601745,9
93,150,0.25492909028017985,30
94,1956,0.27797690163281563,8
95,485,0.25537820957668284,22
96,705,0.27665477606024574,9
97,327,0.26443545421110703,11
98,423,0.2540559199171557,27
99,1957,0.26221264367816094,12
100,1246,0.25571725571725573,24
101,57,0.25526770293609674,26
102,2365,0.27151051625239003,9
103,1659,0.2540559199171557,25
104,1928,0.25473974491554635,26
105,1947,0.26181031373963215,18
106,836,0.2555478502080444,25
107,862,0.2530949105914718,29
108,1325,0.2741564417177914,8
109,51,0.25755446240337315,20
110,303,0.2577824414130815,22
111,1114,0.2611031518624642,17
112,268,0.2619475386273805,17
113,91,0.2583274273564848,19
114,1354,0.26366906474820145,11
115,1748,0.2610254571531015,16
116,2515,0.26810769814182783,11
117,1201,0.26217093400649116,11
118,1145,0.2580758426966292,22
119,2218,0.26277897768178543,14
120,1386,0.26691449814126395,10
121,1197,0.2557077625570776,16
122,1058,0.2575122292103424,23
123,971,0.2581664910432034,22
124,1757,0.25833924769339955,17
125,777,0.2579058327477161,17
126,1574,0.2582804792107118,17
127,1418,0.26733407489803485,10
128,626,0.2565720294426919,21
129,1266,0.26277372262773724,13
130,166,0.25627615062761505,26
131,1627,0.26241900647948163,14
132,60,0.2561782109293422,27
133,65,0.26160489384670743,14
134,121,0.25450762829403606,29
135,129,0.2542081758845757,30
136,155,0.253448275862069,28
137,158,0.2734584450402145,7
138,159,0.2656135194709772,15
139,163,0.26442658875091307,10
140,465,0.2579058327477161,19
141,2201,0.26587448941700703,8
142,891,0.2565262791507135,19
143,435,0.2748267898383372,8
144,1420,0.2653436236677692,8
145,2050,0.2618622904031395,12
146,1233,0.255393180236604,26
147,1183,0.2669381710477601,8
148,70,0.2574744987689061,18
149,1616,0.25654450261780104,24
150,2242,0.2794297352342159,8
151,1081,0.2739992226972406,11
152,1842,0.26406135865595326,15
153,1770,0.2653362897265336,12
154,2366,0.27075399847677073,10
155,652,0.26260806916426516,11
156,875,0.2609791216702664,14
157,1502,0.2606212067118886,13
158,2353,0.27217125382262997,11
159,1409,0.26498538011695905,14
160,645,0.2642128279883382,9
161,215,0.2563390065995137,26
162,1571,0.2683563175549758,9
163,1375,0.25432525951557095,25
164,1491,0.26133523741520887,14
165,1805,0.25954738330975957,21
166,1762,0.2646842878120411,9
167,1760,0.2558464223385689,20
168,1777,0.2564549895324494,29
169,1832,0.26861204638982417,9
170,74,0.2614167565623876,16
171,1606,0.26460859977949286,8
172,1410,0.268183513614323,9
173,500,0.26701183431952663,9
174,605,0.26591075347476223,11
175,771,0.26105563480741795,18
176,1609,0.2611994219653179,14
177,1044,0.25476603119584057,24
178,2393,0.2817248459958932,6
179,293,0.2557093425605536,27
180,319,0.2585658777817026,16
181,1248,0.2612288896873877,10
182,542,0.2595338983050847,18
183,130,0.25718290119131043,17
184,2227,0.26093138997511556,15
185,838,0.25681898689337584,15
186,993,0.25874867444326616,16
187,1471,0.2652461425422483,9
188,1323,0.2565353781805507,25
189,997,0.26334907373774064,16
190,2548,0.2688375615297236,9
191,798,0.25997150997151,19
192,84,0.2547332185886403,32
193,289,0.25726286314315716,21
194,892,0.25538568450312715,22
195,820,0.26226551226551226,16
196,2402,0.2702702702702703,5
197,488,0.26024955436720143,14
198,660,0.25361321403991743,32
199,1096,0.2561696211331248,27
200,2144,0.2799371809972517,6
201,1916,0.2697220135236664,11
