,V1,V2
443,37,702
444,37,1397
445,37,383
446,37,1531
447,37,606
448,38,39
449,38,40
450,38,41
451,38,42
452,38,43
453,38,44
454,38,45
455,39,38
456,39,842
457,39,490
458,40,38
459,40,46
460,40,402
461,40,722
462,40,289
463,40,1710
464,41,38
465,41,281
466,41,409
467,41,79
468,41,2695
469,41,1219
470,41,1719
471,41,1393
472,41,1730
473,42,38
474,42,309
475,42,753
476,42,179
477,42,580
478,42,2638
479,42,1039
480,42,319
481,42,143
482,42,2945
483,42,2246
484,42,975
485,42,2606
486,43,38
487,43,856
488,43,893
489,43,1034
490,43,1751
491,43,329
492,43,2334
493,43,680
494,43,2452
495,43,1840
496,43,209
497,43,1541
498,43,2132
499,43,1952
500,43,405
501,43,2166
502,43,990
503,44,28
504,44,31
505,44,38
506,44,976
507,44,370
508,44,787
509,44,1427
510,44,72
511,44,79
512,44,2174
513,44,775
514,44,1998
515,44,1547
516,44,1057
517,44,1232
518,44,2894
519,44,2726
520,44,875
521,44,1132
522,44,449
523,44,2360
524,44,1393
525,44,2632
526,44,191
527,45,38
528,45,322
529,46,40
530,46,47
531,46,48
532,46,49
533,46,50
534,46,51
535,46,52
536,46,53
537,46,54
538,47,46
539,47,1080
540,47,1225
541,47,1115
542,47,1372
543,47,1373
544,47,1082
545,47,1374
546,47,1375
547,47,1294
548,47,1376
549,47,952
550,47,1377
551,47,1378
552,48,46
553,48,618
554,48,72
555,48,2155
556,48,354
557,48,795
558,48,724
559,48,2156
560,48,425
561,48,171
562,48,125
563,48,323
564,49,46
565,49,1003
566,49,2357
567,49,2342
568,49,2358
569,49,1321
570,50,46
571,50,351
572,50,399
573,50,1556
574,50,1224
575,50,1000
576,50,1169
577,50,295
578,50,1271
579,50,1058
580,50,1797
581,50,1161
582,50,1377
583,50,519
584,50,2047
585,50,1079
586,50,2154
587,50,2084
588,51,7
589,51,46
590,51,1188
591,51,1390
592,51,931
593,51,1795
594,51,2299
595,51,762
596,51,1465
597,51,2672
598,51,2360
599,51,460
600,52,46
601,52,398
602,52,2207
603,52,2266
604,52,104
605,52,1009
606,52,247
607,52,1133
608,52,1889
609,52,1078
610,53,46
611,53,555
612,53,1241
613,53,1316
614,53,66
615,53,1753
616,53,2117
617,53,287
618,53,870
619,53,1075
620,53,1062
621,53,2130
622,53,750
623,53,2166
624,53,1424
625,54,46
626,54,264
627,54,1258
628,54,289
629,54,2393
630,54,1220
631,54,109
632,54,88
633,54,1956
634,54,2369
635,54,1808
636,54,1261
637,54,245
638,54,1198
639,54,1756
640,54,2913
641,54,2013
642,54,1619
643,54,2349
644,54,2680
645,55,56
646,55,57
647,55,58
648,55,59
649,56,2
650,56,55
651,56,101
652,56,102
653,56,103
654,56,104
655,56,105
656,56,106
657,56,107
658,56,108
659,56,109
660,56,110
661,56,111
662,56,112
663,57,55
664,57,311
665,57,329
666,57,2034
667,57,103
668,57,2175
669,57,641
670,57,1220
671,57,1030
672,57,1024
673,57,1760
674,57,229
675,57,2488
676,57,2535
677,57,1462
678,57,1710
679,57,1467
680,58,55
681,58,187
682,58,1556
683,58,959
684,58,1352
685,58,356
686,58,1766
687,58,1292
688,58,615
689,58,2345
690,58,2604
691,58,876
692,58,1847
693,58,1436
694,58,1419
695,58,1218
696,59,55
697,59,1556
698,59,2168
699,59,663
700,59,2910
701,59,1924
702,59,2490
703,59,425
704,59,845
705,59,162
706,59,2309
707,59,980
708,59,1163
709,59,736
710,60,6
711,61,62
712,61,63
713,61,64
714,62,6
715,62,61
716,62,147
717,62,148
718,62,149
719,62,150
720,62,151
721,62,152
722,62,116
723,62,153
724,62,154
725,62,155
726,62,81
727,62,156
728,62,93
729,62,157
730,62,158
731,62,159
732,62,160
733,62,161
734,62,162
735,62,163
736,62,164
737,62,165
738,62,166
739,62,167
740,62,168
741,63,61
742,63,2193
743,63,1845
744,63,1982
745,63,1191
746,63,712
747,63,2704
748,63,1011
749,63,1041
750,63,2170
751,64,61
752,64,1744
753,64,567
754,64,611
755,64,1000
756,64,1743
757,64,1559
758,64,1849
759,64,1171
760,64,1598
761,64,1147
762,65,66
763,65,67
764,65,68
765,65,69
766,65,70
767,66,53
768,66,65
769,66,82
770,66,1945
771,66,2114
772,66,2115
773,66,231
774,67,65
775,67,1188
776,67,803
777,67,610
778,67,2180
779,67,1049
780,67,491
781,67,272
782,67,812
783,67,493
784,67,2031
785,67,668
786,67,910
787,68,65
788,68,1687
789,68,2727
790,68,229
791,68,378
792,68,1586
793,69,65
794,69,1673
795,69,1349
796,69,2890
797,69,2343
798,69,938
799,70,65
800,70,1258
801,70,410
802,70,2582
803,70,1924
804,70,449
805,70,1800
806,71,72
807,71,73
808,71,74
809,71,75
810,72,44
811,72,48
812,72,71
813,72,1498
814,72,1581
815,72,2023
816,72,2148
817,72,765
818,72,97
819,72,1509
820,72,100
821,72,1570
822,72,167
823,73,71
824,73,282
825,73,2174
826,73,2199
827,73,2338
828,73,1883
829,73,777
830,73,2091
831,73,1509
832,73,846
833,74,71
834,74,600
835,74,326
836,74,787
837,74,1175
838,74,2095
839,74,134
840,74,1758
841,74,2556
842,74,623
843,74,1609
844,74,2243
845,75,71
846,75,182
847,75,422
848,75,849
849,75,949
850,75,1396
851,75,423
852,75,2647
853,75,2929
854,75,298
855,75,221
856,75,1844
857,75,1762
858,75,240
859,76,77
860,77,2
861,77,76
862,77,1089
863,77,329
864,77,1507
865,77,1082
866,77,978
867,77,185
868,77,1508
869,77,656
870,77,1359
871,77,908
872,77,1509
873,77,1510
874,78,79
875,78,80
876,78,81
877,79,41
878,79,44
879,79,78
880,79,82
881,79,485
882,79,421
883,79,849
884,79,1190
885,79,2149
886,79,2150
887,79,1738
888,79,1850
889,79,685
890,79,492
891,79,1510
892,80,78
893,80,1507
894,80,2701
895,80,2852
896,80,831
897,80,937
898,80,322
899,81,62
900,81,78
901,81,2234
902,81,1742
903,81,1107
904,81,1364
905,81,2369
906,81,1232
907,81,377
908,81,2865
909,81,1739
910,81,194
911,81,2866
912,81,2413
913,81,1060
914,81,880
915,81,564
916,82,66
917,82,79
918,82,83
919,82,84
920,82,85
921,82,86
922,82,87
923,82,88
924,82,89
925,82,90
926,82,91
927,82,92
928,82,93
929,82,94
930,82,95
931,82,96
932,82,97
933,82,98
934,82,99
935,82,100
936,83,82
937,83,126
938,83,127
939,83,128
940,83,129
941,83,130
942,83,131
943,83,132
944,83,133
945,83,134
946,83,135
947,83,136
948,83,137
949,83,138
950,83,139
951,83,140
952,83,141
953,83,122
954,83,93
955,83,142
956,83,143
957,83,144
958,83,145
959,83,146
960,84,82
961,84,148
962,84,687
963,84,1758
964,84,1759
965,84,1760
966,84,1344
967,84,1705
968,84,561
969,84,1761
970,84,1567
971,84,110
972,84,1762
973,84,1435
974,84,1510
975,84,166
976,85,22
977,85,82
978,85,637
979,85,1073
980,85,148
981,85,2036
982,85,2247
983,85,795
984,85,814
985,85,1108
986,85,620
987,85,1229
988,85,231
989,85,315
990,85,1388
991,85,413
992,85,491
993,85,1470
994,85,1183
995,85,716
996,86,82
997,86,281
998,86,113
999,86,1241
1000,86,523
1001,86,1431
1002,86,804
1003,86,2266
1004,86,789
1005,86,1581
1006,86,1541
1007,86,315
1008,86,1564
1009,86,1813
1010,86,569
1011,86,318
1012,86,2681
1013,86,1049
1014,86,634
1015,86,2342
1016,86,552
1017,86,302
1018,86,2682
1019,86,578
1020,86,407
1021,87,82
1022,87,115
1023,87,2726
1024,87,2219
1025,87,975
1026,88,54
1027,88,82
1028,88,729
1029,88,2208
1030,88,921
1031,88,2833
1032,88,2760
1033,88,809
1034,88,2834
1035,88,1183
1036,88,571
1037,88,1494
1038,89,82
1039,89,1556
1040,89,803
1041,89,2242
1042,89,1909
1043,89,2708
1044,89,2825
1045,89,2200
1046,89,490
1047,89,2182
1048,89,2224
1049,89,2673
1050,89,1509
1051,89,1215
1052,89,1711
1053,89,584
1054,90,82
1055,90,126
1056,90,2164
1057,90,620
1058,90,1849
1059,90,1243
1060,90,1526
1061,90,2402
1062,90,1598
1063,91,82
1064,91,1885
1065,91,1753
1066,91,2907
1067,91,572
1068,91,2349
1069,92,82
1070,92,929
1071,92,2164
1072,92,771
1073,92,548
1074,92,133
1075,92,2622
1076,92,827
1077,92,2367
1078,92,287
1079,92,2299
1080,92,1691
1081,92,1023
1082,92,315
1083,92,662
1084,92,1324
1085,92,534
1086,92,2868
1087,92,1091
1088,92,119
1089,92,1365
1090,92,2058
1091,92,470
1092,92,396
1093,92,2493
1094,92,1410
1095,92,380
1096,92,1699
1097,92,2402
1098,92,1250
1099,92,167
1100,93,62
1101,93,82
1102,93,83
1103,93,427
1104,93,942
1105,93,1108
1106,93,1623
1107,94,82
1108,94,1898
1109,94,431
1110,94,2803
1111,94,2643
1112,95,82
1113,95,1556
1114,95,244
1115,95,2120
1116,95,789
1117,95,376
1118,95,2601
1119,95,621
1120,95,236
1121,95,2185
1122,95,320
1123,95,1710
1124,95,2704
1125,95,1762
1126,95,161
1127,95,2311
1128,95,2682
1129,95,1510
1130,95,2038
1131,95,802
1132,96,22
1133,96,82
1134,96,427
1135,96,472
1136,96,847
1137,96,698
1138,96,983
1139,96,149
1140,96,932
1141,96,2561
1142,96,806
1143,96,2177
1144,96,2436
1145,96,1293
1146,96,1950
1147,96,891
1148,96,908
1149,96,846
1150,96,167
1151,97,72
1152,97,82
1153,97,948
1154,97,951
1155,97,2598
1156,97,209
1157,97,1364
1158,97,214
1159,97,2011
1160,97,300
1161,97,2402
1162,97,1172
1163,97,249
1164,97,112
1165,97,1087
1166,97,322
1167,97,902
1168,98,82
1169,98,197
1170,98,326
1171,98,1460
1172,98,182
1173,98,1148
1174,98,2218
1175,98,1138
1176,98,1107
1177,98,2231
1178,98,465
1179,98,1142
1180,98,2447
1181,98,1178
1182,98,1310
1183,98,299
1184,98,937
1185,98,2580
1186,98,2763
1187,98,2704
1188,98,385
1189,98,2470
1190,98,322
1191,98,2521
1192,98,2683
1193,99,82
1194,99,1511
1195,99,2021
1196,99,2172
1197,99,2734
1198,99,2793
1199,99,1967
1200,99,1449
1201,99,2651
1202,99,1424
1203,100,72
1204,100,82
1205,100,451
1206,100,1498
1207,100,1556
1208,100,474
1209,100,1091
1210,100,2475
1211,100,1223
1212,101,56
1213,101,369
1214,101,370
1215,101,332
1216,101,174
1217,101,371
1218,101,372
1219,101,373
1220,101,374
1221,101,287
1222,101,375
1223,101,376
1224,101,377
1225,101,378
1226,101,379
1227,101,380
1228,101,365
1229,101,381
1230,101,382
1231,101,383
1232,101,384
1233,101,385
1234,101,386
1235,101,387
1236,101,146
1237,101,388
1238,101,389
1239,102,10
1240,102,56
1241,102,824
1242,102,1527
1243,102,1528
1244,102,1529
1245,102,661
1246,102,746
1247,102,1530
1248,102,379
1249,102,916
1250,102,380
1251,102,605
1252,102,1531
1253,102,1532
1254,102,1494
1255,103,56
1256,103,57
1257,103,2157
1258,103,1373
1259,103,2158
1260,103,2159
1261,103,1328
1262,103,2160
1263,103,941
1264,104,52
1265,104,56
1266,104,1881
1267,104,2339
1268,104,146
1269,105,56
1270,105,1241
1271,105,265
1272,105,1473
1273,105,2729
1274,106,56
1275,106,1104
1276,106,409
1277,106,1778
1278,106,2485
1279,106,1932
1280,106,2645
1281,106,594
1282,106,361
1283,107,56
1284,107,2053
1285,107,2359
1286,107,1451
1287,107,2385
1288,107,194
1289,107,2291
1290,107,1725
1291,107,142
1292,107,901
1293,108,56
1294,108,1166
1295,108,666
1296,108,1395
1297,109,54
1298,109,56
1299,109,113
1300,109,1962
1301,109,133
1302,109,1775
1303,109,2466
1304,109,1044
1305,109,1839
1306,109,1574
1307,109,2205
1308,109,1589
1309,109,432
1310,109,251
1311,109,121
1312,109,1456
1313,109,1978
1314,109,1294
1315,109,820
1316,109,320
1317,109,1950
1318,109,695
1319,109,1069
1320,109,1163
1321,109,2571
1322,109,1368
1323,109,668
1324,110,56
1325,110,84
1326,110,958
1327,110,618
1328,110,720
1329,110,1621
1330,110,242
1331,110,2366
1332,110,589
1333,110,353
1334,110,509
1335,110,1443
1336,110,675
1337,110,792
1338,110,623
1339,110,2239
1340,110,2163
1341,110,188
1342,110,479
1343,110,1725
1344,110,238
1345,110,417
1346,110,1186
1347,110,1509
1348,110,171
1349,110,1731
1350,111,56
1351,111,309
1352,111,311
1353,111,441
1354,111,515
1355,111,1056
1356,111,1258
1357,111,2208
1358,111,1432
1359,111,707
1360,111,2579
1361,111,1631
1362,111,2824
1363,111,2189
1364,111,317
1365,111,632
1366,111,534
1367,111,1813
1368,111,1887
1369,111,2838
1370,111,2832
1371,111,835
1372,111,2802
1373,111,121
1374,111,2633
1375,111,1095
1376,111,941
1377,111,995
1378,112,56
1379,112,97
1380,112,1327
1381,112,2037
1382,112,443
1383,112,828
1384,112,154
1385,112,2180
1386,112,1230
1387,112,1874
1388,112,260
1389,112,1804
1390,112,1247
1391,112,2047
1392,112,998
1393,113,2
1394,113,86
1395,113,109
1396,113,522
1397,113,1097
1398,113,1098
1399,113,548
1400,113,333
1401,113,960
1402,113,756
1403,113,1099
1404,113,580
1405,113,445
1406,113,1000
1407,113,1100
1408,113,1101
1409,113,1102
1410,113,946
1411,113,1103
1412,113,493
1413,113,349
1414,114,2
1415,114,1104
1416,114,327
1417,114,1824
1418,114,804
1419,114,1258
1420,114,2281
1421,114,2372
1422,114,2245
1423,114,1765
1424,114,775
1425,114,2379
1426,114,156
1427,114,1849
1428,114,832
1429,114,433
1430,114,535
1431,114,1905
1432,114,714
1433,114,1435
1434,114,2380
1435,114,171
1436,114,1147
1437,114,947
1438,115,2
1439,115,87
1440,115,1035
1441,115,2116
1442,115,198
1443,115,2143
1444,115,788
1445,115,465
1446,115,1639
1447,115,859
1448,115,778
1449,115,1584
1450,115,123
1451,115,425
1452,115,2435
1453,115,1538
1454,116,2
1455,116,30
1456,116,62
1457,116,283
1458,116,1285
1459,116,720
1460,116,1255
1461,116,740
1462,116,414
1463,116,133
1464,116,619
1465,116,2381
1466,116,1917
1467,116,631
1468,116,1028
1469,116,1998
1470,116,1559
1471,116,1354
1472,116,1331
1473,116,296
1474,116,733
1475,116,899
1476,116,916
1477,116,1814
1478,116,793
1479,116,380
1480,116,937
1481,116,1067
1482,116,864
1483,116,1889
1484,116,1780
1485,116,834
1486,116,1401
1487,116,240
1488,116,1817
1489,116,2576
1490,117,2
1491,117,438
1492,117,856
1493,117,487
1494,117,430
1495,117,1813
1496,117,1057
1497,117,2131
1498,117,1086
1499,117,2227
1500,117,361
1501,117,561
1502,117,479
1503,117,1376
1504,117,1531
1505,117,1002
1506,117,2723
1507,118,2
1508,118,996
1509,118,452
1510,118,1825
1511,118,284
1512,118,2351
1513,118,1882
1514,118,2718
1515,118,1505
1516,118,1559
1517,118,762
1518,118,262
1519,118,121
1520,118,916
1521,118,246
1522,118,2413
1523,118,880
1524,118,752
1525,118,1626
1526,119,2
1527,119,25
1528,119,92
1529,119,993
1530,119,1135
1531,119,671
1532,119,1197
1533,119,843
1534,119,806
1535,119,223
1536,119,710
1537,119,209
1538,119,1651
1539,119,1030
1540,119,1408
1541,119,184
1542,119,378
1543,119,2228
1544,119,986
1545,119,1376
1546,119,2225
1547,119,2791
1548,119,1298
1549,119,1192
1550,119,1398
1551,119,2111
1552,119,308
1553,120,2
1554,121,2
1555,121,109
1556,121,111
1557,121,118
1558,121,718
1559,121,738
1560,121,1327
1561,121,1405
1562,121,1785
1563,121,1528
1564,121,373
1565,121,412
1566,121,661
1567,121,1433
1568,121,1787
1569,121,1892
1570,121,1849
1571,121,594
1572,121,2029
1573,121,2633
1574,121,2570
1575,121,909
1576,121,865
1577,122,2
1578,122,83
1579,122,740
1580,122,291
1581,122,1865
1582,122,2147
1583,122,2343
1584,122,146
1585,122,941
1586,123,2
1587,123,115
1588,123,472
1589,123,823
1590,123,1124
1591,123,1405
1592,123,996
1593,123,1372
1594,123,133
1595,123,743
1596,123,2807
1597,123,1616
1598,123,1171
1599,123,1725
1600,123,1617
1601,123,1359
1602,123,144
1603,123,880
1604,124,2
1605,124,1360
1606,124,930
1607,124,331
1608,124,1868
1609,124,1139
1610,124,756
1611,124,1758
1612,124,1469
1613,124,404
1614,124,359
1615,124,432
1616,124,2356
1617,124,623
1618,124,552
1619,124,1041
1620,124,2709
1621,124,389
1622,125,2
1623,125,48
1624,125,180
1625,125,1013
1626,125,1751
1627,125,129
1628,125,265
1629,125,475
1630,125,933
1631,125,1547
1632,125,1952
1633,125,214
1634,125,2726
1635,125,887
1636,125,1901
1637,125,2495
1638,125,2562
1639,125,1506
1640,126,83
1641,126,90
1642,126,1070
1643,126,1071
1644,126,1072
1645,127,83
1646,127,1440
1647,127,264
1648,127,1578
1649,127,442
1650,127,1407
1651,127,1716
1652,127,1717
1653,127,1281
1654,127,1085
1655,127,317
1656,127,1718
1657,127,1031
1658,127,1719
1659,127,343
1660,127,1464
1661,127,1720
1662,127,308
1663,127,947
1664,128,83
1665,128,258
1666,128,1278
1667,128,2052
1668,128,338
1669,128,2043
1670,128,1811
1671,129,83
1672,129,125
1673,129,422
1674,129,1888
1675,130,83
1676,130,281
1677,130,968
1678,130,352
1679,130,2040
1680,130,667
1681,130,365
1682,130,562
1683,131,26
1684,131,83
1685,131,785
1686,131,1490
1687,131,400
1688,131,1036
1689,131,932
1690,131,2376
1691,131,1336
1692,131,1107
1693,131,708
1694,131,2372
1695,131,580
1696,131,850
1697,131,885
1698,131,200
1699,131,758
1700,131,915
1701,131,542
1702,131,1443
1703,131,558
1704,131,271
1705,131,2342
1706,131,491
1707,131,245
1708,131,395
1709,131,2377
1710,131,845
1711,131,321
1712,132,83
1713,132,1088
1714,132,485
1715,132,1824
1716,132,866
1717,132,516
1718,132,151
1719,132,1138
1720,132,1854
1721,132,1400
1722,132,2150
1723,132,2511
1724,132,1383
1725,132,365
1726,132,1002
1727,132,947
1728,133,83
1729,133,92
1730,133,109
1731,133,116
1732,133,123
1733,133,574
1734,133,1276
1735,133,2391
1736,133,1029
1737,133,781
1738,133,1459
1739,133,980
1740,133,1954
1741,134,36
1742,134,74
1743,134,83
1744,134,504
1745,134,1188
1746,134,1490
1747,134,2199
1748,134,2340
1749,134,1343
1750,134,334
1751,134,2640
1752,134,612
1753,134,1455
1754,134,287
1755,134,2646
1756,134,2647
1757,134,1269
1758,134,745
1759,134,2489
1760,134,361
1761,134,2648
1762,134,245
1763,134,1617
1764,134,492
1765,134,483
1766,134,1800
1767,134,1087
1768,134,736
1769,134,947
1770,135,83
1771,135,2444
1772,135,827
1773,135,1007
1774,135,956
1775,135,2677
1776,135,1040
1777,135,779
1778,135,989
1779,135,346
1780,135,2071
1781,136,83
1782,136,280
1783,136,1482
1784,136,2780
1785,136,885
1786,136,1607
1787,136,2508
1788,137,83
1789,137,727
1790,137,1285
1791,137,1157
1792,137,1909
1793,137,828
1794,137,1891
1795,137,1430
1796,138,83
1797,138,1167
1798,138,1748
1799,138,2478
1800,138,1710
1801,139,83
1802,139,1765
1803,139,2432
1804,139,2907
1805,140,83
1806,140,495
1807,140,1347
1808,140,754
1809,140,531
1810,140,1882
1811,140,1445
1812,140,1281
1813,140,1063
1814,140,2041
1815,140,418
1816,140,177
1817,140,2576
1818,140,1494
1819,141,83
1820,141,566
1821,141,1495
1822,141,1258
1823,141,2093
1824,141,549
1825,141,2448
1826,141,155
1827,141,956
1828,141,1348
1829,141,1646
1830,141,888
1831,141,655
1832,141,2507
1833,141,1797
1834,141,675
1835,141,2623
1836,141,1906
1837,141,1866
1838,141,239
1839,141,2934
1840,141,493
1841,141,146
1842,142,83
1843,142,107
1844,142,785
1845,142,856
1846,142,939
1847,142,1225
1848,142,2325
1849,142,203
1850,142,353
1851,142,1500
1852,142,231
1853,142,357
1854,142,859
1855,142,2603
1856,142,2415
1857,142,2604
1858,142,1417
1859,142,966
1860,142,863
1861,142,1299
1862,142,1627
1863,142,735
1864,142,1800
1865,142,1817
1866,142,1853
1867,142,186
1868,142,917
1869,142,1907
1870,142,1026
1871,143,42
1872,143,83
1873,143,1785
1874,143,1129
1875,143,287
1876,143,550
1877,143,314
1878,143,1433
1879,143,184
1880,143,1566
1881,143,832
1882,143,553
1883,144,83
1884,144,123
1885,144,2039
1886,144,402
1887,144,2162
1888,144,1538
1889,144,1240
1890,144,461
1891,145,83
1892,145,1405
1893,145,1457
1894,145,474
1895,145,905
1896,145,850
1897,145,2563
1898,145,1381
1899,145,1400
1900,145,859
1901,145,1310
1902,145,1466
1903,145,1072
1904,145,1597
1905,145,1919
1906,145,2109
1907,146,83
1908,146,101
1909,146,104
1910,146,122
1911,146,141
1912,146,190
1913,146,369
1914,146,1629
1915,146,1749
1916,146,2818
1917,146,1760
1918,146,214
1919,146,1235
1920,146,812
1921,146,1848
1922,146,397
1923,147,16
1924,147,62
1925,147,426
1926,147,807
1927,147,1596
1928,148,25
1929,148,62
1930,148,84
1931,148,85
1932,148,1763
1933,148,1764
1934,148,376
1935,148,1765
1936,148,1084
1937,148,1766
1938,148,1232
1939,148,379
1940,148,1767
1941,148,1750
1942,148,1768
1943,148,1762
1944,148,1072
1945,148,1435
1946,148,171
1947,149,62
1948,149,96
1949,149,1255
1950,149,329
1951,149,2105
1952,149,1593
1953,149,878
1954,149,1325
1955,150,62
1956,150,1331
1957,150,2256
1958,150,1851
1959,151,18
1960,151,62
1961,151,132
1962,151,1012
1963,151,1034
1964,151,982
1965,151,555
1966,151,1360
1967,151,496
1968,151,1737
1969,151,1352
1970,151,1138
1971,151,2448
1972,151,2129
1973,151,1314
1974,151,489
1975,151,2169
1976,151,1008
1977,151,2436
1978,151,395
1979,151,1446
1980,151,627
1981,152,62
1982,152,1055
1983,152,2211
1984,152,916
1985,152,226
1986,152,407
1987,153,62
1988,153,2119
1989,153,1728
1990,153,2792
1991,153,418
1992,153,1953
1993,153,1494
1994,154,62
1995,154,112
1996,154,1507
1997,154,1966
1998,154,2566
1999,154,1389
2000,155,62
2001,155,141
2002,155,1080
2003,155,325
2004,155,618
2005,155,264
2006,155,1312
2007,155,2362
2008,155,1869
